id,vessel_id,block,width,length,height,weight
0,SN2601,D340S,23.0,25.0,inf,34.0
1,SN2603,D840S,11.0,23.0,inf,7.0
2,SN2607,B202S,15.0,23.0,inf,8.0
3,SN2612,T340S,23.0,25.0,inf,45.0
4,SN2607,B120P,23.0,25.0,inf,83.0
5,SN2616,E54XS,15.0,23.0,inf,16.0
6,SN2612,D371S,23.0,25.0,inf,48.0
7,SN2598,F110S,23.0,25.0,inf,21.0
8,SN2598,D500S,11.0,23.0,inf,4.0
9,SN2612,S160P,23.0,25.0,inf,57.0
10,SN2598,B220S,23.0,25.0,inf,43.0
11,SN2456,B120S,23.0,25.0,inf,50.0
12,SN2608,T141S,23.0,25.0,inf,52.0
13,SN2457,S124S,11.0,25.0,inf,36.0
14,SN2612,T320P,23.0,25.0,inf,48.0
15,SN2464,D29CS,16.0,23.0,inf,10.0
16,SN2456,E510P,23.0,25.0,inf,54.0
17,SN2599,E414S,11.0,25.0,inf,12.0
18,SN2612,H130P,23.0,25.0,inf,33.0
19,SN2608,A110P,11.0,23.0,inf,18.0
20,SN2457,H120P,23.0,25.0,inf,48.0
21,SN2463,B181P,23.0,25.0,inf,66.0
22,SN2612,B120P,23.0,25.0,inf,68.0
23,SN2607,D311S,23.0,25.0,inf,47.0
24,SN2608,F52BS,11.0,23.0,inf,6.0
25,SN2454,Y900C,13.0,23.0,inf,64.0
26,SN2607,T320P,23.0,25.0,inf,46.0
27,SN2608,B171P,23.0,25.0,inf,116.0
28,SN2603,F420S,23.0,25.0,inf,45.0
29,SN2457,E450C,23.0,25.0,inf,44.0
30,SN2603,F520P,23.0,25.0,inf,76.0
31,SN2454,H210S,23.0,25.0,inf,44.0
32,,,23.0,25.0,inf,
33,,,23.0,25.0,inf,
34,,,23.0,25.0,inf,
35,,,23.0,25.0,inf,
36,,,23.0,25.0,inf,
37,,,23.0,25.0,inf,
38,,,23.0,25.0,inf,
39,,,23.0,25.0,inf,
40,,,23.0,25.0,inf,
1,,,14.0,23.0,inf,
2,,,10.0,23.0,inf,
5,,,10.0,23.0,inf,
8,,,14.0,23.0,inf,
13,,,12.0,25.0,inf,
15,,,9.0,23.0,inf,
17,,,12.0,25.0,inf,
19,,,14.0,23.0,inf,
24,,,14.0,23.0,inf,
25,,,12.0,23.0,inf,
