id,vessel_id,block,width,length,height,weight
0,SN2616,H170S,13.0,21.0,5.0,10.0
1,SN2611,F130C,13.0,21.0,5.0,4.0
2,SN2627,H210P,13.0,21.0,5.0,21.0
3,SN2609,E11FS,13.0,21.0,5.0,16.0
4,SN2598,Y900S,13.0,21.0,5.0,23.0
5,SN2463,S393S,13.0,21.0,5.0,5.0
6,SN2634,M220S,13.0,21.0,5.0,34.0
7,SN2463,F731P,13.0,21.0,5.0,36.0
8,SN2463,S391S,13.0,21.0,5.0,55.0
9,SN2612,D731S,13.0,21.0,5.0,15.0
10,SN2607,D712S,13.0,21.0,5.0,14.0
11,SN2615,C710S,13.0,21.0,5.0,5.0
12,SN2634,T521S,13.0,21.0,5.0,6.0
13,SN2599,E113P,13.0,21.0,5.0,21.0
14,SN2591,E611S,13.0,21.0,5.0,7.0
15,SN2607,D717S,13.0,21.0,5.0,7.0
16,SN2599,E414P,13.0,21.0,5.0,12.0
17,SN2607,F422P,13.0,21.0,5.0,13.0
18,SN2608,S20AS,13.0,21.0,5.0,10.0
19,SN2607,M900P,13.0,21.0,5.0,2.0
20,SN2611,D820S,13.0,21.0,5.0,2.0
21,SN2591,S081P,13.0,21.0,5.0,22.0
22,SN2608,M220P,13.0,21.0,5.0,34.0
23,SN2464,E423S,13.0,21.0,5.0,10.0
24,SN2463,A222S,13.0,21.0,5.0,7.0
25,SN2634,E311S,13.0,21.0,5.0,21.0
26,,,13.0,21.0,5.0,
27,,,13.0,21.0,5.0,
28,,,13.0,21.0,5.0,
29,,,13.0,21.0,5.0,
38,,,16.0,21.0,5.0,
39,,,16.0,21.0,5.0,
30,SN2603,D370S,16.0,21.0,5.0,32.0
31,SN2611,D380S,16.0,21.0,5.0,25.0
32,SN2612,T120S,16.0,21.0,5.0,42.0
33,SN2603,F110S,16.0,21.0,5.0,21.0
34,SN2612,D341S,16.0,21.0,5.0,49.0
35,SN2612,D351P,16.0,21.0,5.0,36.0
36,SN2607,D331S,16.0,21.0,5.0,40.0
37,SN2611,F110S,16.0,21.0,5.0,21.0
