vessel_id,block,length,width,weight,height,location
SN2598,F420P,19.0,17.0,47.0,8.2,성동
SN2607,B202S,15.0,11.0,8.0,7.6,신한내
SN2457,S124P,20.0,11.0,36.0,0.4,봉암8
SN2608,M110S,22.0,11.0,80.0,6.2,성동
SN2608,M120S,20.0,13.0,58.0,6.2,성동
SN2598,F420S,19.0,17.0,51.0,8.2,성동
SN2612,S160P,20.0,19.0,57.0,5.4,신한내
SN2615,F332S,11.0,8.0,13.0,2.5,오비3
SN2464,D392S,20.0,11.0,11.0,2.0,봉암8
SN2457,A310S,25.0,17.0,83.0,6.8,사내
SN2598,D191S,16.0,11.0,43.0,1.9,봉암8
SN2616,D350P,15.0,11.0,28.0,5.5,봉암8
SN2463,B181P,19.0,18.0,66.0,2.3,신한내
SN2627,S390S,17.0,15.0,51.0,3.3,오비1
SN2591,E420S,18.0,15.0,43.0,5.5,덕곡1
SN2599,E513P,11.0,10.0,16.0,3.4,봉암8
SN2591,E641C,12.0,11.0,9.0,1.9,한내
SN2463,E731S,17.0,11.0,28.0,3.9,한내
SN2591,S081P,15.0,12.0,22.0,2.3,덕곡2
SN2457,H120S,21.0,15.0,48.0,4.7,성동
SN2464,B11AS,19.0,11.0,33.0,2.2,봉암9
SN2463,B181S,19.0,18.0,58.0,2.3,덕곡1
SN2627,S390P,17.0,15.0,51.0,3.3,OFD
SN2456,A110C,12.0,11.0,25.0,10.2,한내
SN2601,D380P,16.0,14.0,26.0,4.4,성동
SN2463,S101P,20.0,12.0,45.0,2.5,봉암8
SN2634,E210P,15.0,12.0,26.0,3.3,한내
SN2598,D380S,16.0,13.0,24.0,4.2,봉암8
SN2612,B120P,22.0,16.0,68.0,3.2,신한내
SN2603,D170C,20.0,20.0,57.0,1.9,오비1
SN2637,E221S,11.0,11.0,13.0,4.2,OFD
SN2598,B220S,21.0,15.0,43.0,7.3,신한내
SN2463,A221S,17.0,11.0,27.0,3.2,성동
SN2612,D131S,16.0,11.0,36.0,1.9,봉암8
SN2457,B120P,20.0,16.0,50.0,2.2,사내
SN2456,E510P,24.0,14.0,54.0,5.2,신한내
SN2607,M900P,11.0,6.0,2.0,3.3,덕곡2
SN2634,T521S,11.0,6.0,6.0,2.9,덕곡2
SN2612,T310S,16.0,15.0,75.0,2.7,오비1
SN2634,M220S,18.0,12.0,34.0,3.5,덕곡2
SN2598,F520S,19.0,19.0,73.0,6.4,오비1
SN2463,F322S,11.0,8.0,9.0,2.1,오비1
SN2607,T120P,17.0,14.0,43.0,2.9,봉암9
SN2598,F130C,13.0,11.0,37.0,5.1,오비3
SN2598,D120C,21.0,16.0,51.0,1.9,성동
SN2464,D392P,21.0,11.0,10.0,2.0,한내
SN2634,F11AS,15.0,11.0,25.0,2.4,봉암8
SN2457,B150S,25.0,20.0,81.0,2.2,사내
SN2603,D820S,11.0,4.0,2.0,4.1,한내
SN2612,S193S,16.0,11.0,30.0,2.9,봉암9
SN2463,E370P,16.0,12.0,27.0,5.2,봉암9
SN2608,S20AS,12.0,11.0,10.0,4.4,덕곡2
SN2463,S391S,20.0,11.0,55.0,2.6,덕곡2
SN2598,D370P,22.0,13.0,34.0,4.2,성동
SN2456,A220P,18.0,11.0,38.0,3.8,한내
SN2634,M210P,20.0,11.0,54.0,3.5,봉암8
SN2612,D121S,16.0,11.0,33.0,1.9,성동
SN2597,G140S,14.0,11.0,23.0,4.7,한내
SN2627,E520S,17.0,16.0,45.0,8.0,사내
SN2616,D350S,15.0,11.0,30.0,5.5,봉암9
SN2603,F420P,18.0,16.0,42.0,8.2,덕곡1
SN2607,E530C,21.0,20.0,107.0,5.2,사내
SN2608,A110P,11.0,7.0,18.0,10.7,신한내
SN2634,E311S,15.0,11.0,21.0,3.0,덕곡2
SN2608,S172S,21.0,11.0,19.0,3.9,성동
SN2612,T540P,11.0,11.0,18.0,2.7,한내
SN2615,M830S,14.0,11.0,28.0,3.5,봉암9
SN2599,E414S,18.0,11.0,12.0,3.2,신한내
SN2611,D820S,11.0,4.0,2.0,4.1,덕곡2
SN2608,T341P,18.0,17.0,80.0,2.8,성동
SN2608,M110P,22.0,11.0,83.0,6.2,한내
SN2612,T120S,16.0,14.0,42.0,2.9,덕곡2
SN2615,M810P,16.0,11.0,33.0,3.2,한내
SN2463,S393P,11.0,5.0,5.0,2.0,덕곡1
SN2599,E113P,19.0,11.0,21.0,3.8,덕곡2
SN2463,E740S,13.0,13.0,16.0,5.5,봉암8
SN2463,E370S,16.0,11.0,15.0,5.2,성동
SN2634,M110S,21.0,11.0,78.0,6.0,한내
SN2603,D200C,20.0,18.0,43.0,1.9,사내
SN2607,D715S,11.0,10.0,5.0,1.0,한내
SN2615,E533S,11.0,6.0,6.0,2.8,한내
SN2457,H120P,21.0,15.0,48.0,4.7,신한내
SN2611,G130S,16.0,11.0,18.0,4.3,한내
SN2616,L151P,18.0,11.0,34.0,2.5,봉암9
SN2616,H160P,14.0,11.0,14.0,3.0,한내
SN2608,M210P,20.0,11.0,54.0,3.6,봉암9
SN2612,D731S,19.0,11.0,15.0,1.8,덕곡2
SN2608,H131S,21.0,11.0,44.0,4.9,한내
SN2612,H130P,21.0,12.0,33.0,6.5,신한내
SN2611,D190C,20.0,15.0,44.0,1.9,성동
SN2591,E441P,11.0,8.0,8.0,3.7,한내
SN2627,S130P,25.0,18.0,85.0,3.3,사내
SN2598,D211S,16.0,11.0,42.0,1.9,OFD
SN2615,S091P,15.0,12.0,26.0,2.3,봉암9
SN2603,Y730C,12.0,12.0,7.0,12.0,한내
SN2612,H140S,21.0,12.0,33.0,6.4,한내
SN2615,E533P,11.0,6.0,6.0,2.8,오비3
SN2634,M310S,22.0,18.0,59.0,3.4,사내
SN2463,B190S,20.0,16.0,1.0,2.4,덕곡1
SN2599,E412P,11.0,10.0,16.0,3.3,봉암8
SN2612,S130S,21.0,19.0,60.0,5.4,사내
SN2627,S130S,25.0,18.0,85.0,3.3,사내
SN2612,T740S,21.0,11.0,7.0,2.8,성동
SN2455,S830P,17.0,11.0,23.0,5.8,한내
SN2607,E340C,20.0,17.0,57.0,4.9,사내
SN2603,D370S,20.0,13.0,32.0,4.2,덕곡2
SN2463,A222S,11.0,9.0,7.0,2.8,덕곡2
SN2627,B110P,18.0,14.0,34.0,2.5,봉암8
SN2598,D310S,22.0,13.0,38.0,4.3,한내
SN2611,D380S,16.0,13.0,25.0,4.2,덕곡2
SN2607,T310P,16.0,15.0,61.0,2.7,OFD
SN2457,E370P,16.0,12.0,27.0,5.2,봉암8
SN2599,E414P,17.0,11.0,12.0,3.2,덕곡2
