vessel_id,block,length,width,height,weight
SN2596,Y390S,11.0,0.0,0.0,3.0
,,14.0,5.0,5.8,1000.0
,,17.0,12.0,5.8,1000.0
,,18.0,9.0,5.8,1000.0
