exp_num,gamma,doRewardMinus,doProbMinus,lr,hid_dim,objective
0,0.1,True,False,0.005,64,21659358.0
1,0.1,True,False,0.005,64,18772504.0
2,0.1,True,False,0.005,64,19637744.0
3,0.1,True,False,0.005,64,20102882.0
4,0.1,True,False,0.005,64,19492014.0
5,0.1,True,False,0.005,64,19878868.0
6,0.1,True,False,0.005,64,19443720.0
7,0.1,True,False,0.005,64,17764352.0
8,0.1,True,False,0.005,64,19250148.0
9,0.1,True,False,0.005,64,18096844.0
10,0.1,True,False,0.005,64,20335820.0
11,0.1,True,False,0.005,64,18565188.0
12,0.1,True,False,0.005,64,18086342.0
13,0.1,True,False,0.005,64,18389236.0
14,0.1,True,False,0.005,64,18588460.0
15,0.1,True,False,0.005,64,18541906.0
16,0.1,True,False,0.005,64,17948768.0
17,0.1,True,False,0.005,64,16631139.0
18,0.1,True,False,0.005,64,19770496.0
19,0.1,True,False,0.005,64,18426604.0
0,0.1,True,False,0.005,128,21736328.0
1,0.1,True,False,0.005,128,18777438.0
2,0.1,True,False,0.005,128,19640586.0
3,0.1,True,False,0.005,128,20089868.0
4,0.1,True,False,0.005,128,19422446.0
5,0.1,True,False,0.005,128,19847680.0
6,0.1,True,False,0.005,128,19449428.0
7,0.1,True,False,0.005,128,17752888.0
8,0.1,True,False,0.005,128,19258884.0
9,0.1,True,False,0.005,128,18097276.0
10,0.1,True,False,0.005,128,20372568.0
11,0.1,True,False,0.005,128,18535168.0
12,0.1,True,False,0.005,128,18120532.0
13,0.1,True,False,0.005,128,18410856.0
14,0.1,True,False,0.005,128,18579040.0
15,0.1,True,False,0.005,128,18542740.0
16,0.1,True,False,0.005,128,17917672.0
17,0.1,True,False,0.005,128,16600424.0
18,0.1,True,False,0.005,128,19756592.0
19,0.1,True,False,0.005,128,18471226.0
0,0.1,True,False,0.005,256,21644094.0
1,0.1,True,False,0.005,256,18801868.0
2,0.1,True,False,0.005,256,19626796.0
3,0.1,True,False,0.005,256,20099144.0
4,0.1,True,False,0.005,256,19466890.0
5,0.1,True,False,0.005,256,19882576.0
6,0.1,True,False,0.005,256,19490390.0
7,0.1,True,False,0.005,256,17773132.0
8,0.1,True,False,0.005,256,19269272.0
9,0.1,True,False,0.005,256,18087484.0
10,0.1,True,False,0.005,256,20393272.0
11,0.1,True,False,0.005,256,18543506.0
12,0.1,True,False,0.005,256,18096184.0
13,0.1,True,False,0.005,256,18368290.0
14,0.1,True,False,0.005,256,18596452.0
15,0.1,True,False,0.005,256,18548606.0
16,0.1,True,False,0.005,256,17896888.0
17,0.1,True,False,0.005,256,16629299.0
18,0.1,True,False,0.005,256,19795912.0
19,0.1,True,False,0.005,256,18454034.0
0,0.1,True,False,0.01,64,21734024.0
1,0.1,True,False,0.01,64,18793940.0
2,0.1,True,False,0.01,64,19678584.0
3,0.1,True,False,0.01,64,20088120.0
4,0.1,True,False,0.01,64,19475470.0
5,0.1,True,False,0.01,64,19823332.0
6,0.1,True,False,0.01,64,19442416.0
7,0.1,True,False,0.01,64,17736220.0
8,0.1,True,False,0.01,64,19227244.0
9,0.1,True,False,0.01,64,18074968.0
10,0.1,True,False,0.01,64,20393140.0
11,0.1,True,False,0.01,64,18533538.0
12,0.1,True,False,0.01,64,18108720.0
13,0.1,True,False,0.01,64,18387358.0
14,0.1,True,False,0.01,64,18562196.0
15,0.1,True,False,0.01,64,18497182.0
16,0.1,True,False,0.01,64,17925298.0
17,0.1,True,False,0.01,64,16647479.0
18,0.1,True,False,0.01,64,19788012.0
19,0.1,True,False,0.01,64,18448236.0
0,0.1,True,False,0.01,128,21720984.0
1,0.1,True,False,0.01,128,18758600.0
2,0.1,True,False,0.01,128,19626324.0
3,0.1,True,False,0.01,128,20067836.0
4,0.1,True,False,0.01,128,19473454.0
5,0.1,True,False,0.01,128,19912710.0
6,0.1,True,False,0.01,128,19446010.0
7,0.1,True,False,0.01,128,17775012.0
8,0.1,True,False,0.01,128,19263912.0
9,0.1,True,False,0.01,128,18097748.0
10,0.1,True,False,0.01,128,20395162.0
11,0.1,True,False,0.01,128,18520948.0
12,0.1,True,False,0.01,128,18134812.0
13,0.1,True,False,0.01,128,18397112.0
14,0.1,True,False,0.01,128,18565070.0
15,0.1,True,False,0.01,128,18547712.0
16,0.1,True,False,0.01,128,17901400.0
17,0.1,True,False,0.01,128,16665661.0
18,0.1,True,False,0.01,128,19787704.0
19,0.1,True,False,0.01,128,18421244.0
0,0.1,True,False,0.01,256,21692100.0
1,0.1,True,False,0.01,256,18769892.0
2,0.1,True,False,0.01,256,19679184.0
3,0.1,True,False,0.01,256,20113650.0
4,0.1,True,False,0.01,256,19446912.0
5,0.1,True,False,0.01,256,19836380.0
6,0.1,True,False,0.01,256,19465580.0
7,0.1,True,False,0.01,256,17751466.0
8,0.1,True,False,0.01,256,19243624.0
9,0.1,True,False,0.01,256,18095274.0
10,0.1,True,False,0.01,256,20378162.0
11,0.1,True,False,0.01,256,18534978.0
12,0.1,True,False,0.01,256,18072660.0
13,0.1,True,False,0.01,256,18386272.0
14,0.1,True,False,0.01,256,18600816.0
15,0.1,True,False,0.01,256,18526964.0
16,0.1,True,False,0.01,256,17931594.0
17,0.1,True,False,0.01,256,16625752.0
18,0.1,True,False,0.01,256,19769598.0
19,0.1,True,False,0.01,256,18430396.0
0,0.1,False,True,5e-05,64,21657760.0
1,0.1,False,True,5e-05,64,18768252.0
2,0.1,False,True,5e-05,64,19588480.0
3,0.1,False,True,5e-05,64,20078352.0
4,0.1,False,True,5e-05,64,19418076.0
5,0.1,False,True,5e-05,64,19860700.0
6,0.1,False,True,5e-05,64,19401726.0
7,0.1,False,True,5e-05,64,17720060.0
8,0.1,False,True,5e-05,64,19249618.0
9,0.1,False,True,5e-05,64,18045532.0
10,0.1,False,True,5e-05,64,20370238.0
11,0.1,False,True,5e-05,64,18513660.0
12,0.1,False,True,5e-05,64,18079474.0
13,0.1,False,True,5e-05,64,18385700.0
14,0.1,False,True,5e-05,64,18556872.0
15,0.1,False,True,5e-05,64,18495762.0
16,0.1,False,True,5e-05,64,17882224.0
17,0.1,False,True,5e-05,64,16627316.0
18,0.1,False,True,5e-05,64,19777580.0
19,0.1,False,True,5e-05,64,18413080.0
0,0.1,False,True,5e-05,128,21657484.0
1,0.1,False,True,5e-05,128,18739090.0
2,0.1,False,True,5e-05,128,19609822.0
3,0.1,False,True,5e-05,128,20095372.0
4,0.1,False,True,5e-05,128,19488706.0
5,0.1,False,True,5e-05,128,19841380.0
6,0.1,False,True,5e-05,128,19407074.0
7,0.1,False,True,5e-05,128,17738384.0
8,0.1,False,True,5e-05,128,19265540.0
9,0.1,False,True,5e-05,128,18092664.0
10,0.1,False,True,5e-05,128,20400110.0
11,0.1,False,True,5e-05,128,18534806.0
12,0.1,False,True,5e-05,128,18072912.0
13,0.1,False,True,5e-05,128,18368308.0
14,0.1,False,True,5e-05,128,18554254.0
15,0.1,False,True,5e-05,128,18520940.0
16,0.1,False,True,5e-05,128,17924802.0
17,0.1,False,True,5e-05,128,16635644.0
18,0.1,False,True,5e-05,128,19760404.0
19,0.1,False,True,5e-05,128,18401782.0
0,0.1,False,True,5e-05,256,21698280.0
1,0.1,False,True,5e-05,256,18732932.0
2,0.1,False,True,5e-05,256,19613280.0
3,0.1,False,True,5e-05,256,20087728.0
4,0.1,False,True,5e-05,256,19445204.0
5,0.1,False,True,5e-05,256,19843912.0
6,0.1,False,True,5e-05,256,19403780.0
7,0.1,False,True,5e-05,256,17759036.0
8,0.1,False,True,5e-05,256,19257008.0
9,0.1,False,True,5e-05,256,18116652.0
10,0.1,False,True,5e-05,256,20337550.0
11,0.1,False,True,5e-05,256,18558128.0
12,0.1,False,True,5e-05,256,18046212.0
13,0.1,False,True,5e-05,256,18380606.0
14,0.1,False,True,5e-05,256,18539588.0
15,0.1,False,True,5e-05,256,18533278.0
16,0.1,False,True,5e-05,256,17875972.0
17,0.1,False,True,5e-05,256,16632968.0
18,0.1,False,True,5e-05,256,19771072.0
19,0.1,False,True,5e-05,256,18434944.0
0,0.1,False,True,0.0001,64,21679778.0
1,0.1,False,True,0.0001,64,18753434.0
2,0.1,False,True,0.0001,64,19615656.0
3,0.1,False,True,0.0001,64,20097424.0
4,0.1,False,True,0.0001,64,19455134.0
5,0.1,False,True,0.0001,64,19825094.0
6,0.1,False,True,0.0001,64,19429540.0
7,0.1,False,True,0.0001,64,17727248.0
8,0.1,False,True,0.0001,64,19245612.0
9,0.1,False,True,0.0001,64,18068364.0
10,0.1,False,True,0.0001,64,20360048.0
11,0.1,False,True,0.0001,64,18529652.0
12,0.1,False,True,0.0001,64,18083912.0
13,0.1,False,True,0.0001,64,18404196.0
14,0.1,False,True,0.0001,64,18560376.0
15,0.1,False,True,0.0001,64,18503540.0
16,0.1,False,True,0.0001,64,17865652.0
17,0.1,False,True,0.0001,64,16607996.0
18,0.1,False,True,0.0001,64,19781952.0
19,0.1,False,True,0.0001,64,18464226.0
0,0.1,False,True,0.0001,128,21666710.0
1,0.1,False,True,0.0001,128,18751314.0
2,0.1,False,True,0.0001,128,19627076.0
3,0.1,False,True,0.0001,128,20102240.0
4,0.1,False,True,0.0001,128,19461820.0
5,0.1,False,True,0.0001,128,19846180.0
6,0.1,False,True,0.0001,128,19400898.0
7,0.1,False,True,0.0001,128,17722900.0
8,0.1,False,True,0.0001,128,19238756.0
9,0.1,False,True,0.0001,128,18069250.0
10,0.1,False,True,0.0001,128,20350144.0
11,0.1,False,True,0.0001,128,18539692.0
12,0.1,False,True,0.0001,128,18072692.0
13,0.1,False,True,0.0001,128,18391516.0
14,0.1,False,True,0.0001,128,18581468.0
15,0.1,False,True,0.0001,128,18524042.0
16,0.1,False,True,0.0001,128,17923096.0
17,0.1,False,True,0.0001,128,16619038.0
18,0.1,False,True,0.0001,128,19764764.0
19,0.1,False,True,0.0001,128,18445480.0
0,0.1,False,True,0.0001,256,21688504.0
1,0.1,False,True,0.0001,256,18772448.0
2,0.1,False,True,0.0001,256,19613296.0
3,0.1,False,True,0.0001,256,20083336.0
4,0.1,False,True,0.0001,256,19459380.0
5,0.1,False,True,0.0001,256,19870092.0
6,0.1,False,True,0.0001,256,19438384.0
7,0.1,False,True,0.0001,256,17754236.0
8,0.1,False,True,0.0001,256,19246536.0
9,0.1,False,True,0.0001,256,18087700.0
10,0.1,False,True,0.0001,256,20364454.0
11,0.1,False,True,0.0001,256,18533928.0
12,0.1,False,True,0.0001,256,18085450.0
13,0.1,False,True,0.0001,256,18415440.0
14,0.1,False,True,0.0001,256,18582856.0
15,0.1,False,True,0.0001,256,18544368.0
16,0.1,False,True,0.0001,256,17885052.0
17,0.1,False,True,0.0001,256,16624007.0
18,0.1,False,True,0.0001,256,19777636.0
19,0.1,False,True,0.0001,256,18442912.0
0,0.1,False,True,0.0005,64,21686834.0
1,0.1,False,True,0.0005,64,18766080.0
2,0.1,False,True,0.0005,64,19618240.0
3,0.1,False,True,0.0005,64,20087836.0
4,0.1,False,True,0.0005,64,19449536.0
5,0.1,False,True,0.0005,64,19864598.0
6,0.1,False,True,0.0005,64,19430482.0
7,0.1,False,True,0.0005,64,17759010.0
8,0.1,False,True,0.0005,64,19229200.0
9,0.1,False,True,0.0005,64,18093000.0
10,0.1,False,True,0.0005,64,20340316.0
11,0.1,False,True,0.0005,64,18527932.0
12,0.1,False,True,0.0005,64,18063844.0
13,0.1,False,True,0.0005,64,18385632.0
14,0.1,False,True,0.0005,64,18551212.0
15,0.1,False,True,0.0005,64,18534208.0
16,0.1,False,True,0.0005,64,17881970.0
17,0.1,False,True,0.0005,64,16610610.0
18,0.1,False,True,0.0005,64,19766440.0
19,0.1,False,True,0.0005,64,18472214.0
0,0.1,False,True,0.0005,128,21693992.0
1,0.1,False,True,0.0005,128,18742692.0
2,0.1,False,True,0.0005,128,19614898.0
3,0.1,False,True,0.0005,128,20091096.0
4,0.1,False,True,0.0005,128,19443676.0
5,0.1,False,True,0.0005,128,19884488.0
6,0.1,False,True,0.0005,128,19435568.0
7,0.1,False,True,0.0005,128,17741452.0
8,0.1,False,True,0.0005,128,19240536.0
9,0.1,False,True,0.0005,128,18079580.0
10,0.1,False,True,0.0005,128,20366988.0
11,0.1,False,True,0.0005,128,18575884.0
12,0.1,False,True,0.0005,128,18084700.0
13,0.1,False,True,0.0005,128,18400870.0
14,0.1,False,True,0.0005,128,18557388.0
15,0.1,False,True,0.0005,128,18535152.0
16,0.1,False,True,0.0005,128,17914416.0
17,0.1,False,True,0.0005,128,16606995.0
18,0.1,False,True,0.0005,128,19773100.0
19,0.1,False,True,0.0005,128,18436166.0
0,0.1,False,True,0.0005,256,21677890.0
1,0.1,False,True,0.0005,256,18749100.0
2,0.1,False,True,0.0005,256,19607732.0
3,0.1,False,True,0.0005,256,20094016.0
4,0.1,False,True,0.0005,256,19455946.0
5,0.1,False,True,0.0005,256,19869744.0
6,0.1,False,True,0.0005,256,19427884.0
7,0.1,False,True,0.0005,256,17745258.0
8,0.1,False,True,0.0005,256,19254982.0
9,0.1,False,True,0.0005,256,18100004.0
10,0.1,False,True,0.0005,256,20345834.0
11,0.1,False,True,0.0005,256,18554460.0
12,0.1,False,True,0.0005,256,18079846.0
13,0.1,False,True,0.0005,256,18378296.0
14,0.1,False,True,0.0005,256,18585810.0
15,0.1,False,True,0.0005,256,18547744.0
16,0.1,False,True,0.0005,256,17880884.0
17,0.1,False,True,0.0005,256,16617620.0
18,0.1,False,True,0.0005,256,19771784.0
19,0.1,False,True,0.0005,256,18466640.0
0,0.1,False,True,0.001,64,21700778.0
1,0.1,False,True,0.001,64,18794736.0
2,0.1,False,True,0.001,64,19656300.0
3,0.1,False,True,0.001,64,20068514.0
4,0.1,False,True,0.001,64,19458622.0
5,0.1,False,True,0.001,64,19871140.0
6,0.1,False,True,0.001,64,19495192.0
7,0.1,False,True,0.001,64,17743258.0
8,0.1,False,True,0.001,64,19265584.0
9,0.1,False,True,0.001,64,18094738.0
10,0.1,False,True,0.001,64,20370200.0
11,0.1,False,True,0.001,64,18525364.0
12,0.1,False,True,0.001,64,18061652.0
13,0.1,False,True,0.001,64,18404872.0
14,0.1,False,True,0.001,64,18563128.0
15,0.1,False,True,0.001,64,18533796.0
16,0.1,False,True,0.001,64,17914434.0
17,0.1,False,True,0.001,64,16611793.0
18,0.1,False,True,0.001,64,19820372.0
19,0.1,False,True,0.001,64,18431708.0
0,0.1,False,True,0.001,128,21719876.0
1,0.1,False,True,0.001,128,18787016.0
2,0.1,False,True,0.001,128,19622468.0
3,0.1,False,True,0.001,128,20090480.0
4,0.1,False,True,0.001,128,19470584.0
5,0.1,False,True,0.001,128,19863464.0
6,0.1,False,True,0.001,128,19436196.0
7,0.1,False,True,0.001,128,17749012.0
8,0.1,False,True,0.001,128,19263312.0
9,0.1,False,True,0.001,128,18080464.0
10,0.1,False,True,0.001,128,20365166.0
11,0.1,False,True,0.001,128,18544184.0
12,0.1,False,True,0.001,128,18096628.0
13,0.1,False,True,0.001,128,18369284.0
14,0.1,False,True,0.001,128,18566706.0
15,0.1,False,True,0.001,128,18531834.0
16,0.1,False,True,0.001,128,17926912.0
17,0.1,False,True,0.001,128,16639148.0
18,0.1,False,True,0.001,128,19766288.0
19,0.1,False,True,0.001,128,18466058.0
0,0.1,False,True,0.001,256,21642652.0
1,0.1,False,True,0.001,256,18758820.0
2,0.1,False,True,0.001,256,19635052.0
3,0.1,False,True,0.001,256,20080304.0
4,0.1,False,True,0.001,256,19527928.0
5,0.1,False,True,0.001,256,19895408.0
6,0.1,False,True,0.001,256,19443574.0
7,0.1,False,True,0.001,256,17743572.0
8,0.1,False,True,0.001,256,19292612.0
9,0.1,False,True,0.001,256,18114342.0
10,0.1,False,True,0.001,256,20388714.0
11,0.1,False,True,0.001,256,18521356.0
12,0.1,False,True,0.001,256,18067898.0
13,0.1,False,True,0.001,256,18377908.0
14,0.1,False,True,0.001,256,18598420.0
15,0.1,False,True,0.001,256,18530228.0
16,0.1,False,True,0.001,256,17925700.0
17,0.1,False,True,0.001,256,16638836.0
18,0.1,False,True,0.001,256,19811922.0
19,0.1,False,True,0.001,256,18430692.0
0,0.1,False,True,0.005,64,21697104.0
1,0.1,False,True,0.005,64,18755048.0
2,0.1,False,True,0.005,64,19643664.0
3,0.1,False,True,0.005,64,20108030.0
4,0.1,False,True,0.005,64,19486190.0
5,0.1,False,True,0.005,64,19859250.0
6,0.1,False,True,0.005,64,19450944.0
7,0.1,False,True,0.005,64,17756740.0
8,0.1,False,True,0.005,64,19263588.0
9,0.1,False,True,0.005,64,18089674.0
10,0.1,False,True,0.005,64,20361768.0
11,0.1,False,True,0.005,64,18534252.0
12,0.1,False,True,0.005,64,18136852.0
13,0.1,False,True,0.005,64,18418276.0
14,0.1,False,True,0.005,64,18593660.0
15,0.1,False,True,0.005,64,18515320.0
16,0.1,False,True,0.005,64,17900700.0
17,0.1,False,True,0.005,64,16644284.0
18,0.1,False,True,0.005,64,19790072.0
19,0.1,False,True,0.005,64,18467824.0
0,0.1,False,True,0.005,128,21682476.0
1,0.1,False,True,0.005,128,18762504.0
2,0.1,False,True,0.005,128,19645418.0
3,0.1,False,True,0.005,128,20080596.0
4,0.1,False,True,0.005,128,19449938.0
5,0.1,False,True,0.005,128,19876392.0
6,0.1,False,True,0.005,128,19454404.0
7,0.1,False,True,0.005,128,17729770.0
8,0.1,False,True,0.005,128,19244662.0
9,0.1,False,True,0.005,128,18080440.0
10,0.1,False,True,0.005,128,20407948.0
11,0.1,False,True,0.005,128,18554012.0
12,0.1,False,True,0.005,128,18088292.0
13,0.1,False,True,0.005,128,18437136.0
14,0.1,False,True,0.005,128,18553766.0
15,0.1,False,True,0.005,128,18542116.0
16,0.1,False,True,0.005,128,17875818.0
17,0.1,False,True,0.005,128,16637112.0
18,0.1,False,True,0.005,128,19760900.0
19,0.1,False,True,0.005,128,18446296.0
0,0.1,False,True,0.005,256,21624192.0
1,0.1,False,True,0.005,256,18819526.0
2,0.1,False,True,0.005,256,19677372.0
3,0.1,False,True,0.005,256,20092080.0
4,0.1,False,True,0.005,256,19441404.0
5,0.1,False,True,0.005,256,19882824.0
6,0.1,False,True,0.005,256,19459520.0
7,0.1,False,True,0.005,256,17741612.0
8,0.1,False,True,0.005,256,19259016.0
9,0.1,False,True,0.005,256,18091234.0
10,0.1,False,True,0.005,256,20381828.0
11,0.1,False,True,0.005,256,18538128.0
12,0.1,False,True,0.005,256,18078608.0
13,0.1,False,True,0.005,256,18402968.0
14,0.1,False,True,0.005,256,18593348.0
15,0.1,False,True,0.005,256,18544864.0
16,0.1,False,True,0.005,256,17905468.0
17,0.1,False,True,0.005,256,16604325.0
18,0.1,False,True,0.005,256,19798252.0
19,0.1,False,True,0.005,256,18424488.0
0,0.1,False,True,0.01,64,21709346.0
1,0.1,False,True,0.01,64,18777964.0
2,0.1,False,True,0.01,64,19604596.0
3,0.1,False,True,0.01,64,20091768.0
4,0.1,False,True,0.01,64,19468152.0
5,0.1,False,True,0.01,64,19868172.0
6,0.1,False,True,0.01,64,19409758.0
7,0.1,False,True,0.01,64,17734716.0
8,0.1,False,True,0.01,64,19237362.0
9,0.1,False,True,0.01,64,18068932.0
10,0.1,False,True,0.01,64,20385132.0
11,0.1,False,True,0.01,64,18528374.0
12,0.1,False,True,0.01,64,18085116.0
13,0.1,False,True,0.01,64,18328928.0
14,0.1,False,True,0.01,64,18591072.0
15,0.1,False,True,0.01,64,18497476.0
16,0.1,False,True,0.01,64,17870140.0
17,0.1,False,True,0.01,64,16636290.0
18,0.1,False,True,0.01,64,19765832.0
19,0.1,False,True,0.01,64,18422844.0
0,0.1,False,True,0.01,128,21713146.0
1,0.1,False,True,0.01,128,18762542.0
2,0.1,False,True,0.01,128,19684130.0
3,0.1,False,True,0.01,128,20083920.0
4,0.1,False,True,0.01,128,19516592.0
5,0.1,False,True,0.01,128,19878566.0
6,0.1,False,True,0.01,128,19457814.0
7,0.1,False,True,0.01,128,17728704.0
8,0.1,False,True,0.01,128,19249268.0
9,0.1,False,True,0.01,128,18101856.0
10,0.1,False,True,0.01,128,20342676.0
11,0.1,False,True,0.01,128,18533454.0
12,0.1,False,True,0.01,128,18109820.0
13,0.1,False,True,0.01,128,18402206.0
14,0.1,False,True,0.01,128,18576764.0
15,0.1,False,True,0.01,128,18518964.0
16,0.1,False,True,0.01,128,17935824.0
17,0.1,False,True,0.01,128,16627208.0
18,0.1,False,True,0.01,128,19803152.0
19,0.1,False,True,0.01,128,18434992.0
0,0.1,False,True,0.01,256,21704158.0
1,0.1,False,True,0.01,256,18788370.0
2,0.1,False,True,0.01,256,19645220.0
3,0.1,False,True,0.01,256,20101816.0
4,0.1,False,True,0.01,256,19438140.0
5,0.1,False,True,0.01,256,19847094.0
6,0.1,False,True,0.01,256,19458132.0
7,0.1,False,True,0.01,256,17768342.0
8,0.1,False,True,0.01,256,19288084.0
9,0.1,False,True,0.01,256,18081252.0
10,0.1,False,True,0.01,256,20364330.0
11,0.1,False,True,0.01,256,18494962.0
12,0.1,False,True,0.01,256,18084538.0
13,0.1,False,True,0.01,256,18377216.0
14,0.1,False,True,0.01,256,18578212.0
15,0.1,False,True,0.01,256,18536428.0
16,0.1,False,True,0.01,256,17852908.0
17,0.1,False,True,0.01,256,16670915.0
18,0.1,False,True,0.01,256,19812120.0
19,0.1,False,True,0.01,256,18440608.0
0,0.1,False,False,5e-05,64,20853188.0
1,0.1,False,False,5e-05,64,18149194.0
2,0.1,False,False,5e-05,64,18850080.0
3,0.1,False,False,5e-05,64,19819012.0
4,0.1,False,False,5e-05,64,19009072.0
5,0.1,False,False,5e-05,64,19257280.0
6,0.1,False,False,5e-05,64,18778224.0
7,0.1,False,False,5e-05,64,17319478.0
8,0.1,False,False,5e-05,64,18825256.0
9,0.1,False,False,5e-05,64,17750100.0
10,0.1,False,False,5e-05,64,19598626.0
11,0.1,False,False,5e-05,64,18098732.0
12,0.1,False,False,5e-05,64,17778768.0
13,0.1,False,False,5e-05,64,17992228.0
14,0.1,False,False,5e-05,64,18264876.0
15,0.1,False,False,5e-05,64,17930680.0
16,0.1,False,False,5e-05,64,17371642.0
17,0.1,False,False,5e-05,64,16348998.0
18,0.1,False,False,5e-05,64,19285790.0
19,0.1,False,False,5e-05,64,17991528.0
0,0.1,False,False,5e-05,128,20728244.0
1,0.1,False,False,5e-05,128,18186762.0
2,0.1,False,False,5e-05,128,18772108.0
3,0.1,False,False,5e-05,128,19830514.0
4,0.1,False,False,5e-05,128,18596940.0
5,0.1,False,False,5e-05,128,19102468.0
6,0.1,False,False,5e-05,128,18647754.0
7,0.1,False,False,5e-05,128,17140728.0
8,0.1,False,False,5e-05,128,18835852.0
9,0.1,False,False,5e-05,128,17775322.0
10,0.1,False,False,5e-05,128,19460724.0
11,0.1,False,False,5e-05,128,17979352.0
12,0.1,False,False,5e-05,128,17614372.0
13,0.1,False,False,5e-05,128,17942380.0
14,0.1,False,False,5e-05,128,18292076.0
15,0.1,False,False,5e-05,128,17923536.0
16,0.1,False,False,5e-05,128,16874224.0
17,0.1,False,False,5e-05,128,16287426.0
18,0.1,False,False,5e-05,128,19261096.0
19,0.1,False,False,5e-05,128,17719232.0
0,0.1,False,False,5e-05,256,20524272.0
1,0.1,False,False,5e-05,256,18037824.0
2,0.1,False,False,5e-05,256,18561372.0
3,0.1,False,False,5e-05,256,19775360.0
4,0.1,False,False,5e-05,256,18668288.0
5,0.1,False,False,5e-05,256,19091254.0
6,0.1,False,False,5e-05,256,18564484.0
7,0.1,False,False,5e-05,256,17123776.0
8,0.1,False,False,5e-05,256,18739086.0
9,0.1,False,False,5e-05,256,17630276.0
10,0.1,False,False,5e-05,256,19448890.0
11,0.1,False,False,5e-05,256,17926870.0
12,0.1,False,False,5e-05,256,17541184.0
13,0.1,False,False,5e-05,256,17859618.0
14,0.1,False,False,5e-05,256,18140736.0
15,0.1,False,False,5e-05,256,17759388.0
16,0.1,False,False,5e-05,256,16802438.0
17,0.1,False,False,5e-05,256,16266354.0
18,0.1,False,False,5e-05,256,19120580.0
19,0.1,False,False,5e-05,256,17587912.0
0,0.1,False,False,0.0001,64,20667896.0
1,0.1,False,False,0.0001,64,18088816.0
2,0.1,False,False,0.0001,64,18740056.0
3,0.1,False,False,0.0001,64,19734514.0
4,0.1,False,False,0.0001,64,18767952.0
5,0.1,False,False,0.0001,64,19263540.0
6,0.1,False,False,0.0001,64,18578462.0
7,0.1,False,False,0.0001,64,17126916.0
8,0.1,False,False,0.0001,64,18731464.0
9,0.1,False,False,0.0001,64,17667824.0
10,0.1,False,False,0.0001,64,19453824.0
11,0.1,False,False,0.0001,64,17938860.0
12,0.1,False,False,0.0001,64,17600060.0
13,0.1,False,False,0.0001,64,17900974.0
14,0.1,False,False,0.0001,64,18278174.0
15,0.1,False,False,0.0001,64,17818778.0
16,0.1,False,False,0.0001,64,17046804.0
17,0.1,False,False,0.0001,64,16253454.0
18,0.1,False,False,0.0001,64,19152472.0
19,0.1,False,False,0.0001,64,17638080.0
0,0.1,False,False,0.0001,128,20572320.0
1,0.1,False,False,0.0001,128,18041324.0
2,0.1,False,False,0.0001,128,18500968.0
3,0.1,False,False,0.0001,128,19755976.0
4,0.1,False,False,0.0001,128,18597188.0
5,0.1,False,False,0.0001,128,19127612.0
6,0.1,False,False,0.0001,128,18554432.0
7,0.1,False,False,0.0001,128,17112296.0
8,0.1,False,False,0.0001,128,18746256.0
9,0.1,False,False,0.0001,128,17621966.0
10,0.1,False,False,0.0001,128,19415844.0
11,0.1,False,False,0.0001,128,17940090.0
12,0.1,False,False,0.0001,128,17566960.0
13,0.1,False,False,0.0001,128,17883264.0
14,0.1,False,False,0.0001,128,18168514.0
15,0.1,False,False,0.0001,128,17823622.0
16,0.1,False,False,0.0001,128,16815590.0
17,0.1,False,False,0.0001,128,16265706.0
18,0.1,False,False,0.0001,128,19104462.0
19,0.1,False,False,0.0001,128,17592452.0
0,0.1,False,False,0.0001,256,20518388.0
1,0.1,False,False,0.0001,256,18042246.0
2,0.1,False,False,0.0001,256,18468482.0
3,0.1,False,False,0.0001,256,19718880.0
4,0.1,False,False,0.0001,256,18568504.0
5,0.1,False,False,0.0001,256,19028340.0
6,0.1,False,False,0.0001,256,18547350.0
7,0.1,False,False,0.0001,256,17109484.0
8,0.1,False,False,0.0001,256,18664300.0
9,0.1,False,False,0.0001,256,17639646.0
10,0.1,False,False,0.0001,256,19397154.0
11,0.1,False,False,0.0001,256,17926930.0
12,0.1,False,False,0.0001,256,17540664.0
13,0.1,False,False,0.0001,256,17842196.0
14,0.1,False,False,0.0001,256,18162886.0
15,0.1,False,False,0.0001,256,17743144.0
16,0.1,False,False,0.0001,256,16865072.0
17,0.1,False,False,0.0001,256,16222258.0
18,0.1,False,False,0.0001,256,19089612.0
19,0.1,False,False,0.0001,256,17534168.0
0,0.1,False,False,0.0005,64,20502764.0
1,0.1,False,False,0.0005,64,18019644.0
2,0.1,False,False,0.0005,64,18484996.0
3,0.1,False,False,0.0005,64,19691336.0
4,0.1,False,False,0.0005,64,18551834.0
5,0.1,False,False,0.0005,64,19041592.0
6,0.1,False,False,0.0005,64,18568774.0
7,0.1,False,False,0.0005,64,17097332.0
8,0.1,False,False,0.0005,64,18686514.0
9,0.1,False,False,0.0005,64,17632862.0
10,0.1,False,False,0.0005,64,19405976.0
11,0.1,False,False,0.0005,64,17912812.0
12,0.1,False,False,0.0005,64,17550260.0
13,0.1,False,False,0.0005,64,17820696.0
14,0.1,False,False,0.0005,64,18135232.0
15,0.1,False,False,0.0005,64,17731444.0
16,0.1,False,False,0.0005,64,16801178.0
17,0.1,False,False,0.0005,64,16226294.0
18,0.1,False,False,0.0005,64,19093796.0
19,0.1,False,False,0.0005,64,17506328.0
