id,vessel_id,block,width,length,height,weight
0, SN2611, E380C,16.0,23.0,inf,14.0
1, SN2603, T520S,11.0,16.0,inf,3.0
2, SN2463, E422S,11.0,16.0,inf,11.0
3, SN2603, D500S,11.0,16.0,inf,4.0
4, SN2591, D160S,16.0,23.0,inf,18.0
5, SN2614, Y900C,11.0,16.0,inf,44.0
6, SN2454, F710P,16.0,23.0,inf,20.0
7, SN2463, H11AP,16.0,23.0,inf,15.0
8,,,16.0,23.0,inf,
9,,,16.0,23.0,inf,
16,,,19.0,24.0,inf,
17,,,19.0,24.0,inf,
18,,,19.0,24.0,inf,
27,,,23.0,25.0,inf,
28,,,23.0,25.0,inf,
10, SN2602, F520S,19.0,24.0,inf,68.0
11, SN2607, M410P,19.0,24.0,inf,65.0
12, SN2598, B140S,19.0,24.0,inf,53.0
13, SN2598, M510S,19.0,24.0,inf,69.0
14, SN2612, M510S,19.0,24.0,inf,68.0
15, SN2627, B120S,19.0,24.0,inf,53.0
19, SN2597, D200C,23.0,25.0,inf,47.0
20, SN2611, S130S,23.0,25.0,inf,60.0
21, SN2602, D170C,23.0,25.0,inf,57.0
22, SN2612, M510P,23.0,25.0,inf,71.0
23, SN2457, B131S,23.0,25.0,inf,75.0
24, SN2598, E420S,23.0,25.0,inf,139.0
25, SN2601, E540C,23.0,25.0,inf,83.0
26, SN2601, S110P,23.0,25.0,inf,58.0
1,,,12.0,16.0,inf,
2,,,12.0,16.0,inf,
3,,,12.0,16.0,inf,
5,,,12.0,16.0,inf,
