id,vessel_id,block,width,length,height,weight
0, SN2614, S600P,15.5,21.0,5.8,14.0
1, SN2611, F311S,15.5,21.0,5.8,25.0
2, SN2603, D350P,15.5,21.0,5.8,24.0
3, SN2601, T520P,15.5,21.0,5.8,3.0
4, SN2454, S621S,15.5,21.0,5.8,38.0
5, SN2463, D39AS,15.5,21.0,5.8,13.0
6, SN2607, E232P,15.5,21.0,5.8,26.0
7, SN2612, S16AS,15.5,21.0,5.8,21.0
8, SN2603, D320P,15.5,21.0,5.8,25.0
9, SN2603, F331P,15.5,21.0,5.8,13.0
10, SN2611, D340S,15.5,21.0,5.8,31.0
11, SN2615, E64AC,15.5,21.0,5.8,6.0
12, SN2611, D330P,15.5,21.0,5.8,24.0
13, SN2612, M220S,15.5,21.0,5.8,41.0
14, SN2597, Y540P,15.5,21.0,5.8,22.0
15, SN2615, C360P,15.5,21.0,5.8,7.0
16, SN2612, E511P,15.5,21.0,5.8,20.0
17, SN2591, E44XS,15.5,21.0,5.8,5.0
18, SN2601, T720P,15.5,21.0,5.8,14.0
19, SN2607, E320P,15.5,21.0,5.8,27.0
20, SN2456, D191S,15.5,21.0,5.8,7.0
21, SN2598, T321P,15.5,21.0,5.8,85.0
22, SN2454, C820P,15.5,21.0,5.8,9.0
23, SN2456, E410S,15.5,21.0,5.8,36.0
24, SN2601, D716S,15.5,21.0,5.8,10.0
25, SN2603, F131S,15.5,21.0,5.8,13.0
26, SN2616, E43AS,15.5,21.0,5.8,7.0
27, SN2463, E421P,15.5,21.0,5.8,39.0
28, SN2463, D29AP,15.5,21.0,5.8,6.0
29, SN2616, S36XP,15.5,21.0,5.8,21.0
30, SN2607, E250C,15.5,21.0,5.8,39.0
31, SN2596, Y900S,15.5,21.0,5.8,21.0
32, SN2598, E310S,15.5,21.0,5.8,26.0
33, SN2612, E512P,15.5,21.0,5.8,13.0
34, SN2611, D141S,15.5,21.0,5.8,52.0
35,,,15.5,21.0,5.8,
36,,,15.5,21.0,5.8,
37,,,15.5,21.0,5.8,
38,,,15.5,21.0,5.8,
39,,,15.5,21.0,5.8,
