id,vessel_id,block,width,length,height,weight
0, SN2607, E522P,15.5,21.0,5.8,9.0
1, SN2611, T110S,15.5,21.0,5.8,86.0
2, SN2463, H11AP,15.5,21.0,5.8,15.0
3, SN2601, M900S,15.5,21.0,5.8,1.0
4, SN2601, D35AP,15.5,21.0,5.8,17.0
5, SN2615, M510P,15.5,21.0,5.8,34.0
6, SN2614, F421P,15.5,21.0,5.8,6.0
7, SN2463, E62XP,15.5,21.0,5.8,6.0
8, SN2463, B19AS,15.5,21.0,5.8,35.0
9, SN2603, D161S,15.5,21.0,5.8,34.0
10, SN2457, A312P,15.5,21.0,5.8,14.0
11, SN2597, D310P,15.5,21.0,5.8,34.0
12, SN2457, E511S,15.5,21.0,5.8,19.0
13, SN2604, Y900S,15.5,21.0,5.8,39.0
14, SN2603, F331P,15.5,21.0,5.8,13.0
15, SN2614, A420P,15.5,21.0,5.8,18.0
16, SN2598, D331S,15.5,21.0,5.8,39.0
17, SN2608, E115P,15.5,21.0,5.8,5.0
18, SN2616, E41AS,15.5,21.0,5.8,15.0
19, SN2612, E423S,15.5,21.0,5.8,13.0
20, SN2601, D321P,15.5,21.0,5.8,39.0
21, SN2455, C400S,15.5,21.0,5.8,11.0
22, SN2599, E11ES,15.5,21.0,5.8,14.0
23, SN2611, D391P,15.5,21.0,5.8,36.0
24, SN2456, D293S,15.5,21.0,5.8,8.0
25, SN2611, F131P,15.5,21.0,5.8,13.0
26, SN2456, E341P,15.5,21.0,5.8,32.0
27, SN2463, D29BP,15.5,21.0,5.8,7.0
28, SN2456, D191P,15.5,21.0,5.8,7.0
29, SN2611, E360C,15.5,21.0,5.8,6.0
30, SN2590, Y900C,15.5,21.0,5.8,44.0
31, SN2599, E11BP,15.5,21.0,5.8,11.0
32,,,15.5,21.0,5.8,
33,,,15.5,21.0,5.8,
34,,,15.5,21.0,5.8,
35,,,15.5,21.0,5.8,
36,,,15.5,21.0,5.8,
37,,,15.5,21.0,5.8,
38,,,15.5,21.0,5.8,
39,,,15.5,21.0,5.8,
