id,vessel_id,block,width,length,height,weight
0, SN2603, S120S,23.0,25.0,inf,64.0
1, SN2597, F520P,23.0,25.0,inf,84.0
2, SN2611, S110P,23.0,25.0,inf,62.0
3, SN2611, S170P,23.0,25.0,inf,60.0
4, SN2601, E260C,23.0,25.0,inf,59.0
5, SN2611, S140P,23.0,25.0,inf,62.0
6, SN2596, D710S,23.0,25.0,inf,51.0
7,,,23.0,25.0,inf,
8,,,23.0,25.0,inf,
9,,,23.0,25.0,inf,
14,,,16.0,16.0,inf,
15,,,16.0,16.0,inf,
17,,,16.0,21.0,inf,
18,,,16.0,21.0,inf,
24,,,17.0,24.0,inf,
25,,,17.0,24.0,inf,
10, SN2597, D730S,16.0,16.0,inf,24.0
11, SN2614, S720P,16.0,16.0,inf,25.0
12, SN2454, W831C,16.0,16.0,inf,7.0
13, SN2591, S161S,16.0,16.0,inf,37.0
16, SN2611, D720S,16.0,21.0,inf,25.0
19, SN2454, S621S,17.0,24.0,inf,38.0
20, SN2611, E430C,17.0,24.0,inf,81.0
21, SN2590, E660C,17.0,24.0,inf,35.0
22, SN2601, M220P,17.0,24.0,inf,34.0
23, SN2603, H130S,17.0,24.0,inf,33.0
