id,vessel_id,block,width,length,height,weight
0, SN2603, H110P,14.0,25.0,inf,34.0
1, SN2463, A21DS,11.0,14.0,inf,7.0
2, SN2602, F310P,14.0,25.0,inf,9.0
3, SN2452, S830P,14.0,25.0,inf,21.0
4, SN2602, D410P,14.0,25.0,inf,37.0
5, SN2616, E33CS,11.0,14.0,inf,6.0
6, SN2607, A212S,14.0,25.0,inf,50.0
7, SN2627, A120C,14.0,25.0,inf,46.0
8, SN2603, D121P,14.0,25.0,inf,32.0
9, SN2463, D39BP,14.0,25.0,inf,15.0
10, SN2601, D714S,14.0,25.0,inf,22.0
11, SN2603, D181S,14.0,25.0,inf,31.0
12, SN2615, S350P,14.0,25.0,inf,19.0
13, SN2456, A12BP,11.0,14.0,inf,4.0
14, SN2627, H310S,14.0,25.0,inf,36.0
15, SN2457, E320S,14.0,25.0,inf,31.0
16, SN2615, M110S,13.0,14.0,inf,39.0
17, SN2601, D131P,14.0,25.0,inf,38.0
18, SN2454, W831C,14.0,25.0,inf,7.0
19, SN2457, A313S,14.0,25.0,inf,18.0
20, SN2591, E44XP,14.0,25.0,inf,5.0
21, SN2598, D111S,14.0,25.0,inf,63.0
22, SN2615, M210S,13.0,14.0,inf,33.0
23, SN2614, S400P,14.0,25.0,inf,16.0
24, SN2615, A421P,11.0,14.0,inf,7.0
25, SN2611, E230S,14.0,25.0,inf,28.0
26, SN2454, F320C,14.0,25.0,inf,5.0
27, SN2601, D111P,14.0,25.0,inf,45.0
28, SN2614, F631S,12.0,14.0,inf,24.0
29, SN2603, D710S,14.0,25.0,inf,7.0
30, SN2613, D560C,11.0,14.0,inf,23.0
31, SN2615, D360S,14.0,25.0,inf,35.0
32, SN2590, E560C,14.0,25.0,inf,26.0
33, SN2611, F521S,14.0,25.0,inf,11.0
34, SN2611, E230P,14.0,25.0,inf,28.0
35, SN2455, M910P,14.0,25.0,inf,32.0
36, SN2627, E510P,14.0,25.0,inf,51.0
37, SN2627, S180P,14.0,25.0,inf,24.0
38, SN2611, T510S,11.0,14.0,inf,7.0
39, SN2455, E610S,14.0,25.0,inf,42.0
40, SN2603, D540S,11.0,14.0,inf,2.0
41, SN2615, E140C,12.0,14.0,inf,4.0
42, SN2456, E320S,14.0,25.0,inf,31.0
43, SN2603, T510P,11.0,14.0,inf,7.0
44, SN2601, A110P,11.0,14.0,inf,16.0
45, SN2591, S151P,14.0,25.0,inf,38.0
46, SN2614, S080S,14.0,25.0,inf,16.0
47, SN2457, D291S,11.0,14.0,inf,4.0
48, SN2611, F522S,12.0,14.0,inf,15.0
49, SN2598, D522S,14.0,25.0,inf,7.0
50, SN2463, E322P,14.0,25.0,inf,40.0
51, SN2602, G130S,14.0,25.0,inf,18.0
52, SN2627, E410S,14.0,25.0,inf,34.0
53, SN2457, E51AP,14.0,25.0,inf,16.0
54, SN2455, C390S,14.0,25.0,inf,11.0
55, SN2615, S190P,14.0,25.0,inf,18.0
56, SN2455, T260C,11.0,14.0,inf,16.0
57, SN2456, E373S,14.0,25.0,inf,15.0
58, SN2615, E330S,14.0,25.0,inf,13.0
59, SN2456, D192P,11.0,14.0,inf,7.0
60, SN2607, M110P,14.0,25.0,inf,83.0
61,,,14.0,25.0,inf,
62,,,14.0,25.0,inf,
63,,,14.0,25.0,inf,
64,,,14.0,25.0,inf,
65,,,14.0,25.0,inf,
66,,,14.0,25.0,inf,
67,,,14.0,25.0,inf,
68,,,14.0,25.0,inf,
1,,,14.0,14.0,inf,
5,,,14.0,14.0,inf,
13,,,14.0,14.0,inf,
16,,,12.0,14.0,inf,
22,,,12.0,14.0,inf,
24,,,14.0,14.0,inf,
28,,,13.0,14.0,inf,
30,,,14.0,14.0,inf,
38,,,14.0,14.0,inf,
40,,,14.0,14.0,inf,
41,,,13.0,14.0,inf,
43,,,14.0,14.0,inf,
44,,,14.0,14.0,inf,
47,,,14.0,14.0,inf,
48,,,13.0,14.0,inf,
56,,,14.0,14.0,inf,
59,,,14.0,14.0,inf,
