id,vessel_id,block,width,length,height,weight
0, SN2598, B151P,16.0,25.0,inf,77.0
1, SN2602, G510P,11.0,16.0,inf,2.0
2, SN2615, S141S,16.0,25.0,inf,31.0
3, SN2611, B200S,16.0,25.0,inf,33.0
4, SN2454, F120C,11.0,16.0,inf,4.0
5, SN2627, E360C,16.0,25.0,inf,30.0
6, SN2598, T720P,16.0,25.0,inf,18.0
7, SN2608, E116S,11.0,16.0,inf,9.0
8, SN2463, B11AP,16.0,25.0,inf,33.0
9, SN2601, D714S,16.0,25.0,inf,22.0
10, SN2597, D530S,16.0,25.0,inf,36.0
11, SN2453, E670C,16.0,25.0,inf,64.0
12, SN2598, E310P,16.0,25.0,inf,26.0
13, SN2456, E231P,16.0,25.0,inf,40.0
14,,,16.0,25.0,inf,
15,,,16.0,25.0,inf,
16,,,16.0,25.0,inf,
17,,,16.0,25.0,inf,
18,,,16.0,25.0,inf,
19,,,16.0,25.0,inf,
1,,,14.0,16.0,inf,
4,,,14.0,16.0,inf,
7,,,14.0,16.0,inf,
