exp_num,objective,time
0,27.64997100830078,503.30403566360474
1,80.28898620605469,878.880131483078
2,352.54156494140625,1004.2351231575012
3,714.3743896484375,1488.9138555526733
4,72.53604888916016,782.988890171051
5,90.79208374023438,1344.6958498954773
6,57.77629089355469,736.2906036376953
7,19.121326446533203,449.5602538585663
8,90.64089965820312,888.0072505474091
9,631.7877197265625,1500.2120952606201
