vessel_id,block,length,width,height,weight,location
 SN2452, S430S,19.0,19.0,8.0,35.0,사내
 SN2456, H121P,21.0,11.0,5.0,36.0,사내
 SN2611, D161P,15.0,11.0,1.9,34.0,사내
 SN2454, F310S,16.0,14.0,7.8,29.0,사내
 SN2627, E410S,20.0,12.0,5.2,34.0,사내
 SN2590, A110C,13.0,11.0,11.5,30.0,사내
 SN2602, D730S,19.0,11.0,6.2,19.0,사내
 SN2614, F520P,13.0,11.0,5.2,11.0,사내
 SN2598, M310P,22.0,18.0,4.0,65.0,사내
 SN2615, E330S,15.0,11.0,6.0,13.0,사내
 SN2454, F120C,11.0,9.0,3.6,4.0,사내
 SN2611, F110P,15.0,13.0,3.5,21.0,사내
 SN2627, S131S,23.0,18.0,2.5,106.0,사내
 SN2611, E440C,21.0,14.0,5.7,79.0,사내
 SN2598, B110P,21.0,17.0,3.1,65.0,사내
 SN2601, T121S,16.0,14.0,2.9,74.0,사내
 SN2627, E470P,11.0,6.0,2.6,4.0,사내
 SN2455, F310S,16.0,14.0,7.8,29.0,사내
