exp_num,objective,time
0,1927182.5,607.7490968704224
1,2962676.25,1115.3613653182983
2,3390330.25,1247.6374876499176
3,3526266.25,1859.2731742858887
4,2745656.0,996.3613917827606
5,3339999.75,1646.9586696624756
6,2987443.0,906.1838953495026
7,2469439.75,555.361289024353
8,3074932.25,1139.522307395935
9,3576537.5,1831.0366022586823
