vessel_id,block,length,width,height,weight,destination,slot_length,slot_width,slot_height,slot_space,block_space,Batch
 SN2598, B130P,17.0,16.0,3.1,50.0,성동,25.0,22.0,1000.0,550.0,272.0,6_1.0
 SN2603, E440C,21.0,14.0,5.7,79.0,신한내,23.0,14.0,1000.0,322.0,294.0,8_1.0
 SN2456, E320S,16.0,13.0,5.9,31.0,신한내,23.0,14.0,1000.0,322.0,208.0,8_1.0
 SN2611, T120S,16.0,14.0,2.9,42.0,신한내,25.0,23.0,1000.0,575.0,224.0,8_1.0
 SN2597, M120P,19.0,13.0,6.0,68.0,신한내,25.0,23.0,1000.0,575.0,247.0,8_1.0
 SN2601, D311P,20.0,14.0,4.9,48.0,신한내,25.0,23.0,1000.0,575.0,280.0,8_1.0
 SN2615, S161P,15.0,13.0,3.1,37.0,신한내,25.0,23.0,1000.0,575.0,195.0,8_2.0
 SN2597, D730S,14.0,14.0,6.7,24.0,신한내,25.0,23.0,1000.0,575.0,196.0,8_2.0
 SN2590, S200S,18.0,13.0,6.7,19.0,신한내,25.0,23.0,1000.0,575.0,234.0,8_2.0
 SN2611, A110P,11.0,7.0,11.5,19.0,오비3,21.0,15.0,1000.0,315.0,77.0,3_1.0
 SN2602, D620S,13.0,11.0,5.8,46.0,오비3,21.0,15.0,1000.0,315.0,143.0,3_1.0
 SN2463, A21FS,11.0,8.0,2.8,7.0,봉암9,21.0,15.0,5.0,315.0,88.0,5_1.0
 SN2614, E530P,16.0,15.0,6.5,33.0,신한내,25.0,23.0,1000.0,575.0,240.0,8_2.0
 SN2598, S141S,16.0,16.0,2.6,78.0,신한내,25.0,23.0,1000.0,575.0,256.0,8_2.0
 SN2603, A210S,21.0,18.0,8.0,51.0,덕곡1,24.0,19.0,1000.0,456.0,378.0,0_1.0
 SN2591, A221P,17.0,17.0,4.6,46.0,성동,25.0,22.0,1000.0,550.0,289.0,6_1.0
 SN2604, D730S,18.0,14.0,6.7,33.0,신한내,25.0,23.0,1000.0,575.0,252.0,8_3.0
 SN2607, A211P,20.0,15.0,8.9,113.0,성동,25.0,22.0,1000.0,550.0,300.0,6_1.0
 SN2607, M120S,20.0,13.0,6.2,58.0,신한내,25.0,23.0,1000.0,575.0,260.0,8_3.0
 SN2590, E520P,15.0,15.0,7.2,34.0,신한내,25.0,23.0,1000.0,575.0,225.0,8_3.0
 SN2601, D341S,20.0,14.0,4.1,52.0,신한내,25.0,23.0,1000.0,575.0,280.0,8_3.0
 SN2603, D540S,11.0,5.0,2.2,2.0,봉암9,21.0,15.0,5.0,315.0,55.0,5_1.0
