vessel_id,block,length,width,height,weight,destination,slot_length,slot_width,slot_height,slot_space,block_space,Batch
 SN2607, A212S,19.0,11.0,6.1,50.0,OFD,25.0,16.0,1000.0,400.0,209.0,9_1.0
 SN2457, E413S,15.0,11.0,5.7,25.0,한내,25.0,14.0,1000.0,350.0,165.0,7_1.0
 SN2616, E33YS,11.0,7.0,1.7,6.0,오비3,21.0,15.0,1000.0,315.0,77.0,3_1.0
 SN2598, D711S,19.0,11.0,1.0,15.0,덕곡1,23.0,16.0,1000.0,368.0,209.0,0_1.0
 SN2601, E370C,19.0,11.0,3.6,22.0,덕곡1,23.0,16.0,1000.0,368.0,209.0,0_1.0
 SN2614, A410S,12.0,11.0,6.6,11.0,오비3,21.0,15.0,1000.0,315.0,132.0,3_1.0
 SN2457, B15AP,20.0,11.0,3.3,36.0,덕곡1,23.0,16.0,1000.0,368.0,220.0,0_1.0
 SN2463, E24AP,11.0,10.0,2.5,7.0,봉암9,21.0,15.0,5.0,315.0,110.0,5_1.0
 SN2603, E420S,21.0,17.0,5.7,72.0,성동,25.0,22.0,1000.0,550.0,357.0,6_1.0
 SN2453, C710P,19.0,11.0,0.7,9.0,덕곡1,24.0,19.0,1000.0,456.0,209.0,0_1.0
 SN2597, D191P,15.0,11.0,1.9,34.0,OFD,16.0,13.0,1000.0,208.0,165.0,9_1.0
 SN2601, B121S,20.0,16.0,3.2,100.0,성동,25.0,22.0,1000.0,550.0,320.0,6_2.0
 SN2615, S141P,15.0,11.0,2.3,31.0,봉암9,21.0,15.0,5.0,315.0,165.0,5_1.0
 SN2601, B202P,15.0,11.0,7.5,11.0,신한내,23.0,11.0,1000.0,253.0,165.0,8_3.0
 SN2603, D730S,19.0,11.0,6.2,19.0,덕곡1,25.0,23.0,1000.0,575.0,209.0,0_2.0
 SN2455, M410P,19.0,12.0,3.4,46.0,덕곡1,25.0,23.0,1000.0,575.0,228.0,0_2.0
 SN2611, B200S,21.0,15.0,8.0,33.0,성동,25.0,22.0,1000.0,550.0,315.0,6_2.0
 SN2612, M410S,22.0,18.0,3.6,65.0,오비1,25.0,23.0,1000.0,575.0,396.0,2_1.0
 SN2601, D520S,22.0,11.0,6.9,35.0,사내,,,,,165.0,8_1.0
 SN2611, D381P,16.0,14.0,4.1,35.0,사내,,,,,247.0,4_1.0
 SN2627, B180P,19.0,16.0,2.3,47.0,사내,,,,,378.0,0_1.0
 SN2608, E32AS,11.0,5.0,3.8,6.0,사내,,,,,209.0,6_1.0
 SN2615, E460C,11.0,11.0,5.4,18.0,사내,,,,,280.0,9_1.0
 SN2601, S113P,21.0,11.0,2.8,32.0,사내,,,,,396.0,6_1.0
 SN2463, E424S,11.0,4.0,2.6,3.0,사내,,,,,132.0,3_1.0
 SN2615, E460C,11.0,11.0,5.4,18.0,사내,,,,,280.0,9_1.0
 SN2591, K140C,14.0,11.0,2.0,28.0,사내,,,,,208.0,7_1.0
 SN2627, B180P,19.0,16.0,2.3,47.0,사내,,,,,378.0,0_1.0
 SN2608, E114S,16.0,11.0,4.3,21.0,사내,,,,,165.0,5_1.0
 SN2615, E61AS,11.0,10.0,2.0,7.0,사내,,,,,224.0,5_1.0
 SN2615, E61AS,11.0,10.0,2.0,7.0,사내,,,,,224.0,5_1.0
 SN2601, D520S,22.0,11.0,6.9,35.0,사내,,,,,165.0,8_1.0
 SN2463, E424S,11.0,4.0,2.6,3.0,사내,,,,,132.0,3_1.0
 SN2455, M410S,19.0,12.0,3.4,46.0,사내,,,,,289.0,9_1.0
 SN2615, E460C,11.0,11.0,5.4,18.0,사내,,,,,280.0,9_1.0
 SN2612, E321P,11.0,8.0,3.3,13.0,사내,,,,,260.0,1_1.0
 SN2601, S113P,21.0,11.0,2.8,32.0,사내,,,,,396.0,6_1.0
 SN2601, D520S,22.0,11.0,6.9,35.0,사내,,,,,165.0,8_1.0
 SN2615, E460C,11.0,11.0,5.4,18.0,사내,,,,,280.0,9_2.0
 SN2603, F331S,11.0,11.0,4.0,15.0,사내,,,,,195.0,1_1.0
 SN2463, E424S,11.0,4.0,2.6,3.0,사내,,,,,132.0,3_1.0
 SN2603, F331S,11.0,11.0,4.0,15.0,사내,,,,,195.0,1_1.0
 SN2603, F331S,11.0,11.0,4.0,15.0,사내,,,,,195.0,1_1.0
 SN2463, E424S,11.0,4.0,2.6,3.0,사내,,,,,132.0,3_1.0
 SN2456, A12DP,11.0,9.0,2.6,5.0,사내,,,,,165.0,5_1.0
 SN2454, W831C,14.0,11.0,2.4,7.0,사내,,,,,272.0,1_1.0
 SN2456, D191S,11.0,9.0,2.3,7.0,사내,,,,,228.0,7_1.0
 SN2598, T322S,16.0,11.0,3.0,38.0,사내,,,,,143.0,6_1.0
 SN2615, E460C,11.0,11.0,5.4,18.0,사내,,,,,280.0,9_2.0
 SN2455, B110C,22.0,19.0,2.2,48.0,사내,,,,,357.0,6_2.0
 SN2453, M930P,11.0,3.0,2.0,2.0,사내,,,,,300.0,4_1.0
 SN2454, W831C,14.0,11.0,2.4,7.0,사내,,,,,272.0,1_2.0
 SN2463, B11AS,19.0,11.0,2.2,33.0,사내,,,,,315.0,0_1.0
 SN2601, D520S,22.0,11.0,6.9,35.0,사내,,,,,165.0,8_1.0
 SN2611, D191P,15.0,11.0,1.9,33.0,사내,,,,,225.0,6_2.0
 SN2456, A12DP,11.0,9.0,2.6,5.0,사내,,,,,165.0,5_1.0
 SN2601, T720S,20.0,11.0,2.9,14.0,사내,,,,,209.0,8_1.0
 SN2627, B180P,19.0,16.0,2.3,47.0,사내,,,,,378.0,0_2.0
