vessel_id,block,length,width,height,weight,destination,slot_length,slot_width,slot_height,slot_space,block_space,Batch
 SN2603, D130C,20.0,16.0,1.9,47.0,신한내,25.0,23.0,1000.0,575.0,320.0,8_2.0
 SN2598, M110P,22.0,11.0,5.7,84.0,오비1,24.0,17.0,1000.0,408.0,242.0,2_1.0
 SN2601, S131S,22.0,16.0,2.6,101.0,성동,25.0,22.0,1000.0,550.0,352.0,6_1.0
 SN2456, B121S,20.0,16.0,2.2,58.0,성동,25.0,22.0,1000.0,550.0,320.0,6_1.0
 SN2454, F620P,19.0,11.0,2.7,22.0,오비1,21.0,16.0,1000.0,336.0,209.0,2_1.0
 SN2602, D211P,20.0,11.0,1.9,44.0,OFD,25.0,16.0,1000.0,400.0,220.0,9_1.0
 SN2590, E520S,15.0,14.0,7.2,30.0,성동,22.0,14.0,1000.0,308.0,210.0,6_2.0
 SN2612, S13AP,21.0,11.0,2.7,24.0,봉암8,21.0,15.0,5.0,315.0,231.0,4_1.0
 SN2612, M310P,22.0,18.0,3.5,64.0,오비1,25.0,23.0,1000.0,575.0,396.0,2_2.0
 SN2601, D331P,16.0,14.0,4.1,38.0,덕곡2,21.0,16.0,5.0,336.0,224.0,1_1.0
 SN2627, H120S,19.0,11.0,6.6,16.0,OFD,25.0,16.0,1000.0,400.0,209.0,9_1.0
 SN2597, D400S,20.0,14.0,4.4,32.0,한내,25.0,14.0,1000.0,350.0,280.0,7_1.0
 SN2602, D630S,13.0,11.0,3.4,13.0,봉암9,21.0,15.0,5.0,315.0,143.0,5_1.0
 SN2598, S121P,20.0,16.0,2.6,98.0,신한내,25.0,23.0,1000.0,575.0,320.0,8_2.0
 SN2614, S310S,15.0,11.0,3.1,17.0,한내,25.0,14.0,1000.0,350.0,165.0,7_1.0
 SN2602, D370S,20.0,13.0,4.2,32.0,OFD,25.0,16.0,1000.0,400.0,260.0,9_1.0
 SN2597, D380S,16.0,14.0,4.4,26.0,덕곡2,21.0,16.0,5.0,336.0,224.0,1_1.0
 SN2597, F520S,20.0,20.0,7.2,71.0,성동,25.0,22.0,1000.0,550.0,400.0,6_2.0
 SN2615, D350P,15.0,11.0,5.5,28.0,봉암8,21.0,15.0,5.0,315.0,165.0,4_1.0
 SN2591, D180C,15.0,12.0,5.8,19.0,봉암8,21.0,15.0,5.0,315.0,180.0,4_1.0
 SN2612, M310S,22.0,18.0,3.5,61.0,오비1,25.0,23.0,1000.0,575.0,396.0,2_2.0
 SN2627, D280P,20.0,12.0,1.6,35.0,한내,25.0,14.0,1000.0,350.0,240.0,7_1.0
 SN2627, B120P,19.0,18.0,2.6,54.0,성동,25.0,22.0,1000.0,550.0,342.0,6_2.0
 SN2601, E520P,22.0,14.0,5.6,73.0,오비1,24.0,17.0,1000.0,408.0,308.0,2_2.0
 SN2598, M510S,23.0,18.0,4.0,69.0,성동,25.0,22.0,1000.0,550.0,414.0,6_3.0
 SN2603, F312P,17.0,11.0,4.0,32.0,사내,,,,,396.0,5_1.0
 SN2612, E511S,17.0,11.0,1.9,20.0,사내,,,,,256.0,9_1.0
 SN2614, S610S,15.0,11.0,4.0,2.0,사내,,,,,240.0,0_1.0
 SN2607, M220S,18.0,12.0,3.6,33.0,사내,,,,,414.0,3_1.0
 SN2601, D111S,20.0,11.0,3.4,48.0,사내,,,,,240.0,5_1.0
 SN2454, M920S,12.0,11.0,3.2,17.0,사내,,,,,165.0,9_1.0
 SN2614, S610S,15.0,11.0,4.0,2.0,사내,,,,,240.0,0_1.0
 SN2455, M510S,19.0,12.0,4.7,58.0,사내,,,,,44.0,3_1.0
 SN2612, E422S,12.0,11.0,2.9,18.0,사내,,,,,220.0,6_1.0
 SN2611, F521P,16.0,11.0,2.8,11.0,사내,,,,,224.0,4_1.0
 SN2634, A21BP,14.0,11.0,3.2,20.0,사내,,,,,143.0,9_1.0
 SN2602, D840S,11.0,8.0,2.7,7.0,사내,,,,,224.0,4_1.0
 SN2616, E33AP,11.0,11.0,1.9,13.0,사내,,,,,165.0,9_1.0
 SN2601, D111S,20.0,11.0,3.4,48.0,사내,,,,,240.0,5_1.0
 SN2627, E420P,21.0,18.0,7.1,69.0,사내,,,,,272.0,6_1.0
 SN2601, M310P,22.0,18.0,3.4,63.0,사내,,,,,400.0,0_1.0
 SN2607, M220S,18.0,12.0,3.6,33.0,사내,,,,,414.0,3_1.0
 SN2612, E422S,12.0,11.0,2.9,18.0,사내,,,,,220.0,6_1.0
 SN2455, S230S,20.0,13.0,9.1,23.0,사내,,,,,231.0,7_1.0
 SN2627, D180P,20.0,13.0,4.2,41.0,사내,,,,,209.0,7_1.0
 SN2598, M310P,22.0,18.0,4.0,65.0,사내,,,,,396.0,8_1.0
 SN2599, E11YS,11.0,5.0,5.4,11.0,사내,,,,,121.0,4_1.0
 SN2455, M710S,15.0,11.0,3.3,69.0,사내,,,,,264.0,7_1.0
 SN2455, M710S,15.0,11.0,3.3,69.0,사내,,,,,264.0,7_1.0
 SN2591, S350P,14.0,11.0,7.0,19.0,사내,,,,,66.0,0_1.0
 SN2611, F131P,11.0,11.0,3.1,13.0,사내,,,,,242.0,5_1.0
 SN2596, Y900S,11.0,9.0,2.1,21.0,사내,,,,,360.0,6_1.0
 SN2598, M310P,22.0,18.0,4.0,65.0,사내,,,,,396.0,8_1.0
 SN2611, F521P,16.0,11.0,2.8,11.0,사내,,,,,224.0,4_1.0
 SN2607, M220S,18.0,12.0,3.6,33.0,사내,,,,,414.0,3_1.0
 SN2455, S230S,20.0,13.0,9.1,23.0,사내,,,,,231.0,7_1.0
 SN2599, E11YS,11.0,5.0,5.4,11.0,사내,,,,,121.0,4_1.0
 SN2597, D160C,20.0,16.0,1.9,41.0,사내,,,,,132.0,6_1.0
 SN2598, M310P,22.0,18.0,4.0,65.0,사내,,,,,396.0,8_1.0
 SN2591, S350P,14.0,11.0,7.0,19.0,사내,,,,,66.0,0_1.0
 SN2634, A21BP,14.0,11.0,3.2,20.0,사내,,,,,143.0,9_1.0
 SN2591, S350P,14.0,11.0,7.0,19.0,사내,,,,,66.0,0_1.0
 SN2597, D410S,18.0,14.0,4.4,38.0,사내,,,,,176.0,4_1.0
 SN2598, D111S,22.0,11.0,1.9,63.0,사내,,,,,180.0,6_2.0
 SN2454, S411P,18.0,15.0,2.6,63.0,사내,,,,,55.0,4_1.0
 SN2454, M920S,12.0,11.0,3.2,17.0,사내,,,,,165.0,9_1.0
 SN2599, E11YS,11.0,5.0,5.4,11.0,사내,,,,,121.0,4_1.0
 SN2596, Y900S,11.0,9.0,2.1,21.0,사내,,,,,360.0,6_2.0
 SN2455, M910S,16.0,12.0,3.2,34.0,사내,,,,,210.0,6_2.0
 SN2452, E720P,22.0,16.0,8.4,106.0,사내,,,,,320.0,6_2.0
