vessel_id,block,length,width,height,weight,destination,slot_length,slot_width,slot_height,slot_space,block_space,Batch
 SN2601, D35AP,16.0,11.0,2.2,17.0,덕곡1,16.0,12.0,1000.0,192.0,176.0,0_1.0
 SN2591, A221S,17.0,17.0,4.6,46.0,신한내,25.0,23.0,1000.0,575.0,289.0,8_1.0
 SN2457, E110P,16.0,12.0,7.6,19.0,덕곡1,23.0,16.0,1000.0,368.0,192.0,0_1.0
 SN2598, T310P,16.0,16.0,2.8,66.0,성동,25.0,22.0,1000.0,550.0,256.0,6_1.0
 SN2614, E530S,16.0,15.0,6.5,33.0,신한내,25.0,23.0,1000.0,575.0,240.0,8_1.0
 SN2615, M410P,24.0,11.0,3.5,42.0,성동,25.0,22.0,1000.0,550.0,264.0,6_1.0
 SN2602, T350P,17.0,16.0,2.8,33.0,신한내,25.0,23.0,1000.0,575.0,272.0,8_1.0
 SN2603, D840S,11.0,8.0,2.7,7.0,덕곡1,23.0,16.0,1000.0,368.0,88.0,0_1.0
 SN2590, E550C,13.0,11.0,7.2,23.0,덕곡1,23.0,16.0,1000.0,368.0,143.0,0_1.0
 SN2463, E321P,11.0,11.0,1.2,9.0,봉암9,21.0,15.0,5.0,315.0,121.0,5_1.0
 SN2613, D370C,12.0,11.0,2.4,20.0,덕곡1,24.0,19.0,1000.0,456.0,132.0,0_1.0
 SN2602, D820S,11.0,4.0,4.1,2.0,덕곡1,24.0,19.0,1000.0,456.0,44.0,0_1.0
 SN2463, E423S,11.0,11.0,2.6,10.0,덕곡1,24.0,19.0,1000.0,456.0,121.0,0_1.0
 SN2615, E340C,16.0,15.0,5.3,33.0,신한내,25.0,23.0,1000.0,575.0,240.0,8_1.0
 SN2607, F11AP,17.0,11.0,2.6,18.0,OFD,25.0,16.0,1000.0,400.0,187.0,9_1.0
 SN2601, E410S,21.0,15.0,5.7,56.0,신한내,25.0,23.0,1000.0,575.0,315.0,8_2.0
 SN2598, D311S,22.0,14.0,4.7,53.0,오비1,24.0,17.0,1000.0,408.0,308.0,2_1.0
 SN2611, T510S,11.0,6.0,2.7,7.0,덕곡1,25.0,23.0,1000.0,575.0,66.0,0_1.0
 SN2604, D720S,20.0,18.0,6.7,50.0,오비1,25.0,23.0,1000.0,575.0,360.0,2_1.0
 SN2597, G510P,11.0,5.0,1.6,2.0,덕곡1,25.0,23.0,1000.0,575.0,55.0,0_1.0
