vessel_id,block,length,width,height,weight,destination,slot_length,slot_width,slot_height,slot_space,block_space,Batch
 SN2603, E430C,21.0,15.0,5.7,79.0,신한내,25.0,23.0,1000.0,575.0,315.0,8_1.0
 SN2614, S820P,15.0,11.0,2.2,34.0,덕곡1,16.0,12.0,1000.0,192.0,165.0,0_1.0
 SN2602, D390P,15.0,13.0,4.2,24.0,덕곡1,23.0,16.0,1000.0,368.0,195.0,0_1.0
 SN2611, T340P,18.0,17.0,2.9,47.0,신한내,25.0,23.0,1000.0,575.0,306.0,8_1.0
 SN2614, A220P,17.0,17.0,4.3,31.0,신한내,25.0,23.0,1000.0,575.0,289.0,8_1.0
 SN2596, D730S,14.0,14.0,6.7,24.0,덕곡1,23.0,16.0,1000.0,368.0,196.0,0_1.0
 SN2616, E322S,15.0,11.0,3.8,27.0,덕곡1,23.0,16.0,1000.0,368.0,165.0,0_1.0
 SN2627, H120S,19.0,11.0,6.6,16.0,OFD,25.0,16.0,1000.0,400.0,209.0,9_1.0
 SN2455, M900P,11.0,8.0,5.8,4.0,덕곡1,24.0,19.0,1000.0,456.0,88.0,0_1.0
 SN2607, E521P,12.0,11.0,2.6,11.0,덕곡1,24.0,19.0,1000.0,456.0,132.0,0_1.0
 SN2590, F210C,18.0,16.0,5.2,19.0,신한내,25.0,23.0,1000.0,575.0,288.0,8_1.0
 SN2612, S11AP,22.0,11.0,2.7,25.0,신한내,23.0,11.0,1000.0,253.0,242.0,8_2.0
 SN2601, D35AS,16.0,11.0,2.2,20.0,덕곡1,24.0,19.0,1000.0,456.0,176.0,0_1.0
 SN2463, E24AS,11.0,10.0,2.5,7.0,덕곡1,25.0,23.0,1000.0,575.0,110.0,0_1.0
 SN2611, T340S,18.0,17.0,2.9,45.0,신한내,25.0,23.0,1000.0,575.0,306.0,8_2.0
 SN2601, M610C,21.0,15.0,3.3,56.0,신한내,25.0,23.0,1000.0,575.0,315.0,8_2.0
 SN2615, E513P,15.0,11.0,2.0,22.0,덕곡1,25.0,23.0,1000.0,575.0,165.0,0_2.0
 SN2591, A221P,17.0,17.0,4.6,46.0,신한내,25.0,23.0,1000.0,575.0,289.0,8_2.0
 SN2611, B200S,21.0,15.0,8.0,33.0,신한내,25.0,23.0,1000.0,575.0,315.0,8_3.0
 SN2612, S14AP,21.0,11.0,2.7,22.0,한내,25.0,14.0,1000.0,350.0,231.0,7_1.0
 SN2456, A12AS,11.0,7.0,2.8,6.0,덕곡1,25.0,23.0,1000.0,575.0,77.0,0_2.0
 SN2597, D370P,21.0,14.0,4.4,35.0,오비1,21.0,16.0,1000.0,336.0,294.0,2_1.0
 SN2598, B221S,15.0,15.0,3.2,74.0,신한내,25.0,23.0,1000.0,575.0,225.0,8_3.0
 SN2456, H121S,21.0,11.0,5.0,36.0,신한내,23.0,12.0,1000.0,276.0,231.0,8_3.0
 SN2604, G140S,14.0,11.0,4.7,22.0,오비3,21.0,15.0,1000.0,315.0,154.0,3_1.0
