vessel_id,block,length,width,height,weight,destination,slot_length,slot_width,slot_height,slot_space,block_space,Batch
 SN2463, D39AS,20.0,11.0,2.0,13.0,OFD,25.0,16.0,1000.0,400.0,220.0,9_1.0
 SN2597, D620S,15.0,12.0,2.2,24.0,사내,,,,,252.0,6_1.0
 SN2455, E450C,20.0,14.0,5.2,44.0,사내,,,,,110.0,4_1.0
 SN2456, D292S,13.0,11.0,2.0,7.0,사내,,,,,198.0,8_1.0
 SN2615, E55AC,11.0,9.0,5.2,13.0,사내,,,,,272.0,6_1.0
 SN2611, D161P,15.0,11.0,1.9,34.0,사내,,,,,255.0,5_1.0
 SN2456, D292S,13.0,11.0,2.0,7.0,사내,,,,,198.0,8_1.0
 SN2455, E450C,20.0,14.0,5.2,44.0,사내,,,,,110.0,4_1.0
 SN2612, H132S,21.0,11.0,5.4,50.0,사내,,,,,252.0,6_1.0
 SN2455, E450C,20.0,14.0,5.2,44.0,사내,,,,,110.0,4_1.0
 SN2463, E424S,11.0,4.0,2.6,3.0,사내,,,,,320.0,7_1.0
 SN2456, D292S,13.0,11.0,2.0,7.0,사내,,,,,198.0,8_1.0
 SN2603, T510S,11.0,6.0,2.7,7.0,사내,,,,,289.0,5_1.0
 SN2611, D820S,11.0,4.0,4.1,2.0,사내,,,,,195.0,5_1.0
 SN2455, B200C,18.0,17.0,2.3,62.0,사내,,,,,289.0,0_1.0
 SN2455, E450C,20.0,14.0,5.2,44.0,사내,,,,,110.0,4_1.0
 SN2602, D390S,15.0,13.0,4.2,23.0,사내,,,,,220.0,7_1.0
 SN2608, E115S,11.0,8.0,4.8,6.0,사내,,,,,288.0,7_1.0
 SN2597, D620S,15.0,12.0,2.2,24.0,사내,,,,,252.0,6_1.0
 SN2463, E424S,11.0,4.0,2.6,3.0,사내,,,,,320.0,7_1.0
 SN2591, B170S,11.0,10.0,2.0,12.0,사내,,,,,315.0,5_1.0
 SN2608, E115S,11.0,8.0,4.8,6.0,사내,,,,,288.0,7_2.0
 SN2455, B200C,18.0,17.0,2.3,62.0,사내,,,,,289.0,0_1.0
 SN2602, D390S,15.0,13.0,4.2,23.0,사내,,,,,220.0,7_2.0
 SN2457, E110S,16.0,12.0,7.6,18.0,사내,,,,,99.0,7_2.0
 SN2611, D820S,11.0,4.0,4.1,2.0,사내,,,,,195.0,5_1.0
 SN2612, H132S,21.0,11.0,5.4,50.0,사내,,,,,252.0,6_1.0
 SN2597, D620S,15.0,12.0,2.2,24.0,사내,,,,,252.0,6_2.0
 SN2611, D310P,20.0,14.0,5.3,32.0,사내,,,,,336.0,0_1.0
 SN2611, D310P,20.0,14.0,5.3,32.0,사내,,,,,336.0,0_1.0
 SN2456, D292S,13.0,11.0,2.0,7.0,사내,,,,,198.0,8_1.0
