vessel_id,block,length,width,height,weight,destination,slot_length,slot_width,slot_height,slot_space,block_space,Batch
 SN2611, T510P,11.0,6.0,2.7,7.0,덕곡1,23.0,16.0,1000.0,368.0,66.0,0_1.0
 SN2601, M310P,22.0,18.0,3.4,63.0,성동,25.0,22.0,1000.0,550.0,396.0,6_1.0
 SN2455, A120C,17.0,15.0,4.8,32.0,신한내,25.0,23.0,1000.0,575.0,255.0,8_1.0
 SN2463, A21DS,11.0,8.0,2.9,7.0,덕곡1,23.0,16.0,1000.0,368.0,88.0,0_1.0
 SN2601, E230S,17.0,13.0,4.3,28.0,봉암9,21.0,15.0,5.0,315.0,221.0,5_1.0
 SN2463, D29AS,11.0,10.0,2.0,5.0,덕곡1,23.0,16.0,1000.0,368.0,110.0,0_1.0
 SN2614, F332P,11.0,8.0,2.5,11.0,덕곡1,24.0,19.0,1000.0,456.0,88.0,0_1.0
 SN2599, E11YS,11.0,5.0,5.4,11.0,덕곡1,24.0,19.0,1000.0,456.0,55.0,0_1.0
 SN2627, E470S,11.0,6.0,2.6,2.0,덕곡1,25.0,23.0,1000.0,575.0,66.0,0_1.0
 SN2591, E410P,18.0,15.0,5.4,40.0,신한내,25.0,23.0,1000.0,575.0,270.0,8_1.0
 SN2612, E421S,11.0,10.0,1.5,11.0,덕곡1,25.0,23.0,1000.0,575.0,110.0,0_1.0
 SN2614, E530S,16.0,15.0,6.5,33.0,신한내,25.0,23.0,1000.0,575.0,240.0,8_1.0
 SN2601, E230P,17.0,13.0,4.3,28.0,OFD,25.0,16.0,1000.0,400.0,221.0,9_1.0
 SN2603, T351S,16.0,16.0,2.7,51.0,신한내,25.0,23.0,1000.0,575.0,256.0,8_1.0
 SN2611, T130P,17.0,14.0,2.9,44.0,오비1,21.0,16.0,1000.0,336.0,238.0,2_1.0
 SN2603, F422S,12.0,11.0,3.8,12.0,덕곡1,25.0,23.0,1000.0,575.0,132.0,0_1.0
 SN2612, M410P,22.0,18.0,3.6,66.0,신한내,25.0,23.0,1000.0,575.0,396.0,8_2.0
 SN2456, E512P,19.0,11.0,2.0,17.0,신한내,23.0,12.0,1000.0,276.0,209.0,8_2.0
 SN2627, A120C,22.0,11.0,5.3,46.0,오비1,24.0,17.0,1000.0,408.0,242.0,2_1.0
 SN2614, F622S,12.0,11.0,3.6,11.0,봉암9,21.0,15.0,5.0,315.0,132.0,5_1.0
 SN2601, B131S,22.0,16.0,3.2,131.0,성동,25.0,22.0,1000.0,550.0,352.0,6_1.0
 SN2455, Y900C,13.0,11.0,2.8,64.0,봉암8,21.0,15.0,5.0,315.0,143.0,4_1.0
 SN2603, D391S,15.0,14.0,4.1,37.0,덕곡2,21.0,16.0,5.0,336.0,210.0,1_1.0
 SN2456, D193S,11.0,9.0,2.3,7.0,성동,22.0,12.0,1000.0,264.0,99.0,6_1.0
 SN2603, F131S,11.0,11.0,3.1,13.0,신한내,25.0,12.0,1000.0,300.0,121.0,8_2.0
 SN2607, F11AP,17.0,11.0,2.6,18.0,OFD,25.0,16.0,1000.0,400.0,187.0,9_1.0
 SN2455, S100P,20.0,14.0,3.3,42.0,오비1,21.0,16.0,1000.0,336.0,280.0,2_1.0
 SN2657, E412P,11.0,11.0,2.9,15.0,봉암8,21.0,15.0,5.0,315.0,121.0,4_1.0
 SN2598, D351P,16.0,14.0,4.0,39.0,오비3,21.0,15.0,1000.0,315.0,224.0,3_1.0
 SN2611, D201P,18.0,11.0,1.9,37.0,OFD,25.0,16.0,1000.0,400.0,198.0,9_1.0
 SN2627, E340S,16.0,13.0,6.7,23.0,오비1,17.0,13.0,1000.0,221.0,208.0,2_1.0
 SN2457, E412S,11.0,11.0,2.0,8.0,오비1,16.0,16.0,1000.0,256.0,121.0,2_1.0
 SN2453, E660C,18.0,17.0,1.9,55.0,신한내,25.0,23.0,1000.0,575.0,306.0,8_2.0
 SN2611, A210S,21.0,18.0,8.0,51.0,신한내,25.0,23.0,1000.0,575.0,378.0,8_3.0
 SN2612, E511S,17.0,11.0,1.9,20.0,오비3,21.0,15.0,1000.0,315.0,187.0,3_1.0
 SN2611, T340P,18.0,17.0,2.9,47.0,성동,25.0,22.0,1000.0,550.0,306.0,6_1.0
 SN2607, E522P,11.0,10.0,1.6,9.0,오비1,16.0,16.0,1000.0,256.0,110.0,2_1.0
 SN2597, D410P,18.0,14.0,4.4,39.0,한내,25.0,14.0,1000.0,350.0,252.0,7_1.0
 SN2590, A420S,15.0,11.0,5.1,18.0,한내,25.0,14.0,1000.0,350.0,165.0,7_1.0
 SN2453, C720S,23.0,11.0,0.7,11.0,성동,25.0,22.0,1000.0,550.0,253.0,6_2.0
 SN2601, E360C,11.0,11.0,1.8,9.0,오비1,24.0,17.0,1000.0,408.0,121.0,2_2.0
 SN2612, E423S,16.0,11.0,1.0,13.0,오비1,25.0,23.0,1000.0,575.0,176.0,2_2.0
 SN2627, D280P,20.0,12.0,1.6,35.0,신한내,25.0,12.0,1000.0,300.0,240.0,8_3.0
 SN2601, D41AS,20.0,11.0,2.2,17.0,성동,22.0,12.0,1000.0,264.0,220.0,6_2.0
 SN2598, F44AS,11.0,9.0,4.2,9.0,오비1,25.0,23.0,1000.0,575.0,99.0,2_2.0
 SN2614, E440S,19.0,16.0,7.5,28.0,성동,25.0,22.0,1000.0,550.0,304.0,6_2.0
 SN2611, E440C,21.0,14.0,5.7,79.0,봉암8,21.0,15.0,5.0,315.0,294.0,4_1.0
 SN2627, E420P,21.0,18.0,7.1,69.0,성동,25.0,22.0,1000.0,550.0,378.0,6_2.0
 SN2591, S151P,15.0,13.0,2.3,38.0,사내,,,,,66.0,0_1.0
 SN2616, E312P,11.0,10.0,2.0,5.0,사내,,,,,306.0,5_1.0
 SN2602, T150C,20.0,15.0,2.8,58.0,사내,,,,,121.0,4_1.0
 SN2456, A12DP,11.0,9.0,2.6,5.0,사내,,,,,88.0,7_1.0
 SN2456, A12DP,11.0,9.0,2.6,5.0,사내,,,,,88.0,7_1.0
 SN2598, S122P,20.0,11.0,3.8,22.0,사내,,,,,187.0,5_1.0
 SN2457, A312S,11.0,8.0,2.8,11.0,사내,,,,,280.0,1_1.0
 SN2614, S610P,15.0,11.0,4.0,2.0,사내,,,,,306.0,2_1.0
 SN2602, E510P,21.0,14.0,5.3,49.0,사내,,,,,99.0,8_1.0
 SN2614, S610P,15.0,11.0,4.0,2.0,사내,,,,,306.0,2_1.0
 SN2591, S161S,15.0,13.0,3.1,37.0,사내,,,,,304.0,3_1.0
 SN2455, M510S,19.0,12.0,4.7,58.0,사내,,,,,210.0,5_1.0
 SN2607, E523P,12.0,11.0,2.7,16.0,사내,,,,,396.0,4_1.0
 SN2456, A12DP,11.0,9.0,2.6,5.0,사내,,,,,88.0,7_1.0
 SN2614, Y900C,11.0,11.0,2.6,44.0,사내,,,,,252.0,2_1.0
 SN2597, D620S,15.0,12.0,2.2,24.0,사내,,,,,208.0,4_1.0
 SN2615, M310S,17.0,11.0,3.1,33.0,사내,,,,,255.0,7_1.0
 SN2611, F311P,15.0,11.0,5.3,25.0,사내,,,,,240.0,7_1.0
 SN2455, F310P,16.0,13.0,7.8,24.0,사내,,,,,242.0,8_1.0
 SN2602, E530C,21.0,20.0,5.2,102.0,사내,,,,,110.0,6_1.0
 SN2603, S130P,21.0,19.0,5.4,60.0,사내,,,,,253.0,0_1.0
 SN2612, E512P,11.0,11.0,3.1,13.0,사내,,,,,143.0,1_1.0
 SN2602, T150C,20.0,15.0,2.8,58.0,사내,,,,,121.0,4_1.0
 SN2457, E51AS,14.0,11.0,2.0,15.0,사내,,,,,352.0,5_1.0
 SN2616, E312P,11.0,10.0,2.0,5.0,사내,,,,,306.0,5_2.0
 SN2455, A220S,18.0,11.0,3.8,38.0,사내,,,,,132.0,7_1.0
 SN2457, E51AS,14.0,11.0,2.0,15.0,사내,,,,,352.0,5_2.0
 SN2614, S610P,15.0,11.0,4.0,2.0,사내,,,,,306.0,2_1.0
 SN2611, D381S,16.0,14.0,4.1,35.0,사내,,,,,238.0,3_1.0
 SN2601, B202P,15.0,11.0,7.5,11.0,사내,,,,,240.0,7_1.0
 SN2597, Y730C,12.0,12.0,4.0,7.0,사내,,,,,121.0,4_1.0
 SN2591, S151P,15.0,13.0,2.3,38.0,사내,,,,,66.0,0_1.0
 SN2612, E512P,11.0,11.0,3.1,13.0,사내,,,,,143.0,1_1.0
 SN2603, D820S,11.0,4.0,4.1,2.0,사내,,,,,121.0,7_1.0
 SN2603, B201P,15.0,11.0,3.2,52.0,사내,,,,,88.0,7_2.0
 SN2615, D350S,15.0,11.0,5.5,30.0,사내,,,,,221.0,7_2.0
 SN2455, M510S,19.0,12.0,4.7,58.0,사내,,,,,210.0,5_2.0
 SN2602, E530C,21.0,20.0,5.2,102.0,사내,,,,,110.0,6_1.0
 SN2597, D620S,15.0,12.0,2.2,24.0,사내,,,,,208.0,4_1.0
 SN2611, D141S,20.0,11.0,1.9,52.0,사내,,,,,209.0,1_1.0
 SN2615, E511P,12.0,11.0,5.2,15.0,사내,,,,,187.0,7_2.0
 SN2612, E330P,15.0,15.0,5.4,34.0,사내,,,,,176.0,2_2.0
 SN2455, A220S,18.0,11.0,3.8,38.0,사내,,,,,132.0,7_2.0
 SN2455, F310P,16.0,13.0,7.8,24.0,사내,,,,,242.0,8_1.0
 SN2455, A220S,18.0,11.0,3.8,38.0,사내,,,,,132.0,7_2.0
 SN2597, F230C,11.0,10.0,4.6,6.0,사내,,,,,99.0,1_1.0
 SN2611, D141S,20.0,11.0,1.9,52.0,사내,,,,,209.0,1_1.0
 SN2614, Y900C,11.0,11.0,2.6,44.0,사내,,,,,252.0,2_2.0
