exp_num,objective,time
0,12.084945678710938,513.3835089206696
1,25.843786239624023,890.6593253612518
2,40.239158630371094,1004.2628726959229
3,90.32046508789062,1512.9839961528778
4,21.976806640625,761.9622983932495
5,38.100921630859375,1298.7298176288605
6,18.527029037475586,700.9799122810364
7,17.628631591796875,429.09529280662537
8,27.73859405517578,860.6875574588776
9,78.52046203613281,1424.6185050010681
