id,vessel_id,block,width,length,height,weight
0, SN2603, A110P,11.0,16.0,inf,19.0
1, SN2590, S200S,16.0,25.0,inf,19.0
2, SN2599, E11AP,12.0,16.0,inf,29.0
3, SN2603, D540S,11.0,16.0,inf,2.0
4, SN2601, T110S,16.0,25.0,inf,88.0
5, SN2452, S230P,16.0,25.0,inf,22.0
6, SN2603, H110P,16.0,25.0,inf,34.0
7, SN2599, E11YS,11.0,16.0,inf,11.0
8, SN2603, D500S,11.0,16.0,inf,4.0
9, SN2602, D390P,16.0,25.0,inf,24.0
10, SN2596, Y540P,12.0,16.0,inf,22.0
11, SN2613, D370C,12.0,16.0,inf,20.0
12, SN2457, H14AS,12.0,16.0,inf,3.0
13, SN2615, E410S,16.0,25.0,inf,42.0
14, SN2590, E560C,16.0,25.0,inf,26.0
15,,,16.0,25.0,inf,
16,,,16.0,25.0,inf,
17,,,16.0,25.0,inf,
18,,,16.0,25.0,inf,
19,,,16.0,25.0,inf,
0,,,14.0,16.0,inf,
2,,,13.0,16.0,inf,
3,,,14.0,16.0,inf,
7,,,14.0,16.0,inf,
8,,,14.0,16.0,inf,
10,,,13.0,16.0,inf,
11,,,13.0,16.0,inf,
12,,,13.0,16.0,inf,
