id,vessel_id,block,width,length,height,weight
0, SN2456, E310P,15.5,21.0,5.8,40.0
1, SN2614, S720S,15.5,21.0,5.8,25.0
2, SN2611, D391P,15.5,21.0,5.8,36.0
3, SN2603, D350S,15.5,21.0,5.8,24.0
4, SN2591, S151P,15.5,21.0,5.8,38.0
5, SN2597, D380S,15.5,21.0,5.8,26.0
6, SN2602, D390S,15.5,21.0,5.8,23.0
7, SN2601, M900S,15.5,21.0,5.8,1.0
8, SN2602, F350C,15.5,21.0,5.8,4.0
9, SN2456, E310S,15.5,21.0,5.8,42.0
10, SN2608, E115P,15.5,21.0,5.8,5.0
11, SN2463, E321P,15.5,21.0,5.8,9.0
12, SN2601, D712S,15.5,21.0,5.8,17.0
13, SN2616, E41AP,15.5,21.0,5.8,15.0
14, SN2455, M710P,15.5,21.0,5.8,63.0
15, SN2603, D121P,15.5,21.0,5.8,32.0
16, SN2405, D640S,15.5,21.0,5.8,18.0
17, SN2627, F411S,15.5,21.0,5.8,19.0
18, SN2603, F312P,15.5,21.0,5.8,32.0
19, SN2603, D371P,15.5,21.0,5.8,48.0
20, SN2614, F721S,15.5,21.0,5.8,17.0
21, SN2602, D171P,15.5,21.0,5.8,46.0
22, SN2616, E33YS,15.5,21.0,5.8,6.0
23, SN2611, T151C,15.5,21.0,5.8,98.0
24, SN2612, E512P,15.5,21.0,5.8,13.0
25, SN2612, E511S,15.5,21.0,5.8,20.0
26, SN2463, E423S,15.5,21.0,5.8,10.0
27, SN2614, F623S,15.5,21.0,5.8,5.0
28, SN2601, D131P,15.5,21.0,5.8,38.0
29, SN2607, M210S,15.5,21.0,5.8,54.0
30, SN2611, D330S,15.5,21.0,5.8,24.0
31, SN2615, S141S,15.5,21.0,5.8,31.0
32, SN2627, H310S,15.5,21.0,5.8,36.0
33, SN2627, A220S,15.5,21.0,5.8,30.0
34, SN2454, Y900C,15.5,21.0,5.8,64.0
35,,,15.5,21.0,5.8,
36,,,15.5,21.0,5.8,
37,,,15.5,21.0,5.8,
38,,,15.5,21.0,5.8,
39,,,15.5,21.0,5.8,
