exp_num,objective,time
0,228828.25,0.6394896507263184
1,231405.5,0.632127046585083
2,311801.75,0.5583786964416504
3,132249.75,0.5747334957122803
4,379682.25,0.7365679740905762
5,257985.0,0.8406085968017578
6,172740.25,0.851452112197876
7,123727.0,0.7423222064971924
8,110451.25,0.7783877849578857
9,237899.0,0.778235912322998
