vessel_id,block,length,width,height,weight,location
 SN2463, E422P,11.0,7.0,1.3,10.0,봉암9
 SN2454, C820P,20.0,11.0,1.8,9.0,봉암8
 SN2598, S121S,20.0,16.0,2.6,95.0,OFD
 SN2627, A220P,18.0,11.0,3.2,30.0,봉암8
 SN2598, D521S,11.0,10.0,2.5,6.0,덕곡2
 SN2603, D391S,15.0,14.0,4.1,37.0,덕곡1
 SN2590, S210P,18.0,12.0,8.4,17.0,오비1
 SN2614, E440S,19.0,16.0,7.5,28.0,덕곡1
 SN2601, E410P,21.0,15.0,5.7,56.0,오비3
 SN2603, D121P,16.0,11.0,1.9,32.0,봉암9
,,,,,,132249.75
,,,,,,0.01
