id,vessel_id,block,width,length,height,weight
0, SN2597, E520P,16.0,25.0,inf,73.0
1, SN2614, E510S,16.0,25.0,inf,31.0
2, SN2590, A420S,16.0,25.0,inf,18.0
3, SN2607, A211P,16.0,25.0,inf,113.0
4, SN2452, C720P,16.0,25.0,inf,11.0
5, SN2627, H120S,16.0,25.0,inf,16.0
6, SN2603, D620S,13.0,16.0,inf,46.0
7, SN2601, E520S,16.0,25.0,inf,63.0
8, SN2611, D320P,16.0,25.0,inf,25.0
9, SN2612, E321S,11.0,16.0,inf,8.0
10, SN2456, E512P,16.0,25.0,inf,17.0
11, SN2616, E42AP,11.0,16.0,inf,10.0
12, SN2607, S11AP,16.0,25.0,inf,25.0
13, SN2607, S11AS,16.0,25.0,inf,25.0
14, SN2454, F520S,16.0,25.0,inf,24.0
15,,,16.0,25.0,inf,
16,,,16.0,25.0,inf,
17,,,16.0,25.0,inf,
18,,,16.0,25.0,inf,
19,,,16.0,25.0,inf,
6,,,12.0,16.0,inf,
9,,,14.0,16.0,inf,
11,,,14.0,16.0,inf,
