id,vessel_id,block,width,length,height,weight
0, SN2602, D210C,23.0,25.0,inf,52.0
1, SN2611, S130P,23.0,25.0,inf,60.0
2, SN2597, F520S,23.0,25.0,inf,71.0
3, SN2597, D170C,23.0,25.0,inf,55.0
4, SN2597, D140C,23.0,25.0,inf,55.0
5, SN2597, D210C,23.0,25.0,inf,52.0
6, SN2601, S140P,23.0,25.0,inf,59.0
7,,,23.0,25.0,inf,
8,,,23.0,25.0,inf,
9,,,23.0,25.0,inf,
14,,,16.0,16.0,inf,
15,,,16.0,16.0,inf,
17,,,16.0,21.0,inf,
18,,,16.0,21.0,inf,
23,,,17.0,24.0,inf,
24,,,17.0,24.0,inf,
25,,,17.0,24.0,inf,
10, SN2602, D390S,16.0,16.0,inf,23.0
11, SN2612, E120S,16.0,16.0,inf,1.0
12, SN2590, A110C,16.0,16.0,inf,30.0
13, SN2614, E550C,16.0,16.0,inf,23.0
16, SN2611, D710S,16.0,21.0,inf,7.0
19, SN2454, S621P,17.0,24.0,inf,38.0
20, SN2591, D160P,12.0,17.0,inf,19.0
21, SN2455, F520P,17.0,24.0,inf,22.0
22, SN2614, E510S,17.0,24.0,inf,31.0
20,,,12.0,17.0,inf,
