id,vessel_id,block,width,length,height,weight
0, SN2611, T510S,13.0,21.0,5.0,7.0
1, SN2598, D723S,13.0,21.0,5.0,8.0
2, SN2612, E512P,13.0,21.0,5.0,13.0
3, SN2611, D161S,13.0,21.0,5.0,34.0
4, SN2603, D530S,13.0,21.0,5.0,16.0
5, SN2602, D211P,13.0,21.0,5.0,44.0
6, SN2627, B191S,13.0,21.0,5.0,34.0
7, SN2601, D41AS,13.0,21.0,5.0,17.0
8, SN2604, Y900P,13.0,21.0,5.0,39.0
9, SN2454, H220P,13.0,21.0,5.0,26.0
10, SN2615, M220S,13.0,21.0,5.0,25.0
11, SN2611, D181P,13.0,21.0,5.0,30.0
12, SN2454, F620P,13.0,21.0,5.0,22.0
13, SN2607, E432P,13.0,21.0,5.0,7.0
14, SN2603, E370C,13.0,21.0,5.0,18.0
15, SN2455, M610P,13.0,21.0,5.0,54.0
16, SN2598, D521S,13.0,21.0,5.0,6.0
17, SN2611, D191S,13.0,21.0,5.0,31.0
18, SN2614, E571P,13.0,21.0,5.0,9.0
19, SN2616, E41AP,13.0,21.0,5.0,15.0
20, SN2627, A410S,13.0,21.0,5.0,21.0
21,,,13.0,21.0,5.0,
22,,,13.0,21.0,5.0,
23,,,13.0,21.0,5.0,
24,,,13.0,21.0,5.0,
25,,,13.0,21.0,5.0,
26,,,13.0,21.0,5.0,
27,,,13.0,21.0,5.0,
28,,,13.0,21.0,5.0,
29,,,13.0,21.0,5.0,
38,,,16.0,21.0,5.0,
39,,,16.0,21.0,5.0,
30, SN2597, F220C,16.0,21.0,5.0,26.0
31, SN2455, S100S,16.0,21.0,5.0,42.0
32, SN2611, D391P,16.0,21.0,5.0,36.0
33, SN2602, D360P,16.0,21.0,5.0,24.0
34, SN2591, S151P,16.0,21.0,5.0,38.0
35, SN2603, T310S,16.0,21.0,5.0,75.0
36, SN2598, B221S,16.0,21.0,5.0,74.0
37, SN2615, S190P,16.0,21.0,5.0,18.0
