id,vessel_id,block,width,length,height,weight
0, SN2452, C720S,11.0,25.0,inf,11.0
1, SN2616, E312P,11.0,23.0,inf,5.0
2, SN2454, S401S,23.0,25.0,inf,74.0
3, SN2454, F220C,13.0,23.0,inf,8.0
4, SN2598, B121P,23.0,25.0,inf,108.0
5, SN2611, D630S,13.0,23.0,inf,12.0
6, SN2601, S110P,23.0,25.0,inf,58.0
7, SN2603, E520P,23.0,25.0,inf,75.0
8, SN2603, B120P,23.0,25.0,inf,68.0
9, SN2598, D37AP,11.0,25.0,inf,26.0
10, SN2598, B130S,23.0,25.0,inf,50.0
11, SN2611, A210S,23.0,25.0,inf,51.0
12, SN2456, B191S,23.0,25.0,inf,64.0
13, SN2453, S400P,23.0,25.0,inf,76.0
14, SN2598, B130P,23.0,25.0,inf,50.0
15, SN2602, F420S,23.0,25.0,inf,45.0
16, SN2597, D180C,23.0,25.0,inf,44.0
17, SN2612, E250C,11.0,25.0,inf,38.0
18, SN2602, F520P,23.0,25.0,inf,81.0
19, SN2607, E110P,23.0,25.0,inf,27.0
20, SN2603, E510S,23.0,25.0,inf,51.0
21, SN2455, M910P,23.0,25.0,inf,32.0
22, SN2602, E520S,23.0,25.0,inf,59.0
23, SN2607, E523S,12.0,23.0,inf,14.0
24, SN2603, E530C,23.0,25.0,inf,102.0
25, SN2453, C720P,11.0,25.0,inf,11.0
26, SN2598, B151P,23.0,25.0,inf,77.0
27, SN2601, B130P,23.0,25.0,inf,66.0
28, SN2463, D39BP,11.0,25.0,inf,15.0
29, SN2603, E410P,23.0,25.0,inf,58.0
30, SN2463, E312P,16.0,23.0,inf,34.0
31, SN2603, E310P,23.0,25.0,inf,25.0
32, SN2611, D730S,11.0,25.0,inf,19.0
33, SN2597, F440C,23.0,25.0,inf,35.0
34,,,23.0,25.0,inf,
35,,,23.0,25.0,inf,
36,,,23.0,25.0,inf,
37,,,23.0,25.0,inf,
38,,,23.0,25.0,inf,
39,,,23.0,25.0,inf,
40,,,23.0,25.0,inf,
0,,,12.0,25.0,inf,
1,,,14.0,23.0,inf,
3,,,12.0,23.0,inf,
5,,,12.0,23.0,inf,
9,,,12.0,25.0,inf,
17,,,12.0,25.0,inf,
23,,,13.0,23.0,inf,
25,,,12.0,25.0,inf,
28,,,12.0,25.0,inf,
30,,,9.0,23.0,inf,
32,,,12.0,25.0,inf,
