,PROJ_NO,BLK_NO,LTH,BTH,HGT,NET_WGT,WKA_CD,DTL_ARNO_CD,MODI_WKA_DESC,WK_NM,IA_NOW_P_STG,NOW_CODE_DESC,IA_NOW_STDT,IA_NOW_FNDT,IM_NOW_FNDT,IA_NOW_SCTN_CD,IA_NOW_WKA_NM,IA_NOW_WK_CENT_DSC,IA_AF_BLK_NO,IA_AF_P_STG,AF_CODE_DESC,IA_AF_STDT,IA_AF_FNDT,IM_AF_STDT,IA_AF_SCTN_CD,IA_AF_WK_CENT,IA_AF_WKA_NM,IA_AF_WK_CENT_DSC,LOGI_UPLOAD_DT,LOGI_CHK_DT,LOGI_CHK_DESC,TRNS_FNDT,EXP_PRE_OUTFIT_STDT,IA_AF_STDT_HIS,TB_NM,IN_OUT_AREA,ACCUM_YN,LEN_PROJ_NO,LEN_BLK_NO,LOG_TIME,NOW_WORK,CHECK_CUR_JOB,CHECK_NEXT_JOB,LOGI_BUFFER_TIME,CHECK_SIZE,CHECK_DAY_NIGHT,CHECK_WORK,CHECK_IN,RANK
0,SN2601,E150C,11.900,14.700,5.000,50.000,HNE,08,HNE-08,부수이동,OU,올리기(BLOCK LIFT UP),20240312,2024-03-12,20240228,생산2,Z,구매공통작업장,E11VC,TH,PE 족장해체(PE DESTAGING),20240417,2024-04-17,,,,,,20240202,20240202,도장,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,35,1,0,1,1,1
1,SN2455,F30GC,9.000,18.200,7.900,0.000,HNE,10,HNE-10,부수이동,OU,올리기(BLOCK LIFT UP),20240312,2024-03-12,20240221,생산2,3K,선행도장부선행도장1과,B23VC,TH,PE 족장해체(PE DESTAGING),20240411,2024-04-11,,생산2,1G43200,8Q,족장부족장2과,20240228,20240228,도장,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,29,1,0,1,1,2
2,SN2603,D710S,14.500,5.200,5.900,7.000,GC01,01,GC01-01,부수이동,R,TURN OVER,20240312,2024-03-12,20240306,생산2,3K,선행도장부선행도장1과,D71GS,T,TOUCH UP,20240408,2024-04-15,,,,,,20240229,20240229,도장,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,26,1,0,1,1,3
3,SN2454,H210S,18.300,15.000,7.500,44.000,HNC,08,HNC-08,부수이동,OU,올리기(BLOCK LIFT UP),20240311,2024-03-11,20240222,생산2,,,B21UC,TH,PE 족장해체(PE DESTAGING),20240403,2024-04-03,,,,,,20240311,20240311,도장,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,21,1,0,1,1,4
4,SN2615,S150S,13.000,15.000,3.100,25.000,RD40,18,RD40-18,부수이동,OU,올리기(BLOCK LIFT UP),20240312,2024-03-12,20240226,생산1,3K,선행도장부선행도장1과,B14VC,TH,PE 족장해체(PE DESTAGING),20240401,2024-04-01,,,,,,20240305,20240305,도장,20240312,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,19,1,0,1,1,5
5,SN2615,S160S,12.900,15.000,3.100,24.000,RD40,18,RD40-18,부수이동,OU,올리기(BLOCK LIFT UP),20240312,2024-03-12,20240228,생산1,3K,선행도장부선행도장1과,B14VC,TH,PE 족장해체(PE DESTAGING),20240401,2024-04-01,,,,,,20240229,20240229,도장,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,19,1,0,1,1,6
6,SN2614,E540S,15.000,14.000,3.400,33.000,HNB,04,HNB-04,부수이동,OU,올리기(BLOCK LIFT UP),20240312,2024-03-12,20240220,생산2,3K,선행도장부선행도장1과,E51UC,TH,PE 족장해체(PE DESTAGING),20240329,2024-03-29,,,,,,20240308,20240308,도장,20240312,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,16,1,0,1,1,7
7,SN2611,D540S,3.500,5.000,2.200,2.000,PS2,09,PS2-09,부수이동,OU,올리기(BLOCK LIFT UP),20240312,2024-03-12,20240229,생산2,3K,선행도장부선행도장1과,D34GS,T,TOUCH UP,20240325,2024-03-28,,,,,,20240305,20240305,도장,20240305,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,12,1,0,1,1,8
8,SN2612,D341S,20.000,13.800,4.100,49.000,3J,04,3J-04,부수이동,OP,내업의장,20240306,2024-03-12,20240313,생산2,3J,선행의장부선행의장1과,D340S,A,대조립(ASSEMBLY),20240325,2024-04-01,,,,,,20240304,20240305,조립,20240305,20240306,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,12,1,0,1,1,9
9,SN2612,H130S,20.800,11.200,6.500,33.000,HZ02,14,HZ02-14,부수이동,OU,올리기(BLOCK LIFT UP),20240311,2024-03-11,20240304,생산2,,,B13GS,TH,PE 족장해체(PE DESTAGING),20240322,2024-03-22,,,,,,20240223,20240224,선행의장,20240306,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,9,1,0,1,1,10
10,SN2456,B180P,17.200,18.400,2.300,53.000,7Q,01,7Q-01,부수이동,OP,내업의장,20240311,2024-03-11,20240308,생산2,3J,선행의장부선행의장1과,B180P,OU,올리기(BLOCK LIFT UP),20240322,2024-03-22,20240311,생산2,,,,20240311,20240311,선행의장,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,0,9,1,0,1,1,11
11,SN2607,F522S,7.500,11.200,3.600,15.000,3R46,01,3R46-01,부수이동,OP,내업의장,20240222,2024-02-26,20240306,생산2,3J,선행의장부선행의장1과,F520S,A,대조립(ASSEMBLY),20240322,2024-04-11,,,,,,20240311,20240311,선행의장,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,9,1,0,1,1,12
12,SN2456,B180S,17.200,18.300,2.300,53.000,3R34,04,3R34-04,부수이동,OP,내업의장,20240312,2024-03-12,20240308,생산2,3J,선행의장부선행의장1과,B180S,OU,올리기(BLOCK LIFT UP),20240322,2024-03-22,20240311,생산2,,,,20240311,20240311,조립,20240311,20240312,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,0,9,1,0,1,1,13
13,SN2598,D400S,21.900,12.900,4.200,35.000,3L,06,3L-06,부수이동,A,대조립(ASSEMBLY),20240229,2024-03-11,20240311,생산2,52B,판넬조립부대조립과,D400S,OP,내업의장,20240322,2024-03-28,20240312,생산2,1G58200,3J,선행의장부선행의장1과,20240311,20240311,조립,20240312,20240312,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,1,2,9,1,0,1,1,14
14,SN2598,D400P,21.900,12.900,4.200,35.000,3L,16,3L-16,부수이동,A,대조립(ASSEMBLY),20240229,2024-03-11,20240311,생산2,52A,판넬조립부대조립과,D400P,OP,내업의장,20240322,2024-03-28,20240312,생산2,1G58200,3J,선행의장부선행의장1과,20240311,20240311,조립,20240311,20240312,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,1,2,9,1,0,1,1,15
15,SN2455,W820S,5.400,18.900,2.300,18.000,HZ04,01,HZ04-01,부수이동,OU,올리기(BLOCK LIFT UP),20240311,2024-03-11,20240214,생산2,,,F72GC,TH,PE 족장해체(PE DESTAGING),20240321,2024-03-21,,,,,,20240129,20240129,도장,20240304,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,8,1,0,1,1,16
16,SN2455,W820P,5.400,18.900,2.300,18.000,HZ04,01,HZ04-01,부수이동,OU,올리기(BLOCK LIFT UP),20240311,2024-03-11,20240214,생산2,,,F72GC,TH,PE 족장해체(PE DESTAGING),20240321,2024-03-21,,,,,,20240129,20240129,도장,20240304,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,8,1,0,1,1,17
17,SN2607,D341S,20.100,13.800,4.100,50.000,3L,10,3L-10,부수이동,OP,내업의장,20240304,2024-03-08,20240308,생산2,3J,선행의장부선행의장1과,D340S,A,대조립(ASSEMBLY),20240321,2024-03-28,,,,,,20240311,20240308,선행의장,20240310,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,8,1,0,1,1,18
18,SN2607,D311S,19.600,13.800,4.900,47.000,3L,02,3L-02,부수이동,OP,내업의장,20240222,2024-03-04,20240304,생산2,3J,선행의장부선행의장1과,D310S,A,대조립(ASSEMBLY),20240320,2024-03-27,,,,,,20240311,20240305,선행의장,20240305,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,7,1,0,1,1,19
19,SN2601,D370S,20.100,13.500,4.400,35.000,3L,14,3L-14,부수이동,A,대조립(ASSEMBLY),20240223,2024-03-04,20240308,생산2,52B,판넬조립부대조립과,D370S,OP,내업의장,20240320,2024-03-25,20240311,생산2,1G58200,3J,선행의장부선행의장1과,20240304,20240304,조립,20240304,20240305,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,1,2,7,1,0,1,1,20
20,SN2601,D370P,20.100,13.500,4.400,36.000,3L,14,3L-14,선행의장IN,A,대조립(ASSEMBLY),20240223,2024-03-05,20240308,생산2,52A,판넬조립부대조립과,D370P,OP,내업의장,20240320,2024-03-25,20240311,생산2,1G58200,3J,선행의장부선행의장1과,20240304,20240305,조립,20240305,20240306,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,1,2,7,1,0,1,1,21
21,SN2463,S192S,19.700,6.400,2.600,30.000,OFD,01,OFD-01,부수이동,OP,내업의장,20240226,2024-02-28,20240315,생산2,3J,선행의장부선행의장1과,S190S,A,대조립(ASSEMBLY),20240319,2024-04-05,,,,,,20240311,20240307,선행의장,20240229,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,6,1,0,1,1,22
22,SN2463,S191S,19.700,13.000,2.500,74.000,3I,16,3I-16,부수이동,OP,내업의장,20240229,2024-03-12,20240312,생산2,3J,선행의장부선행의장1과,S190S,A,대조립(ASSEMBLY),20240319,2024-04-05,,,,,,20240227,20240228,조립,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,6,1,0,1,1,23
23,SN2591,D15GS,21.500,11.500,5.600,0.000,3R46,01,3R46-01,부수이동,OI,INSULATION,20240311,2024-03-12,20240306,생산1,S1,선행도장부선행도장1과,D15GS,R,TURN OVER,20240318,2024-03-18,20240307,생산1,,,,20240311,20240311,도장,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,5,1,0,1,1,24
24,SN2611,F540C,16.300,14.700,3.200,61.000,PT2A,09,PT2A-09,부수이동,P,도장(Paint),20240305,2024-03-08,20240313,생산1,H,선행도장부선행도장2과,F540C,OT,계장 TUBING,20240315,2024-03-18,20240314,생산2,,,,20240214,20240214,도장,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,3,0,2,1,0,1,1,25
25,SN2601,D120C,15.900,19.900,1.900,48.000,3R46,01,3R46-01,부수이동,OP,내업의장,20240305,2024-03-12,20240306,생산2,3J,선행의장부선행의장1과,D120C,TP,도장 족장설치(PNT STAGING),20240315,2024-03-15,20240308,생산2,1G43200,3P1,족장부족장2과,20240311,20240311,선행의장,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,3,2,1,0,1,1,26
26,SN2612,D341P,20.000,13.800,4.100,48.000,3J,10,3J-10,부수이동,OP,내업의장,20240306,2024-03-12,20240313,생산2,3J,선행의장부선행의장1과,D340P,S,소조립(SUB ASSEMBLY),20240315,2024-03-19,,생산2,1H47100,346,가공부소조립과,20240306,20240305,조립,20240306,20240307,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,2,1,0,1,1,27
27,SN2608,T341S,17.400,16.200,2.800,72.000,3I,12,3I-12,부수이동,OP,내업의장,20240305,2024-03-08,20240308,생산2,3J,선행의장부선행의장1과,T340S,A,대조립(ASSEMBLY),20240315,2024-03-25,,,,,,20240304,20240304,조립,20240312,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,2,1,0,1,1,28
28,SN2608,K191C,15.500,12.000,3.200,51.000,OFD,01,OFD-01,부수이동,OP,내업의장,20240307,2024-03-11,20240311,생산2,3J,선행의장부선행의장1과,K190C,A,대조립(ASSEMBLY),20240314,2024-03-22,,,,,,20240306,20240306,조립,20240307,20240307,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,1,1,0,1,1,29
29,SN2608,B171S,20.400,12.300,3.200,84.000,HZ05,01,HZ05-01,부수이동,OP,내업의장,20240304,2024-03-07,20240307,생산2,3J,선행의장부선행의장1과,B170S,A,대조립(ASSEMBLY),20240314,2024-03-21,,,,,,20240228,20240229,조립,20240301,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,1,1,0,1,1,30
30,SN2601,D500S,7.800,4.600,2.400,5.000,FA,01,FA-01,부수이동,OP,내업의장,20240228,2024-03-04,20240229,생산2,3J,선행의장부선행의장1과,D500S,TP,도장 족장설치(PNT STAGING),20240314,2024-03-14,20240311,생산1,1J97200,GB0,전략생산팀(지원)족장과(삭제예정),20240229,20240301,선행의장,20240308,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,3,1,1,0,1,1,31
31,SN2601,D500P,7.800,4.600,2.400,5.000,FA,01,FA-01,부수이동,OP,내업의장,20240228,2024-03-04,20240229,생산2,3J,선행의장부선행의장1과,D500P,TP,도장 족장설치(PNT STAGING),20240314,2024-03-14,20240311,생산1,1J97200,GB0,전략생산팀(지원)족장과(삭제예정),20240229,20240301,선행의장,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,3,1,1,0,1,1,32
32,SN2457,S121S,20.000,21.800,2.500,83.000,7Q,01,7Q-01,부수이동,OP,내업의장,20240228,2024-03-05,20240307,생산2,3J,선행의장부선행의장1과,S120S,A,대조립(ASSEMBLY),20240314,2024-03-21,,,,,,20240311,20240311,선행의장,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,1,1,0,1,1,33
33,SN2607,D510S,23.500,9.400,6.700,35.000,3L,06,3L-06,부수이동,A,대조립(ASSEMBLY),20240305,2024-03-11,20240314,생산2,51A,판넬조립부중조립과,D510S,OP,내업의장,20240314,2024-03-21,20240315,생산2,1G58200,3J,선행의장부선행의장1과,20240311,20240311,조립,20240312,20240313,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,1,2,1,1,0,1,1,34
34,SN2454,S400P,17.600,19.200,5.200,76.000,2C6,06,2C6-06,부수이동,P,도장(Paint),20240219,2024-03-08,20240304,생산3,FPS,선행도장부선행도장3과,S400P,OU,올리기(BLOCK LIFT UP),20240314,2024-03-14,20240306,생산3,,,,20240207,20240207,선행의장,20240306,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,3,0,1,1,0,1,1,35
35,SN2598,T350S,16.100,17.100,4.500,42.000,OFD,01,OFD-01,부수이동,OP,내업의장,20240306,2024-03-08,20240308,생산2,3J,선행의장부선행의장1과,T350S,TP,도장 족장설치(PNT STAGING),20240313,2024-03-13,20240313,생산2,1G43200,3P1,족장부족장2과,20240311,20240307,선행의장,20240227,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,3,0,1,0,1,1,36
36,SN2591,E130C,12.000,15.500,4.700,3.000,HZ02,01,HZ02-01,부수이동,DU,UNIT 의장,20240205,2024-02-28,20240228,생산1,Z,구매공통작업장,E130C,OU,올리기(BLOCK LIFT UP),20240313,2024-03-13,20240304,생산1,,,,20240129,20240129,도장,20240309,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,0,0,1,0,1,1,37
37,SN2627,B110S,18.000,13.400,2.500,33.000,3R51,03,3R51-03,부수이동,OU,올리기(BLOCK LIFT UP),20240312,2024-03-12,20240131,생산3,3K,선행도장부선행도장1과,B11GC,TG,PE 족장설치(PE STAGING),20240313,2024-03-13,,,,,,20240311,20240311,도장,20240312,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,0,1,0,1,1,38
38,SN2608,B201P,14.200,9.700,3.200,50.000,3R46,01,3R46-01,부수이동,M,중조(MID ASSEMBLY),20240229,2024-03-11,20240304,생산2,51A,판넬조립부중조립과,B201P,OP,내업의장,20240313,2024-03-18,20240305,생산2,1G58200,3J,선행의장부선행의장1과,20240311,20240311,조립,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,0,1,0,1,1,39
39,SN2612,K190C,15.500,12.000,3.200,39.000,3R46,01,3R46-01,부수이동,OP,내업의장,20240311,2024-03-11,20240222,생산2,3J,선행의장부선행의장1과,K190C,OU,올리기(BLOCK LIFT UP),20240313,2024-03-13,20240229,생산2,,,,20240311,20240311,선행의장,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,0,0,1,0,1,1,40
40,SN2612,S120S,21.500,18.100,5.400,64.000,3R34,08,3R34-08,부수이동,OP,내업의장,20240311,2024-03-12,20240311,생산2,3J,선행의장부선행의장1과,S120S,TP,도장 족장설치(PNT STAGING),20240313,2024-03-14,20240312,생산2,1G43200,3P1,족장부족장2과,20240307,20240308,조립,20240308,20240309,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,3,0,1,0,1,1,41
41,SN2612,S110S,21.300,20.900,8.300,62.000,3R34,04,3R34-04,선행의장IN,OP,내업의장,20240229,2024-03-11,20240311,생산2,3J,선행의장부선행의장1과,S110S,TP,도장 족장설치(PNT STAGING),20240313,2024-03-14,20240312,생산2,1G43200,3P1,족장부족장2과,20240311,20240311,선행의장,20240228,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,3,0,1,0,1,1,42
42,SN2611,D200C,17.500,19.900,1.900,43.000,3R34,02,3R34-02,사외IN,OP,내업의장,20240307,2024-03-12,20240223,생산2,3J,선행의장부선행의장1과,D200C,B,소지(BLASTING),20240313,2024-03-13,20240305,생산3,1L43900,FP5,선행도장부선행도장3과,20240208,20240208,조립,20240304,20240304,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,0,0,1,0,1,1,43
43,SN2607,S110S,21.300,20.800,8.100,60.000,3R34,06,3R34-06,부수이동,OP,내업의장,20240308,2024-03-12,20240312,생산2,3J,선행의장부선행의장1과,S110S,TP,도장 족장설치(PNT STAGING),20240313,2024-03-14,20240313,생산2,1G43200,3P1,족장부족장2과,20240307,20240307,조립,20240308,20240309,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,3,0,1,0,1,1,44
44,SN2463,S101S,19.300,11.400,2.500,45.000,3L,12,3L-12,선행의장OUT,OP,내업의장,20240229,2024-03-12,20240312,생산2,3J,선행의장부선행의장1과,S100S,A,대조립(ASSEMBLY),20240313,2024-03-20,,,,,,20240227,20240228,조립,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,0,1,0,1,1,45
45,SN2612,T320P,17.400,16.400,2.900,48.000,3L,11,3L-11,부수이동,OP,내업의장,20240305,2024-03-08,20240306,생산2,3J,선행의장부선행의장1과,T320P,TP,도장 족장설치(PNT STAGING),20240313,2024-03-13,20240306,생산2,1G43200,3P1,족장부족장2과,20240227,20240228,조립,20240305,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,3,0,1,0,1,1,46
46,SN2612,D311P,19.600,13.700,4.800,46.000,3L,16,3L-16,부수이동,OP,내업의장,20240228,2024-03-08,20240306,생산2,3J,선행의장부선행의장1과,D310P,A,대조립(ASSEMBLY),20240313,2024-03-20,,,,,,20240311,20240307,선행의장,20240308,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,0,1,0,1,1,47
47,SN2607,D341P,20.100,13.700,4.100,49.000,3J,02,3J-02,부수이동,OP,내업의장,20240304,2024-03-08,20240308,생산2,3J,선행의장부선행의장1과,D340P,S,소조립(SUB ASSEMBLY),20240313,2024-03-15,,생산2,1H47100,322,가공부소조립과,20240228,20240229,조립,20240308,20240304,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,0,1,0,1,1,48
48,SN2612,K180C,14.900,12.000,3.200,31.000,3J,14,3J-14,부수이동,OP,내업의장,20240227,2024-03-12,20240226,생산2,3J,선행의장부선행의장1과,K180C,OU,올리기(BLOCK LIFT UP),20240313,2024-03-13,20240229,생산2,,,,20240222,20240222,조립,20240222,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,0,0,1,0,1,1,49
49,SN2611,D740S,18.400,10.500,4.200,49.000,3H,06,3H-06,부수이동,P,도장(Paint),20240223,2024-03-12,20240229,생산2,3K,선행도장부선행도장1과,D740S,OT,계장 TUBING,20240313,2024-03-13,20240304,생산2,,,,20240222,20240220,선행의장,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,3,0,0,1,0,1,1,50
50,SN2611,F110P,14.100,12.300,3.500,21.000,3C,02,3C-02,부수이동,OU,올리기(BLOCK LIFT UP),20240312,2024-03-12,,생산2,H,선행도장부선행도장2과,F110P,TQ,도장 족장해체(PNT DESTAGING),20240313,2024-03-13,20240308,생산1,1J97200,H,전략생산팀(지원)족장과(삭제예정),20240311,20240311,도장,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,3,0,1,0,1,1,51
51,SN2463,S094S,9.200,3.200,2.600,9.000,OFD,01,OFD-01,부수이동,OP,내업의장,20240305,2024-03-05,20240308,생산2,3J,선행의장부선행의장1과,S090S,A,대조립(ASSEMBLY),20240312,2024-03-19,,,,,,20240226,20240226,조립,20240228,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,1,-1,1,0,1,1,52
52,SN2612,H130P,20.800,11.200,6.500,33.000,HZ02,04,HZ02-04,부수이동,OU,올리기(BLOCK LIFT UP),20240311,2024-03-11,20240304,생산2,,,B13GP,OG,MAIN 의장,20240312,2024-03-26,,,,,,20240223,20240224,선행의장,20240227,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-1,1,0,1,1,53
53,SN2457,B150S,19.200,24.400,2.200,81.000,HNE,11,HNE-11,부수이동,OU,올리기(BLOCK LIFT UP),20240312,2024-03-12,20240228,생산2,3J,선행의장부선행의장1과,B15GS,OG,MAIN 의장,20240312,2024-03-25,,,,,,20240223,20240223,선행의장,20240309,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-1,1,0,1,1,54
54,SN2612,B120P,21.500,15.700,3.200,68.000,HNC,09,HNC-09,부수이동,OU,올리기(BLOCK LIFT UP),20240312,2024-03-12,,생산2,3J,선행의장부선행의장1과,B12GP,G,PE(PRE-ERECTION),20240312,2024-03-27,,,,,,20240311,20240308,선행의장,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,-1,1,0,1,1,55
55,SN2611,D630S,5.800,12.100,3.400,12.000,GC01,01,GC01-01,부수이동,R,TURN OVER,20240312,2024-03-12,20240304,생산2,3K,선행도장부선행도장1과,D71GS,OG,MAIN 의장,20240312,2024-04-05,,,,,,20240305,20240305,도장,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,2,-1,1,0,1,1,56
56,SN2464,D29BS,12.600,4.300,2.000,8.000,3R46,01,3R46-01,부수이동,OP,내업의장,20240305,2024-03-06,20240229,생산2,3J,선행의장부선행의장1과,D292S,M,중조(MID ASSEMBLY),20240312,2024-03-20,,,,,,20240311,20240311,선행의장,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,0,-1,1,0,1,1,57
57,SN2464,D29BP,13.000,4.300,2.000,7.000,3R46,01,3R46-01,부수이동,OP,내업의장,20240305,2024-03-06,20240314,생산2,3J,선행의장부선행의장1과,D292P,M,중조(MID ASSEMBLY),20240312,2024-03-20,,,,,,20240311,20240311,선행의장,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,2,0,-1,1,0,1,1,58
58,SN2627,B19SC,17.000,21.500,3.100,0.000,3R46,01,3R46-01,부수이동,OU,올리기(BLOCK LIFT UP),20240312,2024-03-12,20240305,생산2,FPS,선행도장부선행도장3과,B18VC,G,PE(PRE-ERECTION),20240312,2024-05-07,,,,,,20240219,20240213,선행의장,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,STOCK,0,0,-1,1,0,1,1,59
59,SN2612,S120P,21.500,18.100,5.400,63.000,3R34,07,3R34-07,부수이동,OP,내업의장,20240308,2024-03-11,20240311,생산2,3J,선행의장부선행의장1과,S120P,TP,도장 족장설치(PNT STAGING),20240312,2024-03-13,20240312,생산1,1J97200,GB0,전략생산팀(지원)족장과(삭제예정),20240307,20240307,조립,20240307,20240308,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,STOCK,2,3,-1,1,0,1,1,60
