,PROJ_NO,BLK_NO,LTH,BTH,HGT,NET_WGT,WKA_CD,DTL_ARNO_CD,MODI_WKA_DESC,WK_NM,IA_NOW_P_STG,NOW_CODE_DESC,IA_NOW_STDT,IA_NOW_FNDT,IM_NOW_FNDT,IA_NOW_SCTN_CD,IA_NOW_WKA_NM,IA_NOW_WK_CENT_DSC,IA_AF_BLK_NO,IA_AF_P_STG,AF_CODE_DESC,IA_AF_STDT,IA_AF_FNDT,IM_AF_STDT,IA_AF_SCTN_CD,IA_AF_WK_CENT,IA_AF_WKA_NM,IA_AF_WK_CENT_DSC,LOGI_UPLOAD_DT,LOGI_CHK_DT,LOGI_CHK_DESC,TRNS_FNDT,EXP_PRE_OUTFIT_STDT,IA_AF_STDT_HIS,TB_NM,IN_OUT_AREA,ACCUM_YN,LEN_PROJ_NO,LEN_BLK_NO,LOG_TIME,NOW_WORK,CHECK_CUR_JOB,CHECK_NEXT_JOB,LOGI_BUFFER_TIME,CHECK_SIZE,CHECK_DAY_NIGHT,CHECK_WORK,CHECK_IN,RANK
980,9999,해치커버,10.000,10.000,12.000,,HZ01,01,HZ01-01,부수이동,,,,,,,,,,,,,,,,,,,,,,20240309,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,4,4,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,981
981,SN2455,S620S,17.100,13.300,5.400,30.000,HZ01,01,HZ01-01,부수이동,YI,중국납품운송(IN),20240304,2024-03-11,20240304,생산1,_J,,S620S,YN,중국블록 후공정 소요,20240312,2024-03-12,20240305,생산1,,_J,,,,,20240309,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,982
982,SN2455,S620P,17.100,13.300,5.400,31.000,HZ01,01,HZ01-01,부수이동,YI,중국납품운송(IN),20240304,2024-03-11,20240304,생산1,_J,,S620P,YN,중국블록 후공정 소요,20240312,2024-03-12,20240305,생산1,,_J,,,,,20240309,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,983
983,SN2590,S710S,10.600,5.400,2.700,10.000,HZ01,03,HZ01-03,부수이동,YI,중국납품운송(IN),20240228,2024-03-07,20240315,생산1,_J,,S710S,YN,중국블록 후공정 소요,20240308,2024-03-08,20240318,생산1,,_J,,,,,20240307,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,984
984,SN2590,S710P,10.600,5.400,2.700,10.000,HZ01,03,HZ01-03,부수이동,YI,중국납품운송(IN),20240228,2024-03-07,20240315,생산1,_J,,S710P,YN,중국블록 후공정 소요,20240308,2024-03-08,20240318,생산1,,_J,,,,,20240307,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,985
985,SN2590,S60GP,29.000,6.300,3.900,0.000,HZ01,02,HZ01-02,부수이동,YI,중국납품운송(IN),20240304,2024-03-11,20240311,생산1,_J,,S60GP,YN,중국블록 후공정 소요,20240312,2024-03-12,20240312,생산1,,_J,,,,,20240309,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,986
986,SN2458,해양기기류,10.000,10.000,12.000,,HZ01,02,HZ01-02,부수이동,,,,,,,,,,,,,,,,,,,,,,20240306,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,987
987,SN2457,해양기기류,10.000,10.000,12.000,,HZ01,01,HZ01-01,부수이동,,,,,,,,,,,,,,,,,,,,,,20240306,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,988
988,9999,캐리어,10.000,10.000,12.000,,HZ02,16,HZ02-16,부수이동,,,,,,,,,,,,,,,,,,,,,,20240217,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,4,3,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,989
989,SN2457,H150S,19.300,6.100,3.400,26.000,HNRD01,20,HNRD01-20,부수이동,YI,중국납품운송(IN),20240206,2024-02-16,20240227,생산2,W,,H150S,YN,중국블록 후공정 소요,20240219,2024-02-19,20240228,생산2,,W,,,,,20240308,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,990
990,SN2608,E440C,21.000,14.800,5.700,79.000,HNE,14,HNE-14,부수이동,A,대조립(ASSEMBLY),20240208,2024-02-27,20240305,생산2,53C,조립부조립3과,E440C,TO,SHOP OUT(검사/OUT),20240304,2024-03-04,20240312,생산2,,,,,,,20240307,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,1,0,-36524,1,0,0,1,991
991,9999,ROAD 기타,45.000,5.000,12.000,,HNE,05,HNE-05,부수이동,,,,,,,,,,,,,,,,,,,,,,20231123,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,4,7,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,992
992,SN2456,B110C,18.200,21.400,2.200,48.000,HNE,13,HNE-13,부수이동,YI,중국납품운송(IN),20240207,2024-02-19,20240305,생산2,_H,,B110C,YN,중국블록 후공정 소요,20240220,2024-02-20,20240306,생산2,,_H,,,,,20240308,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,993
993,9999,기타,55.000,20.000,12.000,,HNE,39,HNE-39,부수이동,,,,,,,,,,,,,,,,,,,,,,20240115,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,4,2,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,994
994,9999,진수용WEIGHT,10.000,10.000,12.000,,HNE,30,HNE-30,부수이동,,,,,,,,,,,,,,,,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,4,9,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,995
995,9999,진수용WEIGHT,10.000,10.000,4.000,,HNE,07,HNE-07,부수이동,,,,,,,,,,,,,,,,,,,,,,20240308,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,4,9,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,996
996,SN2611,SHAFT 기타,10.000,10.000,12.000,,HNE,01,HNE-01,부수이동,,,,,,,,,,,,,,,,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,8,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,997
997,SN2615,E520P,14.600,14.600,7.200,34.000,HND,10,HND-10,부수이동,O,선행의장(OUTFITTING),20240226,2024-03-13,20240304,생산2,HN,선행의장부신한내의장과,E520P,TP,도장 족장설치(PNT STAGING),20240314,2024-03-14,20240305,생산2,1G43200,3P1,족장부족장2과,,,,20240227,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,2,3,-36524,1,0,0,1,998
998,SN2612,E520S,21.100,14.000,5.300,59.000,HND,06,HND-06,부수이동,O,선행의장(OUTFITTING),20240306,2024-03-25,20240315,생산2,HN,선행의장부신한내의장과,E520S,TP,도장 족장설치(PNT STAGING),20240326,2024-03-26,20240318,생산2,1G43200,3P1,족장부족장2과,,,,20240305,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,2,3,-36524,1,0,0,1,999
999,SN2612,E520P,21.100,14.000,5.600,74.000,HND,04,HND-04,사외IN,O,선행의장(OUTFITTING),20240229,2024-03-20,20240314,생산2,HN,선행의장부신한내의장과,E520P,TP,도장 족장설치(PNT STAGING),20240321,2024-03-22,20240315,생산1,1G43200,GB0,족장부족장2과,,,,20240229,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,2,3,-36524,1,0,0,1,1000
1000,SN2612,E510S,20.800,13.700,5.300,51.000,HND,09,HND-09,부수이동,O,선행의장(OUTFITTING),20240229,2024-03-19,20240313,생산2,HN,선행의장부신한내의장과,E510S,TP,도장 족장설치(PNT STAGING),20240320,2024-03-21,20240315,생산2,1G43200,3P1,족장부족장2과,,,,20240227,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,2,3,-36524,1,0,0,1,1001
1001,SN2634,E330S,15.100,14.200,5.400,29.000,HND,28,HND-28,부수이동,O,선행의장(OUTFITTING),20240306,2024-03-25,20240319,생산2,HN,선행의장부신한내의장과,E330S,OU,올리기(BLOCK LIFT UP),20240326,2024-03-26,20240322,생산2,,,,,,,20240305,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,2,0,-36524,1,0,0,1,1002
1002,SN2634,E330P,15.100,14.200,5.400,30.000,HND,08,HND-08,부수이동,O,선행의장(OUTFITTING),20240306,2024-03-25,20240319,생산2,HN,선행의장부신한내의장과,E330P,OU,올리기(BLOCK LIFT UP),20240326,2024-03-26,20240322,생산2,,,,,,,20240305,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,2,0,-36524,1,0,0,1,1003
1003,SN2634,E320S,12.200,15.400,5.000,28.000,HND,25,HND-25,사외IN,O,선행의장(OUTFITTING),20240306,2024-03-25,20240319,생산2,HN,선행의장부신한내의장과,E320S,OU,올리기(BLOCK LIFT UP),20240326,2024-03-26,20240322,생산2,,,,,,,20240301,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,2,0,-36524,1,0,0,1,1004
1004,SN2634,E320P,12.200,15.400,5.000,27.000,HND,29,HND-29,부수이동,O,선행의장(OUTFITTING),20240312,2024-03-25,20240319,생산2,HN,선행의장부신한내의장과,E320P,OU,올리기(BLOCK LIFT UP),20240326,2024-03-26,20240322,생산2,,,,,,,20240307,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,2,0,-36524,1,0,0,1,1005
1005,SN2634,E262C,17.300,17.300,6.300,100.000,HND,26,HND-26,부수이동,OP,내업의장,20240306,2024-03-22,20240313,생산2,HN,선행의장부신한내의장과,E260C,A,대조립(ASSEMBLY),20240322,2024-04-04,,,,,,,,,20240309,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,2,1,-36524,1,0,0,1,1006
1006,SN2463,D190S,15.800,16.000,5.100,64.000,HND,24,HND-24,부수이동,OP,내업의장,20240305,2024-03-20,20240321,생산2,HN,선행의장부신한내의장과,D190S,R,TURN OVER,20240321,2024-03-21,20240322,생산2,,,,,,,20240301,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,2,0,-36524,1,0,0,1,1007
1007,9999,PARKG 기타,18.000,55.000,12.000,,HND,35,HND-35,부수이동,,,,,,,,,,,,,,,,,,,,,,20230907,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,4,8,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1008
1008,SN2607,A210S,18.100,21.200,8.600,56.000,HND,30,HND-30,부수이동,OP,내업의장,20240308,2024-03-19,20240305,생산2,HN,선행의장부신한내의장과,A210S,OA,AIR TEST,20240320,2024-03-20,20240306,생산2,,,,,,,20240307,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,2,0,-36524,1,0,0,1,1009
1009,SN2601,Y900P,8.100,6.700,2.000,21.000,HNC,13,HNC-13,부수이동,A,대조립(ASSEMBLY),20240123,2024-04-05,20240411,생산3,FS1,해)가공부기계가공과,Y900P,OM,밀링(Milling),20240412,2024-05-03,20240412,생산2,,,,,,,20240307,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,1,0,-36524,1,0,0,1,1010
1010,SN2454,러더스톡,10.000,10.000,4.000,,HNC,16,HNC-16,부수이동,,,,,,,,,,,,,,,,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,4,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1011
1011,SN2590,Y900C,7.500,10.200,2.600,44.000,HNC,18,HNC-18,부수이동,A,대조립(ASSEMBLY),20230905,2024-01-04,20240110,생산3,FS1,해)가공부기계가공과,Y900C,OM,밀링(Milling),20240205,2024-03-12,20240111,생산1,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,1,0,-36524,1,0,0,1,1012
1012,SN2611,Y900P,8.600,6.400,2.400,39.000,HNC,13,HNC-13,부수이동,A,대조립(ASSEMBLY),20231206,2024-03-19,20240228,생산3,FS1,해)가공부기계가공과,Y900P,OM,밀링(Milling),20240319,2024-04-05,20240229,생산2,,,,,,,20240306,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,1,0,-36524,1,0,0,1,1013
1013,SN2614,돔커버,10.000,10.000,4.000,,HNC,19,HNC-19,부수이동,,,,,,,,,,,,,,,,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,3,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1014
1014,SN2615,E35GC,16.700,41.900,7.900,0.000,HNB,13,HNB-13,PE착수,G,PE(PRE-ERECTION),20240223,2024-03-25,20240313,생산2,HN,신한내건조부건조1과,E35GC,OU,올리기(BLOCK LIFT UP),20240326,2024-03-26,20240314,생산2,,,,,,,20240223,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1015
1015,SN2615,E31GS,28.700,25.900,9.900,0.000,HNB,09,HNB-09,PE착수,G,PE(PRE-ERECTION),20240223,2024-03-19,20240229,생산2,HN,신한내건조부건조1과,E31GS,OU,올리기(BLOCK LIFT UP),20240320,2024-03-20,20240304,생산2,,,,,,,20240223,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1016
1016,SN2615,E31GP,28.700,17.100,9.900,0.000,HNB,11,HNB-11,PE착수,G,PE(PRE-ERECTION),20240227,2024-03-19,20240229,생산2,HN,신한내건조부건조1과,E31GP,OU,올리기(BLOCK LIFT UP),20240320,2024-03-20,20240304,생산2,,,,,,,20240227,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1017
1017,SN2615,E13GC,33.800,43.100,12.500,0.000,HNB,13,HNB-13,PE착수,G,PE(PRE-ERECTION),20240216,2024-03-21,20240304,생산2,HN,신한내건조부건조1과,E11VC,OG,MAIN 의장,20240325,2024-05-14,,생산2,1H92500,HN,선행의장부신한내의장과,,,,20240216,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,2,-36524,1,0,0,1,1018
1018,SN2612,B14GP,20.400,23.000,8.700,0.000,HNB,12,HNB-12,PE착수,G,PE(PRE-ERECTION),20240308,2024-03-29,20240320,생산2,HN,신한내건조부건조1과,B14GP,B,소지(BLASTING),20240401,2024-04-01,20240325,생산1,1G57300,GB0,선행도장부선행도장2과,,,,20240310,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1019
1019,SN2612,B13GS,20.800,22.900,8.700,0.000,HNB,11,HNB-11,PE착수,G,PE(PRE-ERECTION),20240308,2024-03-28,20240319,생산2,HN,신한내건조부건조1과,B13GS,LD,적재(Load),20240329,2024-03-29,20240319,생산2,1H92100,HN,신한내건조부건조1과,,,,20240309,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1020
1020,SN2611,B11GS,,,,,HNB,09,HNB-09,부수이동,,,,,,,,,,,,,,,,,,,,,,20240201,,,TB_ZENI_NOW_P_STG_IS_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1021
1021,SN2611,B11GP,,,,,HNB,09,HNB-09,PE착수,,,,,,,,,,,,,,,,,,,,,,20231227,,,TB_ZENI_NOW_P_STG_IS_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1022
1022,SN2589,E31GS,,,,,HNB,13,HNB-13,부수이동,,,,,,,,,,,,,,,,,,,,,,20231024,,,TB_ZENI_NOW_P_STG_IS_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1023
1023,SN2627,T19GC,13.600,39.500,15.800,0.000,HNB,08,HNB-08,PE착수,G,PE(PRE-ERECTION),20240229,2024-03-19,20240228,생산2,HN,신한내건조부건조1과,T19GC,OU,올리기(BLOCK LIFT UP),20240320,2024-03-20,20240306,생산2,,,,,,,20240301,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1024
1024,SN2626,M/E류,10.000,10.000,4.000,,HNB,02,HNB-02,부수이동,,,,,,,,,,,,,,,,,,,,,,20240129,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,4,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1025
1025,SN2457,B14GS,18.800,25.800,5.000,0.000,HNB,03,HNB-03,PE착수,G,PE(PRE-ERECTION),20240307,2024-03-20,20240312,생산2,HN,신한내건조부건조1과,B14GS,TH,PE 족장해체(PE DESTAGING),20240321,2024-03-21,20240312,생산2,1G43200,HN,족장부족장2과,,,,20240307,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1026
1026,SN2457,B14GP,18.800,25.800,5.000,0.000,HNB,03,HNB-03,PE착수,G,PE(PRE-ERECTION),20240306,2024-03-22,20240312,생산2,HN,신한내건조부건조1과,B14GP,B,소지(BLASTING),20240325,2024-03-25,20240315,생산1,1G57300,GB0,선행도장부선행도장2과,,,,20240306,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1027
1027,SN2457,B13GS,20.300,25.700,7.400,0.000,HNB,09,HNB-09,PE착수,G,PE(PRE-ERECTION),20240307,2024-03-22,20240313,생산2,HN,신한내건조부건조1과,B13GS,LD,적재(Load),20240325,2024-03-25,20240313,생산2,1H92100,HN,신한내건조부건조1과,,,,20240310,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1028
1028,SN2457,B13GP,20.300,25.700,7.400,0.000,HNB,09,HNB-09,PE착수,G,PE(PRE-ERECTION),20240306,2024-03-22,20240313,생산2,HN,신한내건조부건조1과,B13GP,LD,적재(Load),20240325,2024-03-25,20240313,생산2,1H92100,HN,신한내건조부건조1과,,,,20240310,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1029
1029,SN2457,B15GP,19.200,25.800,5.000,0.000,HNB,09,HNB-09,PE착수,G,PE(PRE-ERECTION),20240307,2024-03-27,20240314,생산2,HN,신한내건조부건조1과,B15GP,TP,도장 족장설치(PNT STAGING),20240328,2024-03-28,20240318,생산2,1H92100,HN,신한내건조부건조1과,,,,20240308,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,3,-36524,1,0,0,1,1030
1030,9999,캐리어,10.000,10.000,12.000,,HZ02,16,HZ02-16,부수이동,,,,,,,,,,,,,,,,,,,,,,20231111,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,적치장,4,3,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1031
1031,SN2589,28.7*16.8*4.7,10.000,10.000,4.000,,HNB,14,HNB-14,블록T/O,,,,,,,,,,,,,,,,,,,,,,20230819,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,13,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1032
1032,SN2463,T110S,31.400,21.400,2.000,145.000,HNB,01,HNB-01,부수이동,YI,중국납품운송(IN),20240304,2024-03-11,20240312,생산2,_R,,T110S,YN,중국블록 후공정 소요,20240312,2024-03-12,20240313,생산2,,_R,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1033
1033,SN2463,T110P,31.400,22.800,2.000,165.000,HNB,01,HNB-01,부수이동,YI,중국납품운송(IN),20240304,2024-03-11,20240312,생산2,_R,,T110P,YN,중국블록 후공정 소요,20240312,2024-03-12,20240313,생산2,,_R,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1034
1034,SN2474,돔커버,10.000,10.000,4.000,,HNB,02,HNB-02,부수이동,,,,,,,,,,,,,,,,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,3,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1035
1035,9999,진수용WEIGHT,10.000,10.000,12.000,,HNB,11,HNB-11,부수이동,,,,,,,,,,,,,,,,,,,,,,20240125,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,4,9,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1036
1036,9999,진수용WEIGHT,10.000,10.000,4.000,,HNB,09,HNB-09,부수이동,,,,,,,,,,,,,,,,,,,,,,20240125,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,4,9,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1037
1037,SN2455,S410P,17.000,18.500,5.200,58.000,HNB,03,HNB-03,부수이동,YI,중국납품운송(IN),20240228,2024-03-07,20240228,생산1,_J,,S410P,YN,중국블록 후공정 소요,20240308,2024-03-08,20240229,생산1,,_J,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1038
1038,SN2455,F63GC,9.700,38.100,10.700,0.000,HNB,07,HNB-07,PE착수,G,PE(PRE-ERECTION),20240220,2024-03-22,20240229,생산2,HN,신한내건조부건조1과,B23VC,TH,PE 족장해체(PE DESTAGING),20240411,2024-04-11,,생산2,1G43200,HN,족장부족장2과,,,,20240220,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1039
1039,SN2455,F62GC,6.600,36.200,2.700,0.000,HNB,06,HNB-06,PE착수,G,PE(PRE-ERECTION),20240219,2024-03-14,20240226,생산2,HN,신한내건조부건조1과,B23VC,TH,PE 족장해체(PE DESTAGING),20240411,2024-04-11,,생산2,1G43200,HN,족장부족장2과,,,,20240219,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1040
1040,SN2607,E32PP,26.900,15.400,5.500,0.000,HNB,03,HNB-03,PE착수,G,PE(PRE-ERECTION),20240229,2024-03-15,20240305,생산2,HN,신한내건조부건조1과,E32PP,LD,적재(Load),20240318,2024-03-18,20240305,생산2,1H92100,HN,신한내건조부건조1과,,,,20240229,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1041
1041,SN2611,프로펠라,10.000,10.000,4.000,,HNB,03,HNB-03,부수이동,,,,,,,,,,,,,,,,,,,,,,20240311,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,4,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1042
1042,SN2591,Y900C,7.500,10.200,2.600,44.000,HNB,09,HNB-09,부수이동,A,대조립(ASSEMBLY),20240112,2024-04-02,20240404,생산3,FS1,해)가공부기계가공과,Y900C,OM,밀링(Milling),20240423,2024-05-20,20240419,생산1,,,,,,,20240312,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,1,0,-36524,1,0,0,1,1043
1043,SN2601,T12GC,30.800,32.200,2.700,0.000,HNB,14,HNB-14,PE착수,G,PE(PRE-ERECTION),20240221,2024-03-18,20240305,생산2,HN,신한내건조부건조1과,,,,,,,,,,,,,,20240221,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1044
1044,SN2601,S11GS,40.800,21.000,8.300,0.000,HNB,02,HNB-02,PE착수,G,PE(PRE-ERECTION),20240304,2024-03-18,20240306,생산2,HN,신한내건조부건조1과,S11GS,T,TOUCH UP,20240318,2024-03-22,20240307,생산2,1H92100,HN,신한내건조부건조1과,,,,20240304,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1045
1045,SN2601,S11GP,40.800,21.000,8.300,0.000,HNB,12,HNB-12,PE착수,G,PE(PRE-ERECTION),20240222,2024-03-15,20240306,생산2,HN,신한내건조부건조1과,S11GP,T,TOUCH UP,20240318,2024-03-22,20240307,생산2,1H92100,HN,신한내건조부건조1과,,,,20240222,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1046
1046,SN2601,A21GC,18.000,40.800,8.900,0.000,HNB,14,HNB-14,PE착수,G,PE(PRE-ERECTION),20240307,2024-03-26,20240314,생산2,HN,신한내건조부건조1과,,,,,,,,,,,,,,20240307,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1047
1047,SN2601,E31GS,41.900,15.400,5.600,0.000,HNB,07,HNB-07,PE착수,G,PE(PRE-ERECTION),20240227,2024-03-22,20240311,생산2,HN,신한내건조부건조1과,E11VC,OG,MAIN 의장,20240305,2024-04-17,,생산2,1H92500,HN,선행의장부신한내의장과,,,,20240227,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,2,-36524,1,0,0,1,1048
1048,SN2601,E31GP,41.900,15.400,5.600,0.000,HNB,07,HNB-07,PE착수,G,PE(PRE-ERECTION),20240304,2024-03-19,20240311,생산2,HN,신한내건조부건조1과,E31GP,OU,올리기(BLOCK LIFT UP),20240322,2024-03-22,20240312,생산2,,,,,,,20240304,,,TB_ZENI_NOW_P_STG_NOT_NULL,사내,작업장,6,5,2024-03-12 08:00:17.310,WORK,0,0,-36524,1,0,0,1,1049
