,0
0,-172.87714453125
1,-139.32059375
2,-116.177296875
3,-78.68846484375
4,-68.7685703125
5,-57.820707031249995
6,-32.57039843749999
7,1.4310820312500052
8,14.133998046875007
9,20.291177734375008
