vessel_id,block,length,width,height,location,id
 SN2456, E241P,25.0,16.0,inf,OFD,0
 SN2598, M110S,25.0,16.0,inf,OFD,1
 SN2456, E320S,25.0,16.0,inf,OFD,2
 SN2454, Y900C,25.0,16.0,inf,OFD,3
 SN2615, L150S,25.0,16.0,inf,OFD,4
 SN2603, H130P,25.0,16.0,inf,OFD,5
 SN2590, E650C,25.0,16.0,inf,OFD,6
 SN2598, F110S,25.0,16.0,inf,OFD,7
 SN2614, A110C,25.0,16.0,inf,OFD,8
 SN2452, S230S,25.0,16.0,inf,OFD,9
 SN2455, E510P,25.0,16.0,inf,OFD,10
 SN2603, D360S,25.0,16.0,inf,OFD,11
 SN2603, E510S,25.0,16.0,inf,OFD,12
 SN2607, E210S,25.0,16.0,inf,OFD,13
,,25.0,16.0,inf,OFD,14
,,25.0,16.0,inf,OFD,15
,,25.0,16.0,inf,OFD,16
,,25.0,16.0,inf,OFD,17
,,25.0,16.0,inf,OFD,18
,,25.0,16.0,inf,OFD,19
