vessel_id,block,length,width,height,location,id
 SN2591, S151P,25.0,23.0,inf,신한내,0
 SN2598, B110P,25.0,23.0,inf,신한내,1
 SN2611, A110S,25.0,23.0,inf,신한내,2
 SN2611, E410S,25.0,23.0,inf,신한내,3
 SN2612, B161S,25.0,23.0,inf,신한내,4
 SN2616, E43AP,25.0,23.0,inf,신한내,5
 SN2601, E520S,25.0,23.0,inf,신한내,6
 SN2611, D201P,25.0,23.0,inf,신한내,7
 SN2454, F310S,25.0,23.0,inf,신한내,8
 SN2457, E511S,25.0,23.0,inf,신한내,9
 SN2590, E640C,25.0,23.0,inf,신한내,10
 SN2590, E530P,25.0,23.0,inf,신한내,11
 SN2603, T351S,25.0,23.0,inf,신한내,12
 SN2456, D192P,25.0,23.0,inf,신한내,13
 SN2603, D500P,25.0,23.0,inf,신한내,14
 SN2602, F440C,25.0,23.0,inf,신한내,15
 SN2598, M610C,25.0,23.0,inf,신한내,16
 SN2627, Y900C,25.0,23.0,inf,신한내,17
 SN2603, D181S,25.0,23.0,inf,신한내,18
 SN2611, B130P,25.0,23.0,inf,신한내,19
 SN2614, S620S,25.0,23.0,inf,신한내,20
 SN2597, D720S,25.0,23.0,inf,신한내,21
 SN2627, F411S,25.0,23.0,inf,신한내,22
 SN2612, M510P,25.0,23.0,inf,신한내,23
 SN2602, F230C,25.0,23.0,inf,신한내,24
 SN2601, D716S,25.0,23.0,inf,신한내,25
 SN2627, B191P,25.0,23.0,inf,신한내,26
 SN2603, A110P,25.0,23.0,inf,신한내,27
 SN2615, M220P,25.0,23.0,inf,신한내,28
 SN2598, H140S,25.0,23.0,inf,신한내,29
 SN2614, S180S,25.0,23.0,inf,신한내,30
 SN2603, B120P,25.0,23.0,inf,신한내,31
 SN2590, E520P,25.0,23.0,inf,신한내,32
,,25.0,23.0,inf,신한내,33
,,25.0,23.0,inf,신한내,34
,,25.0,23.0,inf,신한내,35
,,25.0,23.0,inf,신한내,36
,,25.0,23.0,inf,신한내,37
,,25.0,23.0,inf,신한내,38
,,25.0,23.0,inf,신한내,39
,,25.0,23.0,inf,신한내,40
