vessel_id,block,length,width,height,weight,location
 SN2607, A212P,19.0,11.0,6.1,50.0,한내
 SN2612, S14AS,21.0,11.0,2.7,22.0,성동
 SN2602, E540C,24.0,19.0,5.2,99.0,덕곡1
 SN2596, Y390S,12.0,12.0,12.0,3.0,오비3
 SN2611, F110S,15.0,13.0,3.5,21.0,한내
 SN2601, T320P,18.0,17.0,2.9,44.0,덕곡1
 SN2602, D390S,15.0,13.0,4.2,23.0,신한내
 SN2591, D150S,12.0,11.0,5.8,18.0,덕곡1
 SN2608, E116P,11.0,8.0,2.4,9.0,덕곡2
 SN2627, E530P,14.0,14.0,6.9,37.0,신한내
 SN2601, A110S,11.0,6.0,10.5,16.0,오비3
 SN2601, D111S,20.0,11.0,3.4,48.0,덕곡2
 SN2615, S141P,15.0,11.0,2.3,31.0,오비1
 SN2601, A110P,11.0,6.0,10.5,16.0,한내
 SN2455, E711S,20.0,11.0,2.0,13.0,성동
