vessel_id,block,length,width,height,location,id
 SN2611, D620S,25.0,16.0,inf,OFD,0
 SN2611, E230S,25.0,16.0,inf,OFD,1
 SN2612, M210P,25.0,16.0,inf,OFD,2
 SN2611, D320S,25.0,16.0,inf,OFD,3
 SN2616, E312P,25.0,16.0,inf,OFD,4
 SN2602, F210P,25.0,16.0,inf,OFD,5
 SN2603, D330P,25.0,16.0,inf,OFD,6
 SN2598, D311P,25.0,16.0,inf,OFD,7
 SN2603, T151C,25.0,16.0,inf,OFD,8
 SN2591, S141P,25.0,16.0,inf,OFD,9
 SN2455, A220S,25.0,16.0,inf,OFD,10
 SN2612, E322S,25.0,16.0,inf,OFD,11
 SN2590, F520S,25.0,16.0,inf,OFD,12
 SN2598, D321S,25.0,16.0,inf,OFD,13
 SN2607, A211P,25.0,16.0,inf,OFD,14
,,25.0,16.0,inf,OFD,15
,,25.0,16.0,inf,OFD,16
,,25.0,16.0,inf,OFD,17
,,25.0,16.0,inf,OFD,18
,,25.0,16.0,inf,OFD,19
