vessel_id,block,length,width,height,location,id
 SN2603, D181S,25.0,14.0,inf,한내,0
 SN2590, S200P,25.0,14.0,inf,한내,1
 SN2597, D191P,25.0,14.0,inf,한내,2
 SN2615, M120P,25.0,14.0,inf,한내,3
 SN2601, T520P,25.0,14.0,inf,한내,4
 SN2456, E210S,25.0,14.0,inf,한내,5
 SN2602, G370P,25.0,14.0,inf,한내,6
 SN2590, F620S,25.0,14.0,inf,한내,7
 SN2627, H120S,25.0,14.0,inf,한내,8
 SN2614, S820P,25.0,14.0,inf,한내,9
 SN2453, E710S,25.0,14.0,inf,한내,10
 SN2456, D291P,25.0,14.0,inf,한내,11
 SN2598, S122S,25.0,14.0,inf,한내,12
 SN2603, D350P,25.0,14.0,inf,한내,13
 SN2458, S16AP,25.0,14.0,inf,한내,14
 SN2598, S113P,25.0,14.0,inf,한내,15
 SN2608, E114S,25.0,14.0,inf,한내,16
 SN2463, D29BP,25.0,14.0,inf,한내,17
 SN2616, E43AS,25.0,14.0,inf,한내,18
 SN2603, D161P,25.0,14.0,inf,한내,19
 SN2601, A110S,25.0,14.0,inf,한내,20
 SN2455, E510S,25.0,14.0,inf,한내,21
 SN2607, A110P,25.0,14.0,inf,한내,22
 SN2598, T322S,25.0,14.0,inf,한내,23
 SN2603, D151S,25.0,14.0,inf,한내,24
 SN2612, E322S,25.0,14.0,inf,한내,25
 SN2463, D39BS,25.0,14.0,inf,한내,26
 SN2599, E11FS,25.0,14.0,inf,한내,27
 SN2611, D340S,25.0,14.0,inf,한내,28
 SN2601, D716S,25.0,14.0,inf,한내,29
 SN2627, Y900C,25.0,14.0,inf,한내,30
 SN2456, A12CS,25.0,14.0,inf,한내,31
 SN2599, E11YP,25.0,14.0,inf,한내,32
 SN2457, H14AS,25.0,14.0,inf,한내,33
 SN2452, S830P,25.0,14.0,inf,한내,34
 SN2603, D141S,25.0,14.0,inf,한내,35
 SN2591, S341P,25.0,14.0,inf,한내,36
 SN2612, H132P,25.0,14.0,inf,한내,37
 SN2611, D500P,25.0,14.0,inf,한내,38
 SN2608, E32AS,25.0,14.0,inf,한내,39
 SN2615, S360S,25.0,14.0,inf,한내,40
 SN2615, S350S,25.0,14.0,inf,한내,41
 SN2612, E512P,25.0,14.0,inf,한내,42
 SN2463, E312S,25.0,14.0,inf,한내,43
 SN2615, D350S,25.0,14.0,inf,한내,44
 SN2616, E322S,25.0,14.0,inf,한내,45
 SN2607, E521S,25.0,14.0,inf,한내,46
 SN2601, T720P,25.0,14.0,inf,한내,47
 SN2452, C720P,25.0,14.0,inf,한내,48
 SN2597, D620S,25.0,14.0,inf,한내,49
 SN2615, E53AS,25.0,14.0,inf,한내,50
 SN2591, E44XS,25.0,14.0,inf,한내,51
 SN2612, E332S,25.0,14.0,inf,한내,52
 SN2456, H121P,25.0,14.0,inf,한내,53
 SN2591, H170S,25.0,14.0,inf,한내,54
 SN2591, H170P,25.0,14.0,inf,한내,55
 SN2614, S400S,25.0,14.0,inf,한내,56
 SN2614, E550C,25.0,14.0,inf,한내,57
 SN2612, S14AS,25.0,14.0,inf,한내,58
 SN2454, F620P,25.0,14.0,inf,한내,59
,,25.0,14.0,inf,한내,60
,,25.0,14.0,inf,한내,61
,,25.0,14.0,inf,한내,62
,,25.0,14.0,inf,한내,63
,,25.0,14.0,inf,한내,64
,,25.0,14.0,inf,한내,65
,,25.0,14.0,inf,한내,66
,,25.0,14.0,inf,한내,67
,,25.0,14.0,inf,한내,68
