vessel_id,block,length,width,height,location,id
 SN2611, A210P,25.0,23.0,inf,신한내,0
 SN2616, E312S,25.0,23.0,inf,신한내,1
 SN2607, E151C,25.0,23.0,inf,신한내,2
 SN2599, E11CS,25.0,23.0,inf,신한내,3
 SN2627, H120S,25.0,23.0,inf,신한내,4
 SN2454, F520S,25.0,23.0,inf,신한내,5
 SN2627, F510S,25.0,23.0,inf,신한내,6
 SN2452, C720P,25.0,23.0,inf,신한내,7
 SN2602, D720S,25.0,23.0,inf,신한내,8
 SN2597, F440C,25.0,23.0,inf,신한내,9
 SN2598, B121P,25.0,23.0,inf,신한내,10
 SN2452, S430S,25.0,23.0,inf,신한내,11
 SN2612, E110P,25.0,23.0,inf,신한내,12
 SN2599, E11EP,25.0,23.0,inf,신한내,13
 SN2611, H110P,25.0,23.0,inf,신한내,14
 SN2597, D340P,25.0,23.0,inf,신한내,15
 SN2612, H132S,25.0,23.0,inf,신한내,16
 SN2601, B110P,25.0,23.0,inf,신한내,17
 SN2603, D510S,25.0,23.0,inf,신한내,18
 SN2614, A430C,25.0,23.0,inf,신한내,19
 SN2590, E540P,25.0,23.0,inf,신한내,20
 SN2603, D131P,25.0,23.0,inf,신한내,21
 SN2463, D29CS,25.0,23.0,inf,신한내,22
 SN2611, E230P,25.0,23.0,inf,신한내,23
 SN2616, E33BS,25.0,23.0,inf,신한내,24
 SN2612, S16AS,25.0,23.0,inf,신한내,25
 SN2456, E110S,25.0,23.0,inf,신한내,26
 SN2602, F310P,25.0,23.0,inf,신한내,27
 SN2596, D730S,25.0,23.0,inf,신한내,28
 SN2611, D110C,25.0,23.0,inf,신한내,29
,,25.0,23.0,inf,신한내,30
,,25.0,23.0,inf,신한내,31
,,25.0,23.0,inf,신한내,32
,,25.0,23.0,inf,신한내,33
,,25.0,23.0,inf,신한내,34
,,25.0,23.0,inf,신한내,35
,,25.0,23.0,inf,신한내,36
,,25.0,23.0,inf,신한내,37
,,25.0,23.0,inf,신한내,38
,,25.0,23.0,inf,신한내,39
,,25.0,23.0,inf,신한내,40
