vessel_id,block,length,width,height,location,id
 SN2611, D381P,25.0,23.0,inf,신한내,0
 SN2611, D130C,25.0,23.0,inf,신한내,1
 SN2602, F440C,25.0,23.0,inf,신한내,2
 SN2463, D29BP,25.0,23.0,inf,신한내,3
 SN2612, T531S,25.0,23.0,inf,신한내,4
 SN2602, D380S,25.0,23.0,inf,신한내,5
 SN2603, H140P,25.0,23.0,inf,신한내,6
 SN2601, M310P,25.0,23.0,inf,신한내,7
 SN2615, M410P,25.0,23.0,inf,신한내,8
 SN2614, E640C,25.0,23.0,inf,신한내,9
 SN2603, T110P,25.0,23.0,inf,신한내,10
 SN2591, S341S,25.0,23.0,inf,신한내,11
 SN2463, E51AS,25.0,23.0,inf,신한내,12
 SN2603, D391P,25.0,23.0,inf,신한내,13
 SN2607, S13AP,25.0,23.0,inf,신한내,14
 SN2463, B11AP,25.0,23.0,inf,신한내,15
 SN2457, E451C,25.0,23.0,inf,신한내,16
 SN2598, D321P,25.0,23.0,inf,신한내,17
 SN2611, E520S,25.0,23.0,inf,신한내,18
 SN2456, E511S,25.0,23.0,inf,신한내,19
 SN2612, E110S,25.0,23.0,inf,신한내,20
 SN2456, E512P,25.0,23.0,inf,신한내,21
 SN2611, D131P,25.0,23.0,inf,신한내,22
 SN2457, E413P,25.0,23.0,inf,신한내,23
 SN2456, B191P,25.0,23.0,inf,신한내,24
 SN2607, S11AP,25.0,23.0,inf,신한내,25
 SN2627, S101P,25.0,23.0,inf,신한내,26
 SN2591, H160S,25.0,23.0,inf,신한내,27
 SN2598, D723S,25.0,23.0,inf,신한내,28
 SN2590, F520S,25.0,23.0,inf,신한내,29
 SN2596, G140S,25.0,23.0,inf,신한내,30
 SN2455, F310S,25.0,23.0,inf,신한내,31
 SN2598, B131S,25.0,23.0,inf,신한내,32
 SN2611, T351S,25.0,23.0,inf,신한내,33
,,25.0,23.0,inf,신한내,34
,,25.0,23.0,inf,신한내,35
,,25.0,23.0,inf,신한내,36
,,25.0,23.0,inf,신한내,37
,,25.0,23.0,inf,신한내,38
,,25.0,23.0,inf,신한내,39
,,25.0,23.0,inf,신한내,40
