vessel_id,block,length,width,height,location,id
 SN2598, F44AS,21.0,13.0,5.0,덕곡2,0
 SN2456, D291P,21.0,13.0,5.0,덕곡2,1
 SN2456, E611P,21.0,13.0,5.0,덕곡2,2
 SN2603, T520P,21.0,13.0,5.0,덕곡2,3
 SN2602, D171P,21.0,13.0,5.0,덕곡2,4
 SN2597, F210S,21.0,13.0,5.0,덕곡2,5
 SN2603, E370C,21.0,13.0,5.0,덕곡2,6
 SN2611, D770S,21.0,13.0,5.0,덕곡2,7
 SN2463, D39AS,21.0,13.0,5.0,덕곡2,8
 SN2463, D29AS,21.0,13.0,5.0,덕곡2,9
 SN2454, S621P,21.0,13.0,5.0,덕곡2,10
 SN2463, A21ES,21.0,13.0,5.0,덕곡2,11
 SN2589, T15NP,21.0,13.0,5.0,덕곡2,12
 SN2453, C710S,21.0,13.0,5.0,덕곡2,13
 SN2591, H170S,21.0,13.0,5.0,덕곡2,14
 SN2616, E33AP,21.0,13.0,5.0,덕곡2,15
 SN2616, E33AS,21.0,13.0,5.0,덕곡2,16
 SN2601, D131P,21.0,13.0,5.0,덕곡2,17
 SN2603, T510S,21.0,13.0,5.0,덕곡2,18
 SN2601, D111S,21.0,13.0,5.0,덕곡2,19
 SN2456, E512S,21.0,13.0,5.0,덕곡2,20
 SN2611, D211S,21.0,13.0,5.0,덕곡2,21
 SN2463, E51AS,21.0,13.0,5.0,덕곡2,22
,,21.0,13.0,5.0,덕곡2,23
,,21.0,13.0,5.0,덕곡2,24
,,21.0,13.0,5.0,덕곡2,25
,,21.0,13.0,5.0,덕곡2,26
,,21.0,13.0,5.0,덕곡2,27
,,21.0,13.0,5.0,덕곡2,28
,,21.0,13.0,5.0,덕곡2,29
 SN2601, D321P,21.0,16.0,5.0,덕곡2,30
 SN2454, S411S,21.0,16.0,5.0,덕곡2,31
 SN2601, D341S,21.0,16.0,5.0,덕곡2,32
 SN2455, F640S,21.0,16.0,5.0,덕곡2,33
 SN2603, D340P,21.0,16.0,5.0,덕곡2,34
 SN2598, B151P,21.0,16.0,5.0,덕곡2,35
 SN2597, D400P,21.0,16.0,5.0,덕곡2,36
,,21.0,16.0,5.0,덕곡2,37
,,21.0,16.0,5.0,덕곡2,38
,,21.0,16.0,5.0,덕곡2,39
