vessel_id,block,length,width,height,location,id
 SN2627, H120S,25.0,16.0,inf,OFD,0
 SN2452, S830P,25.0,16.0,inf,OFD,1
 SN2455, M910P,25.0,16.0,inf,OFD,2
 SN2615, F32CC,25.0,16.0,inf,OFD,3
 SN2603, D201S,25.0,16.0,inf,OFD,4
 SN2597, D310P,25.0,16.0,inf,OFD,5
 SN2608, E113P,25.0,16.0,inf,OFD,6
 SN2454, F620S,25.0,16.0,inf,OFD,7
 SN2615, E410S,25.0,16.0,inf,OFD,8
 SN2603, E520P,25.0,16.0,inf,OFD,9
 SN2453, H320P,25.0,16.0,inf,OFD,10
 SN2615, M110P,25.0,16.0,inf,OFD,11
 SN2615, L150P,25.0,16.0,inf,OFD,12
 SN2455, A220S,25.0,16.0,inf,OFD,13
,,25.0,16.0,inf,OFD,14
,,25.0,16.0,inf,OFD,15
,,25.0,16.0,inf,OFD,16
,,25.0,16.0,inf,OFD,17
,,25.0,16.0,inf,OFD,18
,,25.0,16.0,inf,OFD,19
