vessel_id,block,length,width,height,location,id
 SN2601, D520S,23.0,16.0,inf,덕곡1,0
 SN2456, A12BS,23.0,16.0,inf,덕곡1,1
 SN2597, D380S,23.0,16.0,inf,덕곡1,2
 SN2611, D720S,23.0,16.0,inf,덕곡1,3
 SN2614, A410S,23.0,16.0,inf,덕곡1,4
 SN2601, E370C,23.0,16.0,inf,덕곡1,5
 SN2614, S820P,23.0,16.0,inf,덕곡1,6
 SN2612, S18BP,23.0,16.0,inf,덕곡1,7
,,23.0,16.0,inf,덕곡1,8
,,23.0,16.0,inf,덕곡1,9
 SN2603, T320S,24.0,19.0,inf,덕곡1,10
 SN2611, T340P,24.0,19.0,inf,덕곡1,11
 SN2455, A210C,24.0,19.0,inf,덕곡1,12
 SN2598, M410S,24.0,19.0,inf,덕곡1,13
 SN2612, E110P,24.0,19.0,inf,덕곡1,14
 SN2455, B180S,24.0,19.0,inf,덕곡1,15
 SN2601, S121P,24.0,19.0,inf,덕곡1,16
,,24.0,19.0,inf,덕곡1,17
,,24.0,19.0,inf,덕곡1,18
 SN2596, D720S,25.0,23.0,inf,덕곡1,19
 SN2597, F520S,25.0,23.0,inf,덕곡1,20
 SN2598, E420P,25.0,23.0,inf,덕곡1,21
 SN2611, S120S,25.0,23.0,inf,덕곡1,22
 SN2597, E540C,25.0,23.0,inf,덕곡1,23
 SN2457, B131P,25.0,23.0,inf,덕곡1,24
 SN2611, S170S,25.0,23.0,inf,덕곡1,25
,,25.0,23.0,inf,덕곡1,26
,,25.0,23.0,inf,덕곡1,27
,,25.0,23.0,inf,덕곡1,28
