vessel_id,block,length,width,height,weight,location
 SN2612, E511S,17.0,11.0,1.9,20.0,성동
 SN2589, T15NP,11.0,3.0,0.5,1.0,봉암8
 SN2611, S140S,21.0,19.0,5.4,61.0,오비1
 SN2611, D360P,15.0,14.0,4.9,23.0,봉암8
 SN2601, A110P,11.0,6.0,10.5,16.0,성동
 SN2456, A12AP,11.0,7.0,2.8,6.0,성동
 SN2590, F620S,20.0,13.0,4.9,32.0,덕곡2
 SN2598, E150C,17.0,14.0,6.5,75.0,성동
 SN2616, E312S,11.0,10.0,2.0,5.0,성동
 SN2612, S18BP,11.0,11.0,4.1,9.0,봉암9
 SN2627, S101P,20.0,11.0,2.5,41.0,신한내
 SN2611, F131S,11.0,11.0,3.1,13.0,봉암8
 SN2598, D522S,14.0,11.0,2.5,7.0,덕곡2
 SN2607, E233P,11.0,10.0,4.1,18.0,봉암9
 SN2616, S35XP,14.0,11.0,1.7,20.0,봉암9
 SN2590, H200P,15.0,11.0,4.5,17.0,덕곡2
 SN2608, E32AP,11.0,8.0,3.8,10.0,덕곡2
 SN2591, E310S,17.0,15.0,4.9,43.0,성동
 SN2612, S16AP,20.0,11.0,2.7,21.0,봉암8
 SN2601, E360C,11.0,11.0,1.8,9.0,한내
