vessel_id,block,length,width,height,location,id
 SN2612, M210P,25.0,16.0,inf,OFD,0
 SN2455, F630C,25.0,16.0,inf,OFD,1
 SN2598, F421S,25.0,16.0,inf,OFD,2
 SN2603, E520S,25.0,16.0,inf,OFD,3
 SN2615, M410P,25.0,16.0,inf,OFD,4
 SN2457, A211P,25.0,16.0,inf,OFD,5
 SN2603, B201S,25.0,16.0,inf,OFD,6
 SN2615, S180P,25.0,16.0,inf,OFD,7
 SN2598, E370C,25.0,16.0,inf,OFD,8
 SN2611, D131S,25.0,16.0,inf,OFD,9
 SN2453, C720S,25.0,16.0,inf,OFD,10
 SN2463, E322P,25.0,16.0,inf,OFD,11
 SN2601, E310P,25.0,16.0,inf,OFD,12
 SN2607, A212P,25.0,16.0,inf,OFD,13
 SN2597, D730S,25.0,16.0,inf,OFD,14
 SN2627, F510S,25.0,16.0,inf,OFD,15
 SN2455, C390P,25.0,16.0,inf,OFD,16
,,25.0,16.0,inf,OFD,17
,,25.0,16.0,inf,OFD,18
,,25.0,16.0,inf,OFD,19
