vessel_id,block,length,width,height,location,id
 SN2611, E130P,25.0,16.0,inf,OFD,0
 SN2454, F310S,25.0,16.0,inf,OFD,1
 SN2601, D311S,25.0,16.0,inf,OFD,2
 SN2616, E322P,25.0,16.0,inf,OFD,3
 SN2453, M930P,25.0,16.0,inf,OFD,4
 SN2597, F220C,25.0,16.0,inf,OFD,5
 SN2453, H320P,25.0,16.0,inf,OFD,6
 SN2607, E240C,25.0,16.0,inf,OFD,7
 SN2627, E360C,25.0,16.0,inf,OFD,8
 SN2601, H140P,25.0,16.0,inf,OFD,9
 SN2590, E650C,25.0,16.0,inf,OFD,10
 SN2607, E431C,25.0,16.0,inf,OFD,11
 SN2611, F522S,25.0,16.0,inf,OFD,12
 SN2598, T720S,25.0,16.0,inf,OFD,13
,,25.0,16.0,inf,OFD,14
,,25.0,16.0,inf,OFD,15
,,25.0,16.0,inf,OFD,16
,,25.0,16.0,inf,OFD,17
,,25.0,16.0,inf,OFD,18
,,25.0,16.0,inf,OFD,19
