vessel_id,block,length,width,height,weight,location
 SN2611, D131P,16.0,11.0,1.9,36.0,덕곡1
 SN2616, E43AS,11.0,11.0,2.6,7.0,덕곡2
 SN2598, M900S,11.0,6.0,3.3,2.0,봉암8
 SN2601, T720S,20.0,11.0,2.9,14.0,성동
 SN2603, A110P,11.0,7.0,11.5,19.0,성동
 SN2454, W831C,14.0,11.0,2.4,7.0,성동
 SN2590, T190C,12.0,11.0,2.2,25.0,성동
 SN2598, S131S,16.0,16.0,2.6,81.0,덕곡1
 SN2615, M110P,16.0,11.0,4.3,52.0,성동
 SN2596, Y390S,12.0,12.0,12.0,3.0,성동
 SN2597, D210C,20.0,20.0,2.5,52.0,덕곡1
 SN2463, A21AS,11.0,8.0,2.6,9.0,봉암8
 SN2455, S230S,20.0,13.0,9.1,23.0,OFD
 SN2598, F424S,11.0,9.0,4.4,7.0,봉암9
 SN2590, F300C,11.0,9.0,3.0,10.0,한내
