,vessel_id,block,length,width,height,weight,location
433, SN2614, F520S,13.0,11.0,5.2,13.0,사내
122, SN2603, F121S,15.0,11.0,3.8,32.0,사내
362, SN2614, F421S,11.0,10.0,3.6,6.0,사내
593, SN2612, E532P,11.0,4.0,1.7,3.0,사내
254, SN2456, D194P,11.0,9.0,2.3,7.0,사내
101, SN2601, T520S,11.0,6.0,2.9,3.0,사내
367, SN2598, S122P,20.0,11.0,3.8,22.0,사내
481, SN2627, E340S,16.0,13.0,6.7,23.0,사내
420, SN2611, D381P,16.0,14.0,4.1,35.0,사내
396, SN2601, E420P,21.0,15.0,5.9,62.0,사내
405, SN2598, D711S,19.0,11.0,1.0,15.0,사내
