id,vessel_id,block,width,length,height,weight
0, SN2598, T110P,16.0,25.0,inf,77.0
1, SN2614, S600S,16.0,25.0,inf,14.0
2, SN2627, E640P,16.0,25.0,inf,19.0
3, SN2601, H140P,16.0,25.0,inf,34.0
4, SN2601, D35AP,16.0,25.0,inf,17.0
5, SN2597, D400P,16.0,25.0,inf,32.0
6, SN2590, E660C,16.0,25.0,inf,35.0
7, SN2456, D391P,16.0,25.0,inf,14.0
8, SN2603, D181S,16.0,25.0,inf,31.0
9, SN2591, S151P,16.0,25.0,inf,38.0
10, SN2601, T120S,16.0,25.0,inf,41.0
11, SN2627, Y900C,11.0,16.0,inf,52.0
12, SN2591, E310P,16.0,25.0,inf,42.0
13, SN2601, D41AP,16.0,25.0,inf,17.0
14, SN2601, E340C,16.0,25.0,inf,67.0
15, SN2456, E341P,13.0,16.0,inf,32.0
16, SN2452, C710P,16.0,25.0,inf,9.0
17,,,16.0,25.0,inf,
18,,,16.0,25.0,inf,
19,,,16.0,25.0,inf,
11,,,14.0,16.0,inf,
15,,,12.0,16.0,inf,
