id,vessel_id,block,width,length,height,weight
0, SN2611, S130S,23.0,25.0,inf,60.0
1, SN2602, D140C,23.0,25.0,inf,57.0
2, SN2597, D210C,23.0,25.0,inf,52.0
3, SN2601, E540C,23.0,25.0,inf,83.0
4, SN2596, D710S,23.0,25.0,inf,51.0
5, SN2611, S150P,23.0,25.0,inf,59.0
6, SN2452, S430S,23.0,25.0,inf,35.0
7,,,23.0,25.0,inf,
8,,,23.0,25.0,inf,
9,,,23.0,25.0,inf,
14,,,16.0,16.0,inf,
15,,,16.0,16.0,inf,
17,,,16.0,21.0,inf,
18,,,16.0,21.0,inf,
23,,,17.0,24.0,inf,
24,,,17.0,24.0,inf,
25,,,17.0,24.0,inf,
10, SN2627, S093P,16.0,16.0,inf,17.0
11, SN2455, E712S,3.0,16.0,inf,2.0
12, SN2457, A312S,16.0,16.0,inf,11.0
13, SN2611, D161S,16.0,16.0,inf,34.0
16, SN2611, D820S,11.0,16.0,inf,2.0
19, SN2597, D410S,17.0,24.0,inf,38.0
20, SN2612, E332S,17.0,24.0,inf,11.0
21, SN2615, D360S,17.0,24.0,inf,35.0
22, SN2598, D331P,17.0,24.0,inf,39.0
11,,,13.0,16.0,inf,
16,,,10.0,16.0,inf,
