id,vessel_id,block,width,length,height,weight
0, SN2463, E422S,11.0,14.0,inf,11.0
1, SN2453, C710S,14.0,25.0,inf,10.0
2, SN2453, C720S,14.0,25.0,inf,11.0
3, SN2602, G370P,11.0,14.0,inf,3.0
4, SN2634, A21AP,14.0,25.0,inf,18.0
5, SN2607, E431C,14.0,25.0,inf,11.0
6, SN2603, D330P,14.0,25.0,inf,24.0
7, SN2455, A220P,14.0,25.0,inf,38.0
8, SN2453, C710P,14.0,25.0,inf,9.0
9, SN2590, M220S,11.0,14.0,inf,25.0
10, SN2452, W830C,14.0,25.0,inf,12.0
11, SN2615, E53AS,14.0,25.0,inf,25.0
12, SN2457, E110P,14.0,25.0,inf,19.0
13, SN2453, E710P,14.0,25.0,inf,84.0
14, SN2457, E110S,14.0,25.0,inf,18.0
15, SN2601, H130S,14.0,25.0,inf,37.0
16, SN2612, F11AP,14.0,25.0,inf,21.0
17, SN2463, E424S,11.0,14.0,inf,3.0
18, SN2455, E510S,14.0,25.0,inf,46.0
19, SN2590, E560C,14.0,25.0,inf,26.0
20, SN2597, D181P,14.0,25.0,inf,34.0
21, SN2627, S101S,14.0,25.0,inf,41.0
22, SN2611, D720S,13.0,14.0,inf,25.0
23, SN2627, E510S,14.0,25.0,inf,50.0
24, SN2608, E115S,11.0,14.0,inf,6.0
25, SN2603, D181P,14.0,25.0,inf,30.0
26, SN2596, Y540P,12.0,14.0,inf,22.0
27, SN2657, E412P,11.0,14.0,inf,15.0
28, SN2602, G510P,11.0,14.0,inf,2.0
29, SN2612, E31AS,14.0,25.0,inf,18.0
30, SN2603, D181S,14.0,25.0,inf,31.0
31, SN2615, D350S,14.0,25.0,inf,30.0
32, SN2590, S200P,14.0,25.0,inf,19.0
33, SN2626, E560C,14.0,25.0,inf,34.0
34, SN2454, F620P,14.0,25.0,inf,22.0
35, SN2611, K180C,14.0,25.0,inf,31.0
36, SN2603, D630S,13.0,14.0,inf,12.0
37, SN2463, A21AS,11.0,14.0,inf,9.0
38, SN2613, D560C,11.0,14.0,inf,23.0
39, SN2603, E360C,11.0,14.0,inf,6.0
40, SN2614, E510S,14.0,25.0,inf,31.0
41, SN2463, B11AP,14.0,25.0,inf,33.0
42, SN2463, D29AS,11.0,14.0,inf,5.0
43, SN2599, E11YS,11.0,14.0,inf,11.0
44, SN2601, D131P,14.0,25.0,inf,38.0
45, SN2615, S180P,14.0,25.0,inf,15.0
46, SN2602, D390S,14.0,25.0,inf,23.0
47, SN2616, E33BS,11.0,14.0,inf,7.0
48, SN2454, F310P,14.0,25.0,inf,24.0
49, SN2598, D620S,13.0,14.0,inf,16.0
50, SN2614, F622P,12.0,14.0,inf,11.0
51, SN2615, E511S,12.0,14.0,inf,17.0
52, SN2456, E241P,14.0,25.0,inf,32.0
53, SN2603, D171P,14.0,25.0,inf,46.0
54, SN2456, A12BS,11.0,14.0,inf,4.0
55, SN2627, E410P,14.0,25.0,inf,33.0
56, SN2603, D540S,11.0,14.0,inf,2.0
57, SN2607, M220P,14.0,25.0,inf,34.0
58, SN2453, S390S,14.0,25.0,inf,48.0
59,,,14.0,25.0,inf,
60,,,14.0,25.0,inf,
61,,,14.0,25.0,inf,
62,,,14.0,25.0,inf,
63,,,14.0,25.0,inf,
64,,,14.0,25.0,inf,
65,,,14.0,25.0,inf,
66,,,14.0,25.0,inf,
67,,,14.0,25.0,inf,
68,,,14.0,25.0,inf,
0,,,14.0,14.0,inf,
3,,,14.0,14.0,inf,
9,,,14.0,14.0,inf,
17,,,14.0,14.0,inf,
22,,,12.0,14.0,inf,
24,,,14.0,14.0,inf,
26,,,13.0,14.0,inf,
27,,,14.0,14.0,inf,
28,,,14.0,14.0,inf,
36,,,12.0,14.0,inf,
37,,,14.0,14.0,inf,
38,,,14.0,14.0,inf,
39,,,14.0,14.0,inf,
42,,,14.0,14.0,inf,
43,,,14.0,14.0,inf,
47,,,14.0,14.0,inf,
49,,,12.0,14.0,inf,
50,,,13.0,14.0,inf,
51,,,13.0,14.0,inf,
54,,,14.0,14.0,inf,
56,,,14.0,14.0,inf,
