id,vessel_id,block,width,length,height,weight
0, SN2614, S820P,22.0,25.0,inf,34.0
1, SN2614, D561C,11.0,22.0,inf,8.0
2, SN2603, D120C,22.0,25.0,inf,47.0
3, SN2597, F520S,22.0,25.0,inf,71.0
4, SN2597, G140S,22.0,25.0,inf,23.0
5, SN2590, A410S,12.0,22.0,inf,11.0
6, SN2598, F522S,11.0,22.0,inf,15.0
7, SN2601, B131P,22.0,25.0,inf,143.0
8, SN2611, T351S,22.0,25.0,inf,51.0
9, SN2603, D411S,22.0,25.0,inf,43.0
10, SN2603, E430C,22.0,25.0,inf,79.0
11, SN2612, S16AP,22.0,25.0,inf,21.0
12, SN2614, E530P,22.0,25.0,inf,33.0
13, SN2597, D181S,22.0,25.0,inf,34.0
14, SN2612, F11AS,22.0,25.0,inf,21.0
15, SN2452, Y900C,13.0,22.0,inf,64.0
16, SN2615, A421S,11.0,22.0,inf,8.0
17, SN2591, E130C,22.0,25.0,inf,3.0
18, SN2457, E210P,22.0,25.0,inf,33.0
19, SN2602, D820S,11.0,22.0,inf,2.0
20, SN2601, E350C,22.0,25.0,inf,40.0
21, SN2615, M110S,13.0,22.0,inf,39.0
22, SN2627, E410S,22.0,25.0,inf,34.0
23, SN2598, T120P,22.0,25.0,inf,19.0
24, SN2455, T260C,11.0,22.0,inf,16.0
25, SN2608, E114S,22.0,25.0,inf,21.0
26, SN2455, A120C,22.0,25.0,inf,32.0
27, SN2598, D521S,11.0,22.0,inf,6.0
28, SN2456, E231P,22.0,25.0,inf,40.0
29, SN2601, D341P,22.0,25.0,inf,49.0
30, SN2611, B140S,22.0,25.0,inf,69.0
31, SN2603, D171P,22.0,25.0,inf,46.0
32, SN2603, D320P,22.0,25.0,inf,25.0
33, SN2603, D151S,22.0,25.0,inf,30.0
34, SN2602, F420P,22.0,25.0,inf,42.0
35, SN2590, E550C,13.0,22.0,inf,23.0
36, SN2591, B160P,22.0,25.0,inf,26.0
37, SN2614, B210C,22.0,25.0,inf,2.0
38, SN2452, E660C,22.0,25.0,inf,55.0
39, SN2612, E330S,22.0,25.0,inf,30.0
40, SN2590, S200P,22.0,25.0,inf,19.0
41, SN2603, D130C,22.0,25.0,inf,47.0
42, SN2601, S113S,22.0,25.0,inf,32.0
43, SN2591, B160S,22.0,25.0,inf,26.0
44, SN2627, E470S,11.0,22.0,inf,2.0
45, SN2463, D39BP,22.0,25.0,inf,15.0
46, SN2591, E310S,22.0,25.0,inf,43.0
47, SN2602, E510S,22.0,25.0,inf,51.0
48, SN2603, H110P,22.0,25.0,inf,34.0
49, SN2597, D360P,22.0,25.0,inf,27.0
50, SN2455, E712S,11.0,22.0,inf,2.0
51, SN2454, F310S,22.0,25.0,inf,29.0
52, SN2455, A220S,22.0,25.0,inf,38.0
53, SN2455, S230S,22.0,25.0,inf,23.0
54, SN2457, A313P,22.0,25.0,inf,20.0
55, SN2601, A110P,11.0,22.0,inf,16.0
56, SN2601, D714S,22.0,25.0,inf,22.0
57, SN2602, F310P,22.0,25.0,inf,9.0
58, SN2590, E510P,22.0,25.0,inf,38.0
59, SN2597, Y730C,12.0,22.0,inf,7.0
60, SN2601, T120S,22.0,25.0,inf,41.0
61, SN2616, E312S,11.0,22.0,inf,5.0
62, SN2603, E310P,22.0,25.0,inf,25.0
63, SN2601, T310P,22.0,25.0,inf,60.0
64, SN2611, E380C,22.0,25.0,inf,14.0
65, SN2454, F310P,22.0,25.0,inf,24.0
66, SN2454, F620P,22.0,25.0,inf,22.0
67, SN2607, E320P,22.0,25.0,inf,27.0
68, SN2599, E11FS,11.0,22.0,inf,21.0
69, SN2611, A210S,22.0,25.0,inf,51.0
70, SN2598, S141S,22.0,25.0,inf,78.0
71,,,22.0,25.0,inf,
72,,,22.0,25.0,inf,
73,,,22.0,25.0,inf,
74,,,22.0,25.0,inf,
75,,,22.0,25.0,inf,
76,,,22.0,25.0,inf,
77,,,22.0,25.0,inf,
78,,,22.0,25.0,inf,
79,,,22.0,25.0,inf,
80,,,22.0,25.0,inf,
81,,,22.0,25.0,inf,
82,,,22.0,25.0,inf,
83,,,22.0,25.0,inf,
1,,,14.0,22.0,inf,
5,,,13.0,22.0,inf,
6,,,14.0,22.0,inf,
15,,,12.0,22.0,inf,
16,,,14.0,22.0,inf,
19,,,14.0,22.0,inf,
21,,,12.0,22.0,inf,
24,,,14.0,22.0,inf,
27,,,14.0,22.0,inf,
35,,,12.0,22.0,inf,
44,,,14.0,22.0,inf,
50,,,14.0,22.0,inf,
55,,,14.0,22.0,inf,
59,,,13.0,22.0,inf,
61,,,14.0,22.0,inf,
68,,,14.0,22.0,inf,
