id,vessel_id,block,width,length,height,weight
0, SN2597, D710S,23.0,25.0,inf,51.0
1, SN2611, S160P,23.0,25.0,inf,57.0
2, SN2598, E420P,23.0,25.0,inf,124.0
3, SN2598, E510P,23.0,25.0,inf,104.0
4, SN2603, E530C,23.0,25.0,inf,102.0
5, SN2601, E540C,23.0,25.0,inf,83.0
6, SN2603, S130P,23.0,25.0,inf,60.0
7, SN2612, M510P,23.0,25.0,inf,71.0
8,,,23.0,25.0,inf,
9,,,23.0,25.0,inf,
14,,,16.0,16.0,inf,
15,,,16.0,16.0,inf,
17,,,16.0,21.0,inf,
18,,,16.0,21.0,inf,
24,,,17.0,24.0,inf,
25,,,17.0,24.0,inf,
10, SN2455, M710P,16.0,16.0,inf,63.0
11, SN2457, E51AP,16.0,16.0,inf,16.0
12, SN2457, A312S,16.0,16.0,inf,11.0
13, SN2602, G510P,16.0,16.0,inf,2.0
16, SN2591, D150S,16.0,21.0,inf,18.0
19, SN2454, F710P,17.0,24.0,inf,20.0
20, SN2463, H11AS,17.0,24.0,inf,15.0
21, SN2591, S141P,17.0,24.0,inf,31.0
22, SN2603, D640S,17.0,24.0,inf,29.0
23, SN2590, A420S,17.0,24.0,inf,18.0
