id,vessel_id,block,width,length,height,weight
0, SN2455, C400S,11.0,25.0,inf,11.0
1, SN2615, D360P,16.0,23.0,inf,37.0
2, SN2611, D191P,15.0,23.0,inf,33.0
3, SN2615, E410P,23.0,25.0,inf,40.0
4, SN2603, E510P,23.0,25.0,inf,49.0
5, SN2603, H120S,23.0,25.0,inf,35.0
6, SN2611, T320S,23.0,25.0,inf,46.0
7, SN2614, S380S,23.0,25.0,inf,19.0
8, SN2455, M900S,11.0,23.0,inf,4.0
9, SN2601, B130S,23.0,25.0,inf,66.0
10, SN2456, E341P,13.0,23.0,inf,32.0
11, SN2602, T350S,23.0,25.0,inf,32.0
12, SN2612, E110S,23.0,25.0,inf,27.0
13, SN2456, D392P,11.0,25.0,inf,10.0
14, SN2612, S14AS,11.0,25.0,inf,22.0
15, SN2611, D730S,11.0,25.0,inf,19.0
16, SN2597, D410P,23.0,25.0,inf,39.0
17, SN2601, D131S,16.0,23.0,inf,38.0
18, SN2616, E33AS,11.0,23.0,inf,9.0
19, SN2611, D401P,23.0,25.0,inf,37.0
20, SN2598, M900P,11.0,23.0,inf,2.0
21, SN2591, H160P,14.0,23.0,inf,14.0
22, SN2601, T321S,23.0,25.0,inf,74.0
23, SN2615, E53AS,16.0,23.0,inf,25.0
24, SN2601, D341S,23.0,25.0,inf,52.0
25, SN2603, F121S,15.0,23.0,inf,32.0
26, SN2614, S610S,15.0,23.0,inf,2.0
27, SN2627, S131P,23.0,25.0,inf,106.0
28, SN2614, A220P,23.0,25.0,inf,31.0
29, SN2603, D320P,23.0,25.0,inf,25.0
30,,,23.0,25.0,inf,
31,,,23.0,25.0,inf,
32,,,23.0,25.0,inf,
33,,,23.0,25.0,inf,
34,,,23.0,25.0,inf,
35,,,23.0,25.0,inf,
36,,,23.0,25.0,inf,
37,,,23.0,25.0,inf,
38,,,23.0,25.0,inf,
39,,,23.0,25.0,inf,
40,,,23.0,25.0,inf,
0,,,12.0,25.0,inf,
1,,,9.0,23.0,inf,
2,,,10.0,23.0,inf,
8,,,14.0,23.0,inf,
10,,,12.0,23.0,inf,
13,,,12.0,25.0,inf,
14,,,12.0,25.0,inf,
15,,,12.0,25.0,inf,
17,,,9.0,23.0,inf,
18,,,14.0,23.0,inf,
20,,,14.0,23.0,inf,
21,,,11.0,23.0,inf,
23,,,9.0,23.0,inf,
25,,,10.0,23.0,inf,
26,,,10.0,23.0,inf,
