id,vessel_id,block,width,length,height,weight
0, SN2463, D29BS,13.0,16.0,inf,8.0
1, SN2627, S180S,16.0,25.0,inf,24.0
2, SN2457, A312P,11.0,16.0,inf,14.0
3, SN2615, L150P,16.0,25.0,inf,28.0
4, SN2601, D712S,16.0,25.0,inf,17.0
5, SN2457, E413P,16.0,25.0,inf,24.0
6, SN2602, E520P,16.0,25.0,inf,74.0
7, SN2612, E521P,12.0,16.0,inf,11.0
8, SN2454, F630C,16.0,25.0,inf,13.0
9, SN2591, E44XS,16.0,25.0,inf,5.0
10, SN2597, D730S,16.0,25.0,inf,24.0
11, SN2591, D160S,12.0,16.0,inf,18.0
12, SN2602, D160C,16.0,25.0,inf,43.0
13, SN2616, E43AS,11.0,16.0,inf,7.0
14, SN2616, E33BS,11.0,16.0,inf,7.0
15,,,16.0,25.0,inf,
16,,,16.0,25.0,inf,
17,,,16.0,25.0,inf,
18,,,16.0,25.0,inf,
19,,,16.0,25.0,inf,
0,,,12.0,16.0,inf,
2,,,14.0,16.0,inf,
7,,,13.0,16.0,inf,
11,,,13.0,16.0,inf,
13,,,14.0,16.0,inf,
14,,,14.0,16.0,inf,
