id,vessel_id,block,width,length,height,weight
0, SN2591, S350P,16.0,23.0,inf,19.0
1, SN2634, A21AP,16.0,23.0,inf,18.0
2, SN2611, E520P,16.0,23.0,inf,74.0
3, SN2611, D391P,16.0,23.0,inf,36.0
4, SN2602, F430C,16.0,23.0,inf,8.0
5, SN2603, A110P,11.0,16.0,inf,19.0
6, SN2602, F210S,16.0,23.0,inf,8.0
7,,,16.0,23.0,inf,
8,,,16.0,23.0,inf,
9,,,16.0,23.0,inf,
16,,,19.0,24.0,inf,
17,,,19.0,24.0,inf,
18,,,19.0,24.0,inf,
27,,,23.0,25.0,inf,
28,,,23.0,25.0,inf,
10, SN2598, B131S,19.0,24.0,inf,111.0
11, SN2601, B131P,19.0,24.0,inf,143.0
12, SN2601, M410S,19.0,24.0,inf,63.0
13, SN2597, D160C,19.0,24.0,inf,41.0
14, SN2597, T350P,19.0,24.0,inf,36.0
15, SN2598, B121P,19.0,24.0,inf,108.0
19, SN2603, D110C,23.0,25.0,inf,53.0
20, SN2597, D200C,23.0,25.0,inf,47.0
21, SN2597, D210C,23.0,25.0,inf,52.0
22, SN2611, S150P,23.0,25.0,inf,59.0
23, SN2611, S110P,23.0,25.0,inf,62.0
24, SN2457, B131P,23.0,25.0,inf,83.0
25, SN2601, S140P,23.0,25.0,inf,59.0
26, SN2598, E420S,23.0,25.0,inf,139.0
5,,,12.0,16.0,inf,
