vessel_id,block,length,width,height,weight,location
 SN2612, B181P,15.0,11.0,3.4,27.0,봉암8
 SN2463, H11AP,19.0,11.0,2.6,15.0,덕곡2
 SN2611, K180C,15.0,12.0,3.2,31.0,덕곡2
 SN2614, S390P,15.0,14.0,5.2,18.0,OFD
 SN2615, D550P,11.0,7.0,5.8,8.0,성동
 SN2463, E24AS,11.0,10.0,2.5,7.0,한내
 SN2597, D181S,16.0,11.0,1.9,34.0,덕곡2
 SN2457, B19AS,20.0,11.0,2.3,35.0,성동
 SN2612, T531P,11.0,6.0,2.8,6.0,봉암9
 SN2456, E320P,16.0,16.0,5.9,37.0,덕곡1
 SN2452, C720P,22.0,11.0,0.7,11.0,성동
 SN2454, F520S,16.0,15.0,5.2,24.0,신한내
 SN2597, Y730C,12.0,12.0,4.0,7.0,봉암9
 SN2455, C390S,20.0,11.0,0.7,11.0,성동
 SN2611, F110S,15.0,13.0,3.5,21.0,OFD
 SN2598, T110S,16.0,15.0,2.8,94.0,덕곡2
 SN2611, E410S,21.0,16.0,5.7,58.0,덕곡1
 SN2603, B201S,15.0,11.0,3.2,44.0,성동
 SN2612, E512S,11.0,10.0,2.9,14.0,성동
