id,vessel_id,block,width,length,height,weight
0, SN2457, A312P,11.0,23.0,inf,14.0
1, SN2601, B141S,23.0,25.0,inf,102.0
2, SN2463, E62XP,11.0,23.0,inf,6.0
3, SN2602, D340P,23.0,25.0,inf,31.0
4, SN2627, D280P,23.0,25.0,inf,35.0
5, SN2599, E11CP,11.0,23.0,inf,9.0
6, SN2454, H220P,11.0,25.0,inf,26.0
7, SN2603, T351S,23.0,25.0,inf,51.0
8, SN2591, S161P,23.0,25.0,inf,37.0
9, SN2598, E230S,23.0,25.0,inf,27.0
10, SN2612, B161S,23.0,25.0,inf,92.0
11, SN2457, E511P,13.0,23.0,inf,21.0
12, SN2452, C710P,11.0,25.0,inf,9.0
13, SN2607, E311P,15.0,23.0,inf,21.0
14, SN2598, E380C,11.0,25.0,inf,8.0
15, SN2611, S120S,23.0,25.0,inf,64.0
16, SN2611, T350S,23.0,25.0,inf,32.0
17, SN2598, B221S,23.0,25.0,inf,74.0
18, SN2603, T320P,23.0,25.0,inf,48.0
19, SN2597, D400S,23.0,25.0,inf,32.0
20, SN2590, E520P,23.0,25.0,inf,34.0
21, SN2452, S830P,11.0,25.0,inf,21.0
22, SN2611, B201P,15.0,23.0,inf,52.0
23, SN2603, D341S,23.0,25.0,inf,49.0
24, SN2601, M310S,23.0,25.0,inf,59.0
25, SN2615, E140C,12.0,23.0,inf,4.0
26, SN2615, D350S,15.0,23.0,inf,30.0
27, SN2603, E310S,23.0,25.0,inf,25.0
28,,,23.0,25.0,inf,
29,,,23.0,25.0,inf,
30,,,23.0,25.0,inf,
31,,,23.0,25.0,inf,
32,,,23.0,25.0,inf,
33,,,23.0,25.0,inf,
34,,,23.0,25.0,inf,
35,,,23.0,25.0,inf,
36,,,23.0,25.0,inf,
37,,,23.0,25.0,inf,
38,,,23.0,25.0,inf,
39,,,23.0,25.0,inf,
40,,,23.0,25.0,inf,
0,,,14.0,23.0,inf,
2,,,14.0,23.0,inf,
5,,,14.0,23.0,inf,
6,,,12.0,25.0,inf,
11,,,12.0,23.0,inf,
12,,,12.0,25.0,inf,
13,,,10.0,23.0,inf,
14,,,12.0,25.0,inf,
21,,,12.0,25.0,inf,
22,,,10.0,23.0,inf,
25,,,13.0,23.0,inf,
26,,,10.0,23.0,inf,
