length,width,height,count,location
22.0,19.0,1000.0,1,덕곡1
22.0,20.0,1000.0,1,덕곡1
22.0,21.0,1000.0,1,덕곡1
23.0,13.0,1000.0,1,덕곡1
23.0,19.0,1000.0,1,덕곡1
14.0,14.0,1000.0,1,덕곡1
15.0,14.0,1000.0,1,덕곡1
18.0,13.0,1000.0,1,덕곡1
18.0,16.0,1000.0,1,덕곡1
18.0,17.0,1000.0,1,덕곡1
20.0,17.0,1000.0,1,덕곡1
21.0,12.0,1000.0,1,덕곡1
21.0,16.0,1000.0,1,덕곡1
21.0,17.0,1000.0,1,덕곡1
