id,vessel_id,block,width,length,height,weight
0,SN2627,E561P,15.5,21.0,5.8,13.0
1,SN2463,F321P,15.5,21.0,5.8,14.0
2,SN2611,D630S,15.5,21.0,5.8,12.0
3,SN2457,E350C,15.5,21.0,5.8,53.0
4,SN2457,E370P,15.5,21.0,5.8,27.0
5,SN2598,D211S,15.5,21.0,5.8,42.0
6,SN2608,T141S,15.5,21.0,5.8,52.0
7,SN2612,D211P,15.5,21.0,5.8,44.0
8,SN2455,W820P,15.5,21.0,5.8,18.0
9,SN2463,E740S,15.5,21.0,5.8,16.0
10,SN2615,F332S,15.5,21.0,5.8,13.0
11,SN2608,K191C,15.5,21.0,5.8,51.0
12,SN2634,M220S,15.5,21.0,5.8,34.0
13,SN2463,S094S,15.5,21.0,5.8,9.0
14,SN2457,A121P,15.5,21.0,5.8,23.0
15,SN2464,D29CS,15.5,21.0,5.8,10.0
16,SN2463,F732P,15.5,21.0,5.8,18.0
17,SN2599,E515S,11.0,15.5,5.8,2.0
18,SN2609,E11ES,15.5,21.0,5.8,13.0
19,SN2598,D390P,15.5,21.0,5.8,24.0
20,SN2599,E413P,15.5,21.0,5.8,16.0
21,SN2601,F331P,15.5,21.0,5.8,13.0
22,SN2607,D331P,15.5,21.0,5.8,39.0
23,SN2615,C730S,15.5,21.0,5.8,6.0
24,SN2591,E420P,15.5,21.0,5.8,49.0
25,SN2464,B19AS,15.5,21.0,5.8,35.0
26,SN2603,D740S,15.5,21.0,5.8,49.0
27,SN2591,E551C,15.5,21.0,5.8,7.0
28,SN2611,D370P,15.5,21.0,5.8,32.0
29,SN2607,D712S,15.5,21.0,5.8,14.0
30,SN2597,G140S,15.5,21.0,5.8,23.0
31,SN2599,E513P,15.5,21.0,5.8,16.0
32,SN2611,F120C,15.5,21.0,5.8,20.0
33,SN2627,H210S,15.5,21.0,5.8,21.0
34,SN2463,S391P,15.5,21.0,5.8,55.0
35,SN2603,D820S,11.0,15.5,5.8,2.0
36,SN2598,D191P,15.5,21.0,5.8,41.0
37,SN2634,E210S,15.5,21.0,5.8,25.0
38,SN2612,F521S,15.5,21.0,5.8,11.0
39,SN2456,A220P,15.5,21.0,5.8,38.0
40,SN2456,E570C,15.5,21.0,5.8,29.0
41,SN2464,E321P,15.5,21.0,5.8,9.0
42,SN2634,T521S,15.5,21.0,5.8,6.0
43,,,15.5,21.0,5.8,
44,,,15.5,21.0,5.8,
45,,,15.5,21.0,5.8,
46,,,15.5,21.0,5.8,
47,,,15.5,21.0,5.8,
48,,,15.5,21.0,5.8,
49,,,15.5,21.0,5.8,
17,,,10.0,15.5,5.8,
35,,,10.0,15.5,5.8,
